OP | REF | HYP
OK | changing | changing
INS | **** | the
OK | the | the
OK | scope | scope
OK | of | of
OK | things | things
SUB | that | are
OK | you | you
OK | respond | respond
OK | to | to
OK | accommodation | accommodation
OK | is | is
OK | changing | changing
OK | how | how
OK | you | you
OK | do | do
OK | it | it
OK | a | a
OK | baby | baby
OK | will | will
OK | form | form
SUB | his | the
SUB | mouth | smell
OK | differently | differently
SUB | depending | pending
SUB | on | a
OK | what | what
SUB | he's | a
OK | sucking | sucking
DEL | on | ****
OK | and | and
OK | so | so
OK | these | these
OK | processes | processes
OK | where | where
OK | you | you
OK | take | take
DEL | in | ****
DEL | i'm | ****
SUB | giving | him
SUB | this | h
SUB | in | it
SUB | a | isn't
OK | very | very
OK | physical | physical
SUB | way | a
OK | but | but
OK | in | in
OK | a | a
OK | more | more
OK | psychological | psychological
DEL | sense | ****
DEL | you | ****
SUB | have | said
SUB | a | cuba
OK | way | way
OK | of | of
OK | looking | looking
OK | at | at
OK | the | the
OK | world | world
OK | you | you
OK | could | could
SUB | expand | expanded
SUB | it | to
SUB | to | in
SUB | encompass | compass
OK | new | new
OK | things | things
OK | assimilation | assimilation
DEL | but | ****
SUB | you | we
SUB | could | but
OK | also | also
OK | change | change
OK | your | your
OK | system | system
OK | of | of
OK | knowledge | knowledge
INS | **** | that
SUB | itself | cell
OK | accommodation | accommodation
OK | and | and
INS | **** | vs
SUB | piaget | they
SUB | argued | argue
OK | that | that
OK | these | these
OK | two | two
OK | mechanisms | mechanisms
OK | of | of
OK | learning | learning
OK | drove | drove
OK | the | the
OK | child | child
DEL | through | ****
SUB | different | difference
OK | stages | stages
DEL | and | ****
SUB | he | on
SUB | had | monday
SUB | a | at
OK | stage | stage
OK | theory | theory
OK | which | which
DEL | was | ****
OK | quite | quite
OK | different | different
OK | from | from
OK | the | the
SUB | freudian | fourteen
OK | stage | stage
OK | theory | theory
SUB | that | but
OK | we | we
DEL | have | ****
DEL | been | ****
DEL | introduced | ****
SUB | to | connectedness
OK | so | so
SUB | his | as
OK | methods | methods
SUB | were | on
SUB | to | work
OK | ask | ask
INS | **** | question
SUB | children | from
SUB | to | the
SUB | solve | saul
OK | problems | problems
OK | and | and
DEL | to | ****
DEL | ask | ****
SUB | them | that's
OK | questions | questions
OK | and | and
INS | **** | this
SUB | his | is
SUB | discoveries | covering
SUB | that | said
OK | they | they
OK | did | did
DEL | them | ****
SUB | in | didn't
OK | different | different
OK | ways | ways
OK | at | at
OK | different | different
OK | ages | ages
SUB | led | lead
OK | to | to
OK | the | the
SUB | emergence | merchants
OK | of | of
OK | the | the
OK | stage | stage
SUB | theory | there
OK | so | so
OK | for | for
INS | **** | vs
SUB | piaget | j.
OK | the | the
OK | first | first
SUB | stage | age
OK | is | is
OK | the | the
OK | sensorimotor | sensorimotor
OK | stage | stage
SUB | or | order
SUB | the | sensorimotor
SUB | sensorimotor | erik
SUB | period | ah
SUB | for | i'm
SUB | here | freudian
OK | the | the
OK | child | child
SUB | is | it's
OK | purely | purely
OK | a | a
OK | physical | physical
DEL | creature | ****
SUB | the | preacher
OK | child | child
SUB | has | as
SUB | no | know
OK | understanding | understanding
OK | in | in
OK | any | any
OK | real | real
OK | way | way
OK | of | of
OK | the | the
OK | external | external
OK | world | world
INS | **** | oh
OK | there's | there's
OK | no | no
OK | understanding | understanding
OK | of | of
OK | the | the
OK | past | past
OK | no | no
OK | understanding | understanding
OK | of | of
OK | the | the
OK | future | future
OK | no | no
OK | stability | stability
OK | no | no
INS | **** | different
INS | **** | g
INS | **** | asia
SUB | differentiation | ah
OK | the | the
OK | child | child
OK | just | just
OK | touches | touches
OK | and | and
SUB | sees | c.'s
OK | but | but
OK | doesn't | doesn't
SUB | yet | get
OK | reason | reason
OK | and | and
OK | it's | it's
SUB | through | true
OK | this | this
OK | stage | stage
DEL | that | ****
SUB | a | the
OK | child | child
OK | gradually | gradually
OK | comes | comes
OK | to | to
SUB | acquire | wire
OK | object | object
OK | permanence | permanence
OK | object | object
OK | permanence | permanence
OK | is | is
OK | the | the
OK | understanding | understanding
DEL | that | ****
OK | things | things
OK | exist | exist
OK | when | when
OK | you | you
OK | no | no
OK | longer | longer
OK | see | see
OK | them | them
OK | so | so
OK | those | those
DEL | of | ****
SUB | you | edu
OK | in | in
OK | front | front
SUB | you're | are
OK | looking | looking
OK | at | at
OK | me | me
DEL | and | ****
DEL | i | ****
DEL | go | ****
OK | it | it
DEL | occurred | ****
DEL | to | ****
DEL | me | ****
SUB | it'd | could
SUB | be | get
OK | a | a
OK | great | great
OK | magic | magic
OK | trick | trick
DEL | if | ****
SUB | i | by
OK | then | then
OK | appeared | appeared
OK | in | in
OK | back | back
DEL | but | ****
SUB | no | now
OK | i'm | i'm
SUB | just | this
SUB | here | there
OK | that's | that's
OK | object | object
OK | permanence | permanence
INS | **** | a
INS | **** | of
OK | if | if
OK | i | i
SUB | went | wynn
OK | under | under
OK | here | here
OK | and | and
DEL | then | ****
SUB | the | and
OK | people | people
OK | said | said
DEL | where | ****
DEL | the | ****
DEL | hell | ****
DEL | did | ****
DEL | he | ****
SUB | go | when
SUB | class | illegal
SUB | is | classes
OK | over | over
OK | that | that
DEL | would | ****
SUB | show | which
SUB | a | will
OK | lack | lack
OK | of | of
OK | object | object
OK | permanence | permanence
INS | **** | tom
OK | so | so
OK | adults | adults
OK | have | have
OK | object | object
OK | permanence | permanence
SUB | piaget's | piagets
OK | very | very
OK | interesting | interesting
OK | claim | claim
OK | is | is
DEL | that | ****
OK | kids | kids
OK | don't | don't
INS | **** | on
INS | **** | for
INS | **** | six
SUB | before | month
SUB | six-month-olds | olds
OK | piaget | piaget
OK | observed | observed
OK | you | you
DEL | take | ****
SUB | an | taken
OK | object | object
OK | the | the
OK | kid | kid
DEL | likes | ****
SUB | like | lights
SUB | a | stick
SUB | rattle | around
SUB | you | yeah
OK | hide | hide
OK | it | it
DEL | you | ****
OK | put | put
OK | it | it
OK | behind | behind
OK | something | something
DEL | it's | ****
SUB | like | effect
OK | it's | it's
OK | gone | gone
OK | and | and
OK | he | he
OK | claimed | claimed
DEL | the | ****
OK | child | child
SUB | really | we
SUB | thinks | think
OK | it's | it's
SUB | just | come
SUB | gone | on
OK | things | things
OK | don't | don't
DEL | continue | ****
SUB | to | continued
OK | exist | exist
OK | when | when
OK | i'm | i'm
OK | not | not
OK | looking | looking
OK | at | at
OK | them | them
OK | anymore | anymore
INS | **** | on
OK | and | and
OK | so | so
OK | he | he
OK | noticed | noticed
DEL | they | ****
SUB | they're | figure
OK | surprised | surprised
OK | by | by
INS | **** | peek
INS | **** | a
SUB | peek-a-boo | boo
OK | and | and
INS | **** | he
INS | **** | as
SUB | piaget's | his
OK | claim | claim
OK | was | was
OK | one | one
OK | reason | reason
OK | why | why
INS | **** | that
SUB | they're | surprise
SUB | surprised | peek
SUB | at | a
SUB | peek-a-boo | boo
SUB | is | if
OK | you | you
OK | go | go
SUB | you | in
SUB | look | of
SUB | at | acute
SUB | a | it
SUB | kid | of
OK | the | the
DEL | kid's | ****
DEL | smiling | ****
DEL | and | ****
SUB | go | kid
SUB | oh | is
SUB | peek-a-boo | my
SUB | and | all
SUB | you | big
SUB | close | among
SUB | and | the
SUB | you | clinic
SUB | cover | of
SUB | your | the
OK | face | face
DEL | and | ****
DEL | the | ****
SUB | kid | because
SUB | says | as
SUB | he's | got
SUB | gone | the
SUB | peek-a-boo | peek
SUB | oh | a
SUB | there | book
SUB | he | o
SUB | is | there's
OK | he's | he's
OK | gone | gone
OK | and | and
SUB | you | he
OK | really | really
INS | **** | know
OK | that's | that's
INS | **** | the
INS | **** | plan
OK | the | the
SUB | claim | and
SUB | piaget | he
OK | also | also
OK | discovered | discovered
SUB | that | a
OK | older | older
OK | children | children
OK | fail | fail
OK | at | at
OK | a | a
OK | task | task
SUB | that's | is
OK | known | known
OK | as | as
INS | **** | a
SUB | the | not
SUB | a-not-b | b
OK | task | task
OK | and | and
OK | peter | peter
OK | gray | gray
OK | in | in
SUB | his | this
OK | psychology | psychology
OK | textbook | textbook
OK | refers | refers
OK | to | to
OK | it | it
OK | as | as
DEL | the | ****
OK | changing | changing
OK | hiding | hiding
OK | places | places
DEL | problem | ****
OK | which | which
OK | is | is
OK | probably | probably
OK | a | a
OK | better | better
OK | name | name
DEL | for | ****
DEL | it | ****
SUB | and | or
OK | here's | here's
DEL | the | ****
OK | idea | idea
OK | you | you
OK | take | take
SUB | a | and
SUB | nine-month-old | i
SUB | and | month
SUB | for | olds
SUB | piaget | forget
SUB | a | deny
SUB | nine-month-old | month
SUB | is | olds
OK | just | just
OK | starting | starting
OK | to | to
OK | make | make
OK | sense | sense
OK | of | of
OK | objects | objects
OK | and | and
SUB | their | under
OK | permanence | permanence
OK | you | you
DEL | take | ****
SUB | an | taken
OK | object | object
DEL | and | ****
OK | you | you
OK | put | put
OK | it | it
OK | here | here
OK | in | in
DEL | a | ****
SUB | cup | that
SUB | where | in
SUB | the | a
SUB | kid | cop
SUB | can't | would
SUB | see | he
SUB | it | can
SUB | but | see
SUB | it's | this
OK | in | in
OK | the | the
OK | cup | cup
SUB | so | to
OK | the | the
OK | kid | kid
DEL | if | ****
DEL | you | ****
DEL | were | ****
SUB | the | theory
SUB | kid | get
OK | will | will
OK | reach | reach
OK | for | for
DEL | it | ****
OK | you | you
OK | do | do
OK | it | it
OK | again | again
OK | reach | reach
OK | for | for
DEL | it | ****
OK | you | you
DEL | do | ****
DEL | it | ****
OK | again | again
OK | reach | reach
OK | for | for
DEL | it | ****
DEL | that's | ****
DEL | point | ****
SUB | a | that
OK | then | then
OK | you | you
OK | take | take
OK | you | you
OK | move | move
OK | it | it
OK | over | over
OK | here | here
INS | **** | then
SUB | piaget | to
SUB | observed | observe
SUB | kids | gives
SUB | would | ribs
OK | still | still
OK | reach | reach
OK | for | for
SUB | this | that's
OK | it's | it's
OK | like | like
OK | they're | they're
OK | not | not
OK | smart | smart
OK | enough | enough
OK | to | to
OK | figure | figure
DEL | out | ****
DEL | that | ****
SUB | it's | does
OK | not | not
OK | there | there
OK | anymore | anymore
DEL | even | ****
DEL | if | ****
DEL | they | ****
DEL | see | ****
SUB | it | a
SUB | move | boo
OK | and | and
OK | this | this
OK | was | was
OK | more | more
OK | evidence | evidence
OK | that | that
SUB | they | it
SUB | just | is
SUB | don't | brutal
OK | understand | understand
OK | objects | objects
INS | **** | in
SUB | and | the
SUB | that | does
SUB | this | the
SUB | thing | differing
OK | takes | takes
OK | a | a
OK | lot | lot
DEL | of | ****
OK | time | time
OK | and | and
OK | learning | learning
OK | to | to
OK | develop | develop
INS | **** | annette
INS | **** | stages
SUB | the | a
SUB | next | preoperational
OK | stage | stage
SUB | is | mom
OK | the | the
OK | preoperational | preoperational
OK | stage | stage
SUB | the | a
SUB | child | shout
SUB | starts | start
SUB | off | stop
OK | grasping | grasping
OK | the | the
OK | world | world
OK | only | only
OK | in | in
SUB | a | the
OK | physical | physical
DEL | way | ****
DEL | in | ****
SUB | a | waves
OK | sensorimotor | sensorimotor
OK | way | way
DEL | but | ****
OK | when | when
DEL | he | ****
SUB | gets | a
SUB | to | guess
SUB | the | a
OK | preoperational | preoperational
OK | period | period
SUB | the | pass
SUB | capacity | the
OK | to | to
OK | represent | represent
OK | the | the
OK | world | world
DEL | to | ****
SUB | have | tap
OK | the | the
OK | world | world
OK | inside | inside
OK | your | your
OK | head | head
OK | comes | comes
OK | into | into
OK | being | being
OK | but | but
OK | it's | it's
OK | limited | limited
OK | and | and
SUB | it's | is
OK | limited | limited
OK | in | in
OK | a | a
OK | couple | couple
INS | **** | ups
SUB | of | the
SUB | striking | way
SUB | ways | it
OK | one | one
OK | way | way
DEL | in | ****
OK | which | which
SUB | it's | is
OK | limited | limited
SUB | is | izzat
SUB | that | schroeder
SUB | children | of
SUB | are | egocentric
SUB | egocentric | but
SUB | now | we
OK | egocentrism | egocentrism
OK | has | has
INS | **** | of
INS | **** | at
OK | a | a
SUB | meaning | meeting
OK | in | in
OK | common | common
OK | english | english
OK | which | which
OK | means | means
OK | to | to
OK | be | be
OK | selfish | selfish
DEL | piaget | ****
DEL | meant | ****
SUB | it | yeah
SUB | in | g
SUB | a | mended
OK | more | more
OK | technical | technical
OK | way | way
SUB | he | clay
SUB | claimed | rich
SUB | that | won't
SUB | children | live
SUB | at | that
OK | this | this
OK | age | age
OK | literally | literally
OK | can't | can't
OK | understand | understand
DEL | that | ****
OK | others | others
OK | can | can
OK | see | see
OK | the | the
OK | world | world
SUB | differently | different
OK | from | from
OK | them | them
OK | so | so
OK | one | one
OK | of | of
SUB | his | is
OK | demonstrations | demonstrations
OK | was | was
DEL | the | ****
OK | three | three
OK | mountains | mountains
DEL | task | ****
SUB | we | that's
SUB | have | yes
SUB | three | pre
OK | mountains | mountains
OK | over | over
OK | there | there
OK | you | you
OK | put | put
OK | a | a
SUB | child | trial
OK | on | on
OK | one | one
OK | side | side
DEL | of | ****
DEL | the | ****
DEL | mountains | ****
DEL | and | ****
SUB | you | an
SUB | ask | amount
SUB | him | gaston
OK | to | to
DEL | draw | ****
DEL | it | ****
SUB | and | drop
OK | a | a
SUB | four | metaphor
SUB | or | five
SUB | five-year-old | to
OK | can | can
OK | do | do
OK | it | it
OK | easily | easily
OK | but | but
OK | then | then
OK | you | you
OK | ask | ask
OK | him | him
OK | to | to
DEL | draw | ****
SUB | it | drop
OK | as | as
OK | it | it
OK | would | would
OK | appear | appear
OK | from | from
OK | the | the
OK | other | other
OK | side | side
DEL | and | ****
SUB | children | ensure
SUB | find | one
SUB | this | finds
SUB | extraordinarily | extraordinary
OK | difficult | difficult
OK | they | they
OK | find | find
DEL | it | ****
OK | very | very
OK | difficult | difficult
OK | to | to
OK | grasp | grasp
OK | the | the
OK | world | world
OK | as | as
OK | another | another
OK | person | person
OK | might | might
OK | see | see
OK | it | it
INS | **** | bomb
OK | another | another
OK | significant | significant
OK | finding | finding
OK | piaget | piaget
SUB | had | hat
OK | about | about
OK | this | this
OK | phase | phase
OK | of | of
OK | development | development
OK | concerns | concerns
SUB | what's | was
OK | called | called
OK | conservation | conservation
INS | **** | and
OK | the | the
OK | notion | notion
OK | of | of
OK | conservation | conservation
SUB | is | this
OK | that | that
SUB | there's | is
SUB | ways | waves
OK | to | to
SUB | transform | transfer
SUB | things | form
OK | such | such
OK | that | that
OK | some | some
OK | aspects | aspects
OK | of | of
OK | them | them
DEL | change | ****
SUB | but | changed
OK | others | others
OK | remain | remain
OK | the | the
OK | same | same
OK | so | so
OK | for | for
OK | instance | instance
INS | **** | calm
SUB | if | it
SUB | you | v
OK | take | take
OK | a | a
OK | glass | glass
OK | of | of
OK | water | water
DEL | and | ****
SUB | you | a
SUB | pour | new
SUB | it | poured
OK | into | into
OK | another | another
SUB | glass | black
SUB | that's | is
OK | shallow | shallow
DEL | or | ****
SUB | tall | paul
OK | it | it
OK | won't | won't
OK | change | change
DEL | the | ****
OK | amount | amount
OK | of | of
OK | water | water
OK | you | you
SUB | have | at
OK | if | if
OK | you | you
OK | take | take
OK | a | a
OK | bunch | bunch
OK | of | of
OK | pennies | pennies
DEL | and | ****
SUB | you | new
OK | spread | spread
OK | them | them
OK | out | out
DEL | you | ****
SUB | don't | you'll
OK | get | get
OK | more | more
DEL | pennies | ****
SUB | but | panicked
OK | kids | kids
SUB | according | accorded
SUB | to | the
SUB | piaget | edgy
OK | don't | don't
OK | know | know
OK | that | that
DEL | and | ****
OK | this | this
OK | is | is
OK | one | one
DEL | of | ****
SUB | the | are
OK | real | real
OK | cool | cool
OK | demonstrations | demonstrations
OK | any | any
OK | of | of
DEL | you | ****
DEL | who | ****
SUB | have | us
OK | access | access
DEL | to | ****
DEL | a | ****
SUB | four | horrified
SUB | or | neural
SUB | five-year-old | of
OK | a | a
OK | sibling | sibling
INS | **** | as
SUB | or | a
SUB | something | make
OK | do | do
OK | not | not
OK | take | take
OK | one | one
OK | without | without
OK | permission | permission
OK | but | but
OK | if | if
OK | you | you
OK | have | have
OK | access | access
OK | to | to
DEL | a | ****
DEL | four | ****
DEL | or | ****
DEL | five-year-old | ****
SUB | you | for
SUB | can | five
SUB | do | wynn
SUB | this | divisions
SUB | yourself | of
OK | this | this
OK | is | is
OK | what | what
DEL | it | ****
OK | looks | looks
OK | like | like
INS | **** | i
OK | the | the
OK | first | first
OK | one | one
OK | has | has
OK | no | no
OK | sound | sound
SUB | the | a
OK | second | second
DEL | one | ****
DEL | is | ****
SUB | going | ones
SUB | to | can
OK | be | be
DEL | sound | ****
DEL | that's | ****
DEL | going | ****
DEL | to | ****
DEL | come | ****
DEL | on | ****
DEL | at | ****
DEL | the | ****
DEL | end | ****
SUB | but | satin
SUB | there's | want
SUB | two | and
SUB | rows | butters
SUB | of | to
SUB | checkers | a
SUB | she | rose
SUB | asks | object
SUB | the | yes
SUB | kid | ticket
OK | which | which
OK | one | one
OK | has | has
OK | more | more
DEL | the | ****
DEL | kid | ****
DEL | says | ****
SUB | they're | his
SUB | the | sister's
OK | same | same
DEL | then | ****
DEL | she | ****
DEL | says | ****
DEL | now | ****
DEL | she | ****
SUB | asks | ventured
SUB | him | matheson
OK | which | which
OK | one | one
OK | has | has
OK | more | more
OK | that | that
SUB | or | so
SUB | that | this
SUB | so | release
SUB | that's | then
SUB | really | huh
SUB | stupid | and
SUB | and | this
SUB | it's | is
SUB | an | amazing
OK | amazing | amazing
OK | finding | finding
OK | kids | kids
OK | will | will
OK | do | do
SUB | that | the
SUB | and | them
SUB | it's | as
OK | a | a
OK | robust | robust
SUB | finding | whining
OK | here's | here's
OK | another | another
OK | example | example
DEL | so | ****
SUB | they're | though
OK | the | the
OK | same | same
INS | **** | and
INS | **** | what
INS | **** | shown
SUB | tape | up
SUB | playing | behind
OK | so | so
SUB | it's | as
OK | a | a
INS | **** | full
SUB | cool | find
SUB | finding | a
OK | of | of
OK | that | that
OK | stage | stage
INS | **** | to
SUB | suggesting | guess
SUB | a | to
SUB | limitation | limitations
OK | in | in
OK | how | how
OK | you | you
OK | deal | deal
DEL | and | ****
OK | make | make
OK | sense | sense
OK | of | of
OK | the | the
OK | world | world
OK | the | the
OK | next | next
OK | phase | phase
OK | concrete | concrete
OK | operations | operations
OK | from | from
OK | seven | seven
OK | to | to
OK | twelve | twelve
DEL | you | ****
SUB | can | even
OK | solve | solve
OK | the | the
OK | conservation | conservation
OK | problem | problem
OK | but | but
OK | still | still
OK | you're | you're
OK | limited | limited
DEL | to | ****
DEL | the | ****
DEL | extent | ****
DEL | you're | ****
OK | capable | capable
OK | of | of
DEL | abstract | ****
SUB | reasoning | acts
OK | so | so
OK | the | the
OK | mathematical | mathematical
SUB | notions | motions
OK | of | of
OK | infinity | infinity
OK | or | or
OK | logical | logical
SUB | notions | motions
OK | like | like
OK | logical | logical
INS | **** | and
INS | **** | tail
SUB | entailment | month
SUB | are | our
OK | beyond | beyond
OK | a | a
OK | child | child
DEL | of | ****
DEL | this | ****
SUB | age | physics
OK | the | the
OK | child | child
INS | **** | tf
OK | is | is
OK | able | able
OK | to | to
OK | do | do
OK | a | a
OK | lot | lot
DEL | but | ****
DEL | still | ****
DEL | it's | ****
SUB | to | tillotson
OK | some | some
OK | extent | extent
SUB | stuck | start
OK | in | in
OK | the | the
OK | concrete | concrete
OK | world | world
OK | and | and
OK | then | then
OK | finally | finally
SUB | at | it
OK | around | around
OK | age | age
OK | twelve | twelve
INS | **** | now
OK | you | you
SUB | could | can
OK | get | get
OK | abstract | abstract
OK | and | and
OK | scientific | scientific
SUB | reasoning | reason
OK | and | and
OK | this | this
OK | is | is
OK | the | the
INS | **** | v
INS | **** | entity
SUB | piagetian | in
OK | theory | theory
OK | in | in
OK | very | very
SUB | brief | pre
SUB | form | for
OK | now | now
INS | **** | yeah
SUB | piaget | ga
SUB | fared | shared
OK | a | a
OK | lot | lot
OK | better | better
SUB | than | then
OK | did | did
OK | freud | freud
OK | or | or
INS | **** | skin
SUB | skinner | bomb
OK | for | for
OK | several | several
SUB | reasons | weeks
OK | one | one
OK | reason | reason
OK | is | is
OK | these | these
OK | are | are
OK | interesting | interesting
SUB | and | in
OK | falsifiable | falsifiable
OK | claims | claims
OK | about | about
OK | child | child
DEL | development | ****
OK | so | so
OK | claims | claims
OK | that | that
OK | about | about
DEL | the | ****
OK | failure | failure
DEL | of | ****
OK | conservation | conservation
OK | in | in
OK | children | children
OK | at | at
OK | different | different
OK | ages | ages
SUB | could | to
OK | be | be
OK | easily | easily
SUB | tested | test
OK | and | and
INS | **** | to
INS | **** | mapping
SUB | systematically | test
SUB | tested | the
OK | and | and
OK | in | in
OK | fact | fact
OK | there's | there's
OK | a | a
OK | lot | lot
OK | of | of
OK | support | support
OK | for | for
SUB | them | the
OK | piaget | piaget
SUB | had | at
OK | a | a
OK | rich | rich
OK | theoretical | theoretical
OK | framework | framework
OK | pulling | pulling
OK | together | together
OK | all | all
OK | sorts | sorts
OK | of | of
OK | observations | observations
DEL | in | ****
OK | different | different
DEL | ways | ****
OK | wrote | wrote
OK | many | many
OK | many | many
OK | books | books
OK | and | and
OK | articles | articles
OK | and | and
SUB | articulated | articulate
SUB | his | is
OK | theory | theory
OK | very | very
INS | **** | rich
SUB | richly | lake
OK | and | and
OK | most | most
OK | of | of
OK | all | all
OK | i | i
OK | think | think
DEL | he | ****
SUB | had | it's
SUB | some | a
OK | really | really
OK | striking | striking
OK | findings | findings
OK | before | before
INS | **** | p
SUB | piaget | actually
OK | nobody | nobody
OK | noticed | noticed
DEL | these | ****
DEL | conservation | ****
SUB | findings | for
SUB | before | p
SUB | piaget | actually
OK | nobody | nobody
OK | noticed | noticed
SUB | that | it
OK | babies | babies
OK | had | had
SUB | this | these
OK | problem | problem
OK | tracking | tracking
SUB | and | him
OK | understanding | understanding
OK | objects | objects
OK | at | at
OK | the | the
OK | same | same
OK | time | time
OK | however | however
INS | **** | on
OK | there | there
OK | are | are
OK | limitations | limitations
OK | in | in
SUB | piaget's | piagets
OK | theory | theory
OK | some | some
OK | of | of
OK | these | these
OK | limitations | limitations
OK | are | are
OK | theoretical | theoretical
INS | **** | how
OK | it's | it's
OK | an | an
OK | interesting | interesting
OK | question | question
OK | as | as
OK | to | to
OK | whether | whether
OK | he | he
OK | really | really
INS | **** | it's
SUB | explains | planes
OK | how | how
SUB | a | what
SUB | child | about
SUB | goes | those
OK | from | from
