OP | REF | HYP
SUB | come | compass
SUB | to | up
SUB | suck | on
OK | on | on
OK | a | a
OK | bottle | bottle
OK | or | or
OK | on | on
OK | a | a
SUB | rattle | rabbit
OK | that's | that's
OK | changing | changing
OK | the | the
OK | scope | scope
OK | of | of
OK | things | things
SUB | that | are
OK | you | you
OK | respond | respond
DEL | to | ****
OK | accommodation | accommodation
OK | is | is
OK | changing | changing
OK | how | how
OK | you | you
OK | do | do
OK | it | it
OK | a | a
OK | baby | baby
OK | will | will
OK | form | form
SUB | his | the
SUB | mouth | smell
OK | differently | differently
OK | depending | depending
OK | on | on
OK | what | what
DEL | he's | ****
SUB | sucking | a
SUB | on | subpoena
OK | and | and
OK | so | so
OK | these | these
OK | processes | processes
OK | where | where
OK | you | you
OK | take | take
DEL | in | ****
DEL | i'm | ****
DEL | giving | ****
SUB | this | image
SUB | in | it
SUB | a | isn't
OK | very | very
OK | physical | physical
SUB | way | a
OK | but | but
OK | in | in
OK | a | a
OK | more | more
OK | psychological | psychological
DEL | sense | ****
SUB | you | city
SUB | have | of
OK | a | a
OK | way | way
OK | of | of
OK | looking | looking
OK | at | at
OK | the | the
OK | world | world
OK | you | you
OK | could | could
SUB | expand | expanded
SUB | it | to
SUB | to | an
SUB | encompass | compass
OK | new | new
OK | things | things
INS | **** | us
SUB | assimilation | in
SUB | but | malaysia
SUB | you | we
SUB | could | but
OK | also | also
OK | change | change
OK | your | your
OK | system | system
OK | of | of
OK | knowledge | knowledge
INS | **** | that
SUB | itself | cell
OK | accommodation | accommodation
OK | and | and
INS | **** | yet
SUB | piaget | they
SUB | argued | argue
OK | that | that
OK | these | these
OK | two | two
OK | mechanisms | mechanisms
OK | of | of
OK | learning | learning
OK | drove | drove
OK | the | the
OK | child | child
DEL | through | ****
SUB | different | difference
SUB | stages | pages
SUB | and | on
SUB | he | monday
SUB | had | at
SUB | a | this
OK | stage | stage
OK | theory | theory
OK | which | which
DEL | was | ****
OK | quite | quite
OK | different | different
OK | from | from
OK | the | the
SUB | freudian | fourteen
OK | stage | stage
OK | theory | theory
DEL | that | ****
SUB | we | the
SUB | have | we've
OK | been | been
OK | introduced | introduced
DEL | to | ****
OK | so | so
SUB | his | as
OK | methods | methods
SUB | were | on
SUB | to | work
OK | ask | ask
INS | **** | what
SUB | children | from
SUB | to | the
SUB | solve | saul
OK | problems | problems
OK | and | and
DEL | to | ****
SUB | ask | that's
SUB | them | the
OK | questions | questions
OK | and | and
INS | **** | this
SUB | his | is
SUB | discoveries | covering
SUB | that | said
OK | they | they
OK | did | did
OK | them | them
OK | in | in
OK | different | different
OK | ways | ways
OK | at | at
OK | different | different
OK | ages | ages
SUB | led | lead
OK | to | to
OK | the | the
SUB | emergence | merchants
OK | of | of
OK | the | the
OK | stage | stage
SUB | theory | there
OK | so | so
OK | for | for
INS | **** | b.
INS | **** | s.
SUB | piaget | j.
OK | the | the
OK | first | first
SUB | stage | page
OK | is | is
OK | the | the
INS | **** | sensory
INS | **** | motor
SUB | sensorimotor | they
SUB | stage | age
OK | or | or
INS | **** | a
INS | **** | sense
INS | **** | room
SUB | the | over
SUB | sensorimotor | there
SUB | period | mom
OK | for | for
OK | here | here
OK | the | the
SUB | child | trial
SUB | is | it's
OK | purely | purely
OK | a | a
OK | physical | physical
SUB | creature | preacher
SUB | the | trial
SUB | child | est
SUB | has | no
SUB | no | wonder
SUB | understanding | standing
OK | in | in
OK | any | any
OK | real | real
OK | way | way
OK | of | of
OK | the | the
OK | external | external
OK | world | world
INS | **** | oh
OK | there's | there's
OK | no | no
OK | understanding | understanding
OK | of | of
OK | the | the
OK | past | past
OK | no | no
OK | understanding | understanding
OK | of | of
OK | the | the
OK | future | future
OK | no | no
OK | stability | stability
OK | no | no
INS | **** | different
INS | **** | she
INS | **** | asia
SUB | differentiation | ah
OK | the | the
OK | child | child
OK | just | just
OK | touches | touches
OK | and | and
SUB | sees | c.'s
OK | but | but
OK | doesn't | doesn't
SUB | yet | get
OK | reason | reason
OK | and | and
OK | it's | it's
SUB | through | true
OK | this | this
OK | stage | stage
DEL | that | ****
SUB | a | the
SUB | child | trout
OK | gradually | gradually
OK | comes | comes
OK | to | to
SUB | acquire | wire
OK | object | object
SUB | permanence | permanent
OK | object | object
SUB | permanence | permanent
SUB | is | says
OK | the | the
OK | understanding | understanding
DEL | that | ****
OK | things | things
OK | exist | exist
OK | when | when
OK | you | you
OK | no | no
OK | longer | longer
OK | see | see
OK | them | them
OK | so | so
OK | those | those
OK | of | of
OK | you | you
OK | in | in
OK | front | front
OK | you're | you're
OK | looking | looking
OK | at | at
OK | me | me
DEL | and | ****
DEL | i | ****
DEL | go | ****
OK | it | it
DEL | occurred | ****
DEL | to | ****
DEL | me | ****
SUB | it'd | could
SUB | be | get
OK | a | a
OK | great | great
OK | magic | magic
OK | trick | trick
DEL | if | ****
SUB | i | by
OK | then | then
OK | appeared | appeared
OK | in | in
OK | back | back
DEL | but | ****
SUB | no | now
OK | i'm | i'm
DEL | just | ****
SUB | here | despair
OK | that's | that's
OK | object | object
INS | **** | permanent
SUB | permanence | it
OK | if | if
OK | i | i
SUB | went | women
SUB | under | are
OK | here | here
OK | and | and
DEL | then | ****
SUB | the | and
OK | people | people
OK | said | said
DEL | where | ****
DEL | the | ****
DEL | hell | ****
DEL | did | ****
DEL | he | ****
SUB | go | when
SUB | class | illegal
SUB | is | classes
OK | over | over
OK | that | that
DEL | would | ****
SUB | show | was
SUB | a | shallow
OK | lack | lack
OK | of | of
OK | object | object
INS | **** | for
INS | **** | months
SUB | permanence | tom
OK | so | so
OK | adults | adults
OK | have | have
OK | object | object
INS | **** | remains
SUB | permanence | pierre
SUB | piaget's | she's
OK | very | very
OK | interesting | interesting
OK | claim | claim
OK | is | is
DEL | that | ****
OK | kids | kids
OK | don't | don't
INS | **** | ah
INS | **** | for
INS | **** | six
INS | **** | novels
SUB | before | p.
SUB | six-month-olds | s.
SUB | piaget | a.
SUB | observed | absurd
OK | you | you
OK | take | take
OK | an | an
OK | object | object
OK | the | the
OK | kid | kid
DEL | likes | ****
SUB | like | lights
SUB | a | stick
SUB | rattle | around
SUB | you | yeah
OK | hide | hide
OK | it | it
DEL | you | ****
OK | put | put
OK | it | it
OK | behind | behind
OK | something | something
DEL | it's | ****
DEL | like | ****
OK | it's | it's
OK | gone | gone
OK | and | and
OK | he | he
OK | claimed | claimed
SUB | the | a
OK | child | child
SUB | really | we
SUB | thinks | think
OK | it's | it's
SUB | just | come
SUB | gone | on
OK | things | things
OK | don't | don't
OK | continue | continue
OK | to | to
OK | exist | exist
OK | when | when
OK | i'm | i'm
OK | not | not
OK | looking | looking
OK | at | at
OK | them | them
OK | anymore | anymore
INS | **** | arm
OK | and | and
OK | so | so
OK | he | he
OK | noticed | noticed
DEL | they | ****
SUB | they're | figure
OK | surprised | surprised
OK | by | by
INS | **** | peek
INS | **** | a
SUB | peek-a-boo | boo
OK | and | and
INS | **** | he
INS | **** | has
SUB | piaget's | his
OK | claim | claim
OK | was | was
OK | one | one
OK | reason | reason
OK | why | why
SUB | they're | there's
SUB | surprised | a
SUB | at | private
SUB | peek-a-boo | be
SUB | is | the
SUB | you | boo
SUB | go | if
OK | you | you
SUB | look | go
SUB | at | you
SUB | a | know
SUB | kid | vicki
OK | the | the
DEL | kid's | ****
DEL | smiling | ****
SUB | and | tickets
SUB | go | my
OK | oh | oh
DEL | peek-a-boo | ****
DEL | and | ****
SUB | you | didn't
SUB | close | they
SUB | and | call
OK | you | you
OK | cover | cover
OK | your | your
OK | face | face
DEL | and | ****
DEL | the | ****
SUB | kid | because
SUB | says | got
SUB | he's | he
SUB | gone | didn't
SUB | peek-a-boo | look
SUB | oh | cool
OK | there | there
DEL | he | ****
OK | is | is
OK | he's | he's
OK | gone | gone
OK | and | and
SUB | you | he
OK | really | really
INS | **** | now
OK | that's | that's
OK | the | the
INS | **** | plan
INS | **** | he
SUB | claim | and
SUB | piaget | he
OK | also | also
OK | discovered | discovered
SUB | that | a
OK | older | older
OK | children | children
OK | fail | fail
OK | at | at
OK | a | a
OK | task | task
SUB | that's | is
OK | known | known
OK | as | as
INS | **** | a
SUB | the | not
SUB | a-not-b | be
SUB | task | passed
OK | and | and
OK | peter | peter
SUB | gray | grey
OK | in | in
OK | his | his
OK | psychology | psychology
OK | textbook | textbook
OK | refers | refers
OK | to | to
OK | it | it
OK | as | as
DEL | the | ****
OK | changing | changing
OK | hiding | hiding
OK | places | places
DEL | problem | ****
OK | which | which
OK | is | is
OK | probably | probably
OK | a | a
OK | better | better
OK | name | name
DEL | for | ****
DEL | it | ****
SUB | and | or
OK | here's | here's
DEL | the | ****
OK | idea | idea
OK | you | you
OK | take | take
OK | a | a
DEL | nine-month-old | ****
SUB | and | nine
SUB | for | month
SUB | piaget | old
SUB | a | forget
SUB | nine-month-old | him
SUB | is | i'm
SUB | just | approaches
OK | starting | starting
OK | to | to
OK | make | make
OK | sense | sense
OK | of | of
OK | objects | objects
OK | and | and
SUB | their | under
SUB | permanence | permanent
OK | you | you
OK | take | take
OK | an | an
OK | object | object
DEL | and | ****
OK | you | you
OK | put | put
OK | it | it
OK | here | here
OK | in | in
DEL | a | ****
SUB | cup | that
SUB | where | in
SUB | the | a
SUB | kid | cop
SUB | can't | would
SUB | see | he
SUB | it | can
SUB | but | see
SUB | it's | this
OK | in | in
OK | the | the
OK | cup | cup
SUB | so | to
OK | the | the
OK | kid | kid
DEL | if | ****
DEL | you | ****
SUB | were | here
SUB | the | to
SUB | kid | get
OK | will | will
OK | reach | reach
OK | for | for
DEL | it | ****
OK | you | you
OK | do | do
OK | it | it
OK | again | again
OK | reach | reach
OK | for | for
DEL | it | ****
OK | you | you
DEL | do | ****
DEL | it | ****
OK | again | again
OK | reach | reach
OK | for | for
DEL | it | ****
DEL | that's | ****
SUB | point | that
SUB | a | then
SUB | then | what
OK | you | you
OK | take | take
OK | you | you
OK | move | move
OK | it | it
OK | over | over
OK | here | here
INS | **** | that's
SUB | piaget | a
SUB | observed | observe
SUB | kids | gives
SUB | would | ribs
OK | still | still
OK | reach | reach
OK | for | for
OK | this | this
OK | it's | it's
OK | like | like
OK | they're | they're
OK | not | not
OK | smart | smart
OK | enough | enough
OK | to | to
OK | figure | figure
DEL | out | ****
DEL | that | ****
SUB | it's | does
OK | not | not
OK | there | there
OK | anymore | anymore
DEL | even | ****
DEL | if | ****
DEL | they | ****
DEL | see | ****
DEL | it | ****
SUB | move | will
OK | and | and
OK | this | this
OK | was | was
OK | more | more
OK | evidence | evidence
OK | that | that
SUB | they | it
SUB | just | is
SUB | don't | brutal
OK | understand | understand
SUB | objects | object
OK | and | and
INS | **** | it
INS | **** | is
OK | that | that
OK | this | this
OK | thing | thing
OK | takes | takes
OK | a | a
OK | lot | lot
DEL | of | ****
OK | time | time
OK | and | and
OK | learning | learning
OK | to | to
OK | develop | develop
OK | the | the
OK | next | next
OK | stage | stage
OK | is | is
OK | the | the
INS | **** | pre
SUB | preoperational | operational
OK | stage | stage
INS | **** | mom
OK | the | the
INS | **** | pre
INS | **** | operational
INS | **** | satan
SUB | child | shout
OK | starts | starts
SUB | off | up
OK | grasping | grasping
OK | the | the
OK | world | world
OK | only | only
OK | in | in
OK | a | a
OK | physical | physical
DEL | way | ****
SUB | in | wait
OK | a | a
SUB | sensorimotor | sense
SUB | way | remote
SUB | but | away
OK | when | when
SUB | he | a
SUB | gets | guess
SUB | to | a
SUB | the | free
SUB | preoperational | operational
OK | period | period
SUB | the | pass
SUB | capacity | me
OK | to | to
OK | represent | represent
OK | the | the
OK | world | world
DEL | to | ****
SUB | have | tap
OK | the | the
OK | world | world
OK | inside | inside
OK | your | your
OK | head | head
OK | comes | comes
OK | into | into
OK | being | being
OK | but | but
OK | it's | it's
OK | limited | limited
OK | and | and
SUB | it's | is
OK | limited | limited
OK | in | in
OK | a | a
OK | couple | couple
OK | of | of
INS | **** | shh
SUB | striking | he
SUB | ways | waits
OK | one | one
OK | way | way
DEL | in | ****
OK | which | which
SUB | it's | is
OK | limited | limited
OK | is | is
OK | that | that
INS | **** | true
INS | **** | werner
INS | **** | ego
INS | **** | center
SUB | children | but
SUB | are | we
SUB | egocentric | ego
SUB | now | send
SUB | egocentrism | prison
OK | has | has
INS | **** | a
INS | **** | at
OK | a | a
SUB | meaning | meeting
OK | in | in
OK | common | common
OK | english | english
OK | which | which
OK | means | means
OK | to | to
OK | be | be
OK | selfish | selfish
DEL | piaget | ****
DEL | meant | ****
DEL | it | ****
SUB | in | yes
SUB | a | demanded
OK | more | more
OK | technical | technical
OK | way | way
SUB | he | clay
SUB | claimed | ritual
SUB | that | and
SUB | children | live
OK | at | at
OK | this | this
OK | age | age
OK | literally | literally
OK | can't | can't
OK | understand | understand
DEL | that | ****
OK | others | others
OK | can | can
OK | see | see
OK | the | the
OK | world | world
SUB | differently | different
OK | from | from
OK | them | them
OK | so | so
OK | one | one
OK | of | of
OK | his | his
OK | demonstrations | demonstrations
OK | was | was
DEL | the | ****
OK | three | three
DEL | mountains | ****
SUB | task | mountain
SUB | we | stats
SUB | have | yes
OK | three | three
OK | mountains | mountains
OK | over | over
OK | there | there
OK | you | you
OK | put | put
OK | a | a
SUB | child | trial
OK | on | on
OK | one | one
OK | side | side
OK | of | of
DEL | the | ****
DEL | mountains | ****
DEL | and | ****
DEL | you | ****
SUB | ask | mountain
SUB | him | gaston
OK | to | to
SUB | draw | drop
SUB | it | and
SUB | and | i
SUB | a | got
OK | four | four
SUB | or | five
SUB | five-year-old | two
OK | can | can
OK | do | do
OK | it | it
OK | easily | easily
OK | but | but
OK | then | then
OK | you | you
OK | ask | ask
OK | him | him
OK | to | to
DEL | draw | ****
SUB | it | drop
OK | as | as
OK | it | it
OK | would | would
OK | appear | appear
OK | from | from
OK | the | the
OK | other | other
OK | side | side
DEL | and | ****
SUB | children | ensure
SUB | find | one
SUB | this | finds
SUB | extraordinarily | extraordinary
OK | difficult | difficult
DEL | they | ****
SUB | find | if
SUB | it | i'm
OK | very | very
OK | difficult | difficult
OK | to | to
OK | grasp | grasp
OK | the | the
OK | world | world
OK | as | as
OK | another | another
OK | person | person
OK | might | might
OK | see | see
OK | it | it
INS | **** | bomb
INS | **** | i'm
INS | **** | not
SUB | another | there
OK | significant | significant
OK | finding | finding
INS | **** | the
INS | **** | edge
SUB | piaget | a
SUB | had | hat
OK | about | about
OK | this | this
OK | phase | phase
OK | of | of
OK | development | development
OK | concerns | concerns
SUB | what's | was
OK | called | called
OK | conservation | conservation
INS | **** | and
OK | the | the
OK | notion | notion
OK | of | of
OK | conservation | conservation
SUB | is | this
OK | that | that
DEL | there's | ****
SUB | ways | is
SUB | to | wasted
SUB | transform | transfer
SUB | things | form
OK | such | such
OK | that | that
OK | some | some
OK | aspects | aspects
OK | of | of
OK | them | them
OK | change | change
DEL | but | ****
OK | others | others
OK | remain | remain
OK | the | the
OK | same | same
OK | so | so
OK | for | for
OK | instance | instance
INS | **** | calm
SUB | if | it
SUB | you | may
OK | take | take
OK | a | a
OK | glass | glass
OK | of | of
OK | water | water
DEL | and | ****
SUB | you | a
SUB | pour | new
SUB | it | poured
OK | into | into
OK | another | another
SUB | glass | black
SUB | that's | is
OK | shallow | shallow
DEL | or | ****
SUB | tall | paul
OK | it | it
OK | won't | won't
OK | change | change
DEL | the | ****
OK | amount | amount
OK | of | of
OK | water | water
DEL | you | ****
SUB | have | us
OK | if | if
OK | you | you
OK | take | take
OK | a | a
OK | bunch | bunch
OK | of | of
OK | pennies | pennies
OK | and | and
OK | you | you
OK | spread | spread
OK | them | them
OK | out | out
DEL | you | ****
SUB | don't | you'll
OK | get | get
OK | more | more
DEL | pennies | ****
SUB | but | panicked
OK | kids | kids
SUB | according | accorded
SUB | to | the
SUB | piaget | edgy
OK | don't | don't
OK | know | know
OK | that | that
DEL | and | ****
OK | this | this
OK | is | is
OK | one | one
DEL | of | ****
SUB | the | are
OK | real | real
OK | cool | cool
OK | demonstrations | demonstrations
OK | any | any
OK | of | of
DEL | you | ****
DEL | who | ****
SUB | have | us
OK | access | access
SUB | to | for
SUB | a | five
SUB | four | year
SUB | or | old
SUB | five-year-old | a
OK | a | a
OK | sibling | sibling
OK | or | or
OK | something | something
OK | do | do
OK | not | not
OK | take | take
OK | one | one
OK | without | without
OK | permission | permission
OK | but | but
OK | if | if
OK | you | you
OK | have | have
OK | access | access
OK | to | to
DEL | a | ****
OK | four | four
DEL | or | ****
SUB | five-year-old | five
SUB | you | when
SUB | can | do
SUB | do | they
SUB | this | just
SUB | yourself | up
OK | this | this
OK | is | is
OK | what | what
DEL | it | ****
OK | looks | looks
OK | like | like
INS | **** | i
OK | the | the
OK | first | first
OK | one | one
OK | has | has
OK | no | no
OK | sound | sound
DEL | the | ****
OK | second | second
DEL | one | ****
DEL | is | ****
SUB | going | ones
SUB | to | can
OK | be | be
SUB | sound | satin
SUB | that's | wand
SUB | going | and
SUB | to | butters
SUB | come | chew
OK | on | on
DEL | at | ****
DEL | the | ****
DEL | end | ****
DEL | but | ****
DEL | there's | ****
DEL | two | ****
DEL | rows | ****
SUB | of | rose
SUB | checkers | objective
OK | she | she
DEL | asks | ****
SUB | the | asked
SUB | kid | ticket
OK | which | which
OK | one | one
OK | has | has
OK | more | more
DEL | the | ****
DEL | kid | ****
DEL | says | ****
DEL | they're | ****
DEL | the | ****
DEL | same | ****
DEL | then | ****
SUB | she | his
SUB | says | sister's
SUB | now | sang
SUB | she | and
SUB | asks | shoot
SUB | him | matheson
OK | which | which
OK | one | one
OK | has | has
OK | more | more
OK | that | that
SUB | or | of
OK | that | that
INS | **** | you
OK | so | so
INS | **** | this
INS | **** | release
SUB | that's | then
SUB | really | huh
SUB | stupid | end
SUB | and | this
SUB | it's | is
SUB | an | amazing
OK | amazing | amazing
OK | finding | finding
OK | kids | kids
OK | will | will
OK | do | do
OK | that | that
OK | and | and
SUB | it's | as
OK | a | a
OK | robust | robust
SUB | finding | whining
OK | here's | here's
OK | another | another
OK | example | example
DEL | so | ****
SUB | they're | joe
OK | the | the
OK | same | same
INS | **** | and
INS | **** | what's
INS | **** | shown
INS | **** | up
SUB | tape | one
SUB | playing | signed
OK | so | so
SUB | it's | as
OK | a | a
INS | **** | full
SUB | cool | find
SUB | finding | a
OK | of | of
OK | that | that
OK | stage | stage
OK | suggesting | suggesting
OK | a | a
OK | limitation | limitation
SUB | in | and
OK | how | how
OK | you | you
OK | deal | deal
DEL | and | ****
OK | make | make
OK | sense | sense
OK | of | of
OK | the | the
OK | world | world
OK | the | the
OK | next | next
OK | phase | phase
OK | concrete | concrete
OK | operations | operations
OK | from | from
OK | seven | seven
OK | to | to
OK | twelve | twelve
DEL | you | ****
SUB | can | even
SUB | solve | saw
OK | the | the
OK | conservation | conservation
OK | problem | problem
OK | but | but
OK | still | still
OK | you're | you're
OK | limited | limited
DEL | to | ****
DEL | the | ****
DEL | extent | ****
DEL | you're | ****
OK | capable | capable
OK | of | of
DEL | abstract | ****
SUB | reasoning | acts
OK | so | so
OK | the | the
OK | mathematical | mathematical
OK | notions | notions
OK | of | of
OK | infinity | infinity
OK | or | or
OK | logical | logical
SUB | notions | motions
OK | like | like
OK | logical | logical
INS | **** | and
INS | **** | tail
SUB | entailment | men
SUB | are | our
OK | beyond | beyond
OK | a | a
OK | child | child
DEL | of | ****
SUB | this | is
SUB | age | sick
OK | the | the
OK | child | child
OK | is | is
OK | able | able
OK | to | to
OK | do | do
OK | a | a
OK | lot | lot
DEL | but | ****
DEL | still | ****
DEL | it's | ****
SUB | to | tillotson
OK | some | some
OK | extent | extent
SUB | stuck | stock
OK | in | in
OK | the | the
INS | **** | com
SUB | concrete | the
OK | world | world
OK | and | and
OK | then | then
OK | finally | finally
SUB | at | it
OK | around | around
OK | age | age
OK | twelve | twelve
INS | **** | now
OK | you | you
SUB | could | can
OK | get | get
OK | abstract | abstract
SUB | and | inside
SUB | scientific | the
SUB | reasoning | reason
OK | and | and
OK | this | this
OK | is | is
INS | **** | that
OK | the | the
INS | **** | edge
SUB | piagetian | gideon
OK | theory | theory
OK | in | in
OK | very | very
OK | brief | brief
SUB | form | wong
OK | now | now
INS | **** | yeah
SUB | piaget | ga
SUB | fared | shared
OK | a | a
OK | lot | lot
OK | better | better
SUB | than | then
OK | did | did
OK | freud | freud
OK | or | or
INS | **** | skin
SUB | skinner | bomb
OK | for | for
OK | several | several
SUB | reasons | weeks
OK | one | one
OK | reason | reason
OK | is | is
OK | these | these
OK | are | are
OK | interesting | interesting
OK | and | and
INS | **** | also
SUB | falsifiable | bible
OK | claims | claims
OK | about | about
OK | child | child
DEL | development | ****
OK | so | so
OK | claims | claims
OK | that | that
OK | about | about
DEL | the | ****
OK | failure | failure
DEL | of | ****
OK | conservation | conservation
OK | in | in
OK | children | children
OK | at | at
OK | different | different
OK | ages | ages
SUB | could | to
OK | be | be
OK | easily | easily
INS | **** | test
SUB | tested | that
SUB | and | to
SUB | systematically | mapping
OK | tested | tested
OK | and | and
OK | in | in
OK | fact | fact
OK | there's | there's
OK | a | a
OK | lot | lot
OK | of | of
OK | support | support
SUB | for | group
SUB | them | the
SUB | piaget | edgy
OK | had | had
OK | a | a
INS | **** | ridge
SUB | rich | the
SUB | theoretical | radical
OK | framework | framework
OK | pulling | pulling
OK | together | together
OK | all | all
OK | sorts | sorts
OK | of | of
OK | observations | observations
DEL | in | ****
OK | different | different
DEL | ways | ****
OK | wrote | wrote
OK | many | many
OK | many | many
OK | books | books
OK | and | and
OK | articles | articles
OK | and | and
SUB | articulated | articulate
SUB | his | is
OK | theory | theory
OK | very | very
INS | **** | rich
SUB | richly | lake
OK | and | and
OK | most | most
OK | of | of
OK | all | all
OK | i | i
OK | think | think
OK | he | he
SUB | had | has
SUB | some | a
OK | really | really
OK | striking | striking
SUB | findings | find
OK | before | before
INS | **** | we
SUB | piaget | actually
OK | nobody | nobody
OK | noticed | noticed
DEL | these | ****
DEL | conservation | ****
DEL | findings | ****
SUB | before | forty
SUB | piaget | actually
OK | nobody | nobody
OK | noticed | noticed
OK | that | that
SUB | babies | baby's
SUB | had | head
SUB | this | is
OK | problem | problem
OK | tracking | tracking
SUB | and | him
OK | understanding | understanding
OK | objects | objects
OK | at | at
OK | the | the
OK | same | same
OK | time | time
OK | however | however
OK | there | there
OK | are | are
OK | limitations | limitations
INS | **** | and
