OP | REF | HYP
OK | air | air
OK | and | and
OK | water | water
INS | **** | of
OK | or | or
OK | pesticides | pesticides
OK | so | so
OK | that's | that's
OK | kind | kind
OK | of | of
OK | curious | curious
DEL | it's | ****
DEL | a | ****
OK | problem | problem
OK | that | that
OK | cuts | cuts
OK | across | across
OK | many | many
SUB | different | differing
OK | areas | areas
OK | many | many
OK | different | different
INS | **** | fda
OK | types | types
OK | of | of
OK | regulation | regulation
INS | **** | ah
OK | and | and
OK | the | the
OK | management | management
OK | of | of
OK | food | food
OK | in | in
OK | the | the
DEL | u | ****
DEL | s | ****
SUB | and | us
OK | the | the
OK | management | management
DEL | of | ****
OK | agriculture | agriculture
OK | is | is
OK | really | really
OK | fractured | fractured
OK | among | among
OK | a | a
OK | number | number
OK | of | of
SUB | agencies | agents
OK | great | great
OK | britain | britain
INS | **** | route
OK | recently | recently
INS | **** | central
SUB | centralized | eyes
OK | their | their
OK | regulatory | regulatory
SUB | program | programme
OK | and | and
INS | **** | data
OK | created | created
OK | a | a
OK | single | single
SUB | agency | agencies
OK | to | to
INS | **** | of
OK | manage | manage
OK | food | food
SUB | and | hi
SUB | we'll | will
OK | think | think
OK | about | about
INS | **** | to
OK | the | the
OK | wisdom | wisdom
OK | of | of
OK | doing | doing
OK | that | that
OK | and | and
OK | some | some
OK | of | of
OK | the | the
OK | strengths | strengths
OK | and | and
OK | weaknesses | weaknesses
OK | of | of
OK | the | the
SUB | european | leah
SUB | and | european
OK | british | british
OK | system | system
SUB | so | set
SUB | to | a
SUB | begin | began
SUB | i | a
SUB | want | what
OK | you | you
DEL | to | ****
OK | think | think
OK | about | about
DEL | the | ****
SUB | percentage | ten
SUB | of | into
OK | the | the
OK | world | world
OK | that | that
INS | **** | caa
OK | is | is
OK | used | used
OK | to | to
OK | grow | grow
OK | crops | crops
SUB | or | order
SUB | to | grace
SUB | graze | lives
OK | livestock | livestock
DEL | so | ****
SUB | there | to
SUB | are | their
OK | thirty | thirty
OK | billion | billion
OK | acres | acres
OK | of | of
OK | land | land
OK | in | in
OK | the | the
OK | world | world
SUB | and | in
OK | about | about
OK | four | four
OK | billion | billion
OK | acres | acres
OK | of | of
OK | those | those
DEL | are | ****
SUB | in | on
OK | cropland | cropland
SUB | so | to
OK | roughly | roughly
INS | **** | bout
SUB | about | to
SUB | one-seventh | one
SUB | or | seven
SUB | one-eighth | thorough
SUB | of | one
SUB | the | eighth
SUB | world | the
SUB | is | wall
SUB | used | tissues
OK | to | to
OK | grow | grow
OK | crops | crops
OK | within | within
OK | the | the
OK | united | united
OK | states | states
OK | it's | it's
OK | about | about
INS | **** | four
SUB | 400 | hundred
OK | million | million
OK | acres | acres
OK | of | of
OK | land | land
DEL | it's | ****
SUB | an | to
OK | enormous | enormous
DEL | area | ****
DEL | and | ****
SUB | it's | vary
SUB | dispersed | first
OK | increasingly | increasingly
OK | in | in
INS | **** | them
OK | more | more
OK | remote | remote
OK | areas | areas
OK | as | as
OK | cities | cities
OK | grow | grow
OK | as | as
OK | suburbs | suburbs
SUB | sprawl | brawl
OK | and | and
OK | as | as
INS | **** | i
OK | farmers | farmers
OK | are | are
OK | pushed | pushed
DEL | further | ****
DEL | and | ****
OK | further | further
SUB | away | overweight
OK | and | and
SUB | this | as
OK | has | has
INS | **** | set
OK | really | really
OK | interesting | interesting
DEL | and | ****
OK | important | important
SUB | implications | occasions
OK | for | for
OK | environmental | environmental
OK | quality | quality
OK | and | and
OK | also | also
OK | for | for
OK | human | human
OK | health | health
DEL | so | ****
SUB | here | to
SUB | are | your
SUB | four | for
OK | crops | crops
OK | represented | represented
DEL | in | ****
OK | these | these
OK | pictures | pictures
SUB | wheat | how
SUB | in | weak
OK | the | the
OK | upper | upper
OK | left | left
SUB | corn | a
SUB | many | core
SUB | of | ah
SUB | you | many
SUB | are | probably
SUB | probably | are
SUB | unaware | aware
OK | that | that
SUB | on | john
OK | a | a
OK | daily | daily
OK | basis | basis
SUB | most | so
SUB | of | s
SUB | us | consumed
SUB | consume | cotton
SUB | cotton | a
SUB | in | into
OK | a | a
OK | variety | variety
OK | of | of
OK | foods | foods
OK | without | without
OK | recognizing | recognizing
OK | it | it
INS | **** | in
INS | **** | the
SUB | anybody | no
SUB | know | i
OK | in | in
OK | what | what
OK | form | form
DEL | oil | ****
SUB | cottonseed | soil
SUB | oil | cotton
SUB | it's | siegel
OK | part | part
OK | of | of
INS | **** | that
OK | many | many
INS | **** | peace
INS | **** | trees
SUB | pastries | how
OK | many | many
OK | different | different
OK | kinds | kinds
OK | of | of
INS | **** | sir
SUB | cereals | ills
OK | so | so
INS | **** | the
SUB | that | money
SUB | many | parades
SUB | breads | the
OK | rely | rely
OK | on | on
SUB | cottonseed | patsy
OK | oil | oil
OK | and | and
INS | **** | in
OK | the | the
OK | bottom | bottom
SUB | rice | bryce
OK | these | these
OK | are | are
SUB | four | for
OK | major | major
SUB | grains | greens
OK | in | in
OK | the | the
OK | world | world
OK | that | that
INS | **** | led
INS | **** | to
INS | **** | ah
INS | **** | ah
SUB | take | ah
SUB | up | epa
OK | hundreds | hundreds
OK | of | of
OK | millions | millions
OK | of | of
OK | acres | acres
OK | of | of
DEL | the | ****
OK | landscape | landscape
DEL | corn | ****
DEL | alone | ****
SUB | in | coral
SUB | the | lonely
SUB | united | night
OK | states | states
OK | is | is
OK | almost | almost
OK | eighty | eighty
OK | million | million
OK | acres | acres
INS | **** | that
OK | that | that
OK | is | is
SUB | currently | caa
SUB | planted | planet
OK | increasingly | increasingly
SUB | in | ah
SUB | the | in
OK | united | united
OK | states | states
OK | farm | farm
DEL | size | ****
SUB | is | sizes
OK | increasing | increasing
OK | meaning | meaning
OK | that | that
OK | there | there
OK | are | are
OK | fewer | fewer
OK | and | and
OK | fewer | fewer
OK | farmers | farmers
OK | and | and
INS | **** | that
OK | surprisingly | surprisingly
OK | the | the
OK | diversity | diversity
OK | of | of
OK | crops | crops
OK | that | that
OK | are | are
OK | planted | planted
SUB | on | and
OK | individual | individual
OK | farms | farms
OK | is | is
OK | also | also
OK | going | going
OK | down | down
OK | so | so
OK | what | what
OK | that | that
OK | means | means
OK | is | is
OK | that | that
OK | farming | farming
OK | is | is
OK | becoming | becoming
OK | more | more
OK | highly | highly
OK | specialized | specialized
INS | **** | of
OK | that | that
INS | **** | to
INS | **** | a
OK | farmers | farmers
OK | are | are
OK | knowledgeable | knowledgeable
OK | about | about
SUB | fewer | plsc
SUB | crops | they
SUB | they | i
OK | have | have
SUB | less | last
OK | capacity | capacity
OK | to | to
INS | **** | of
OK | manage | manage
OK | problems | problems
INS | **** | which
INS | **** | is
INS | **** | a
INS | **** | pass
SUB | such | of
SUB | as | on
SUB | pests | died
SUB | fungi | i
OK | insects | insects
OK | of | of
OK | different | different
OK | sorts | sorts
OK | because | because
SUB | they | a
OK | really | really
OK | don't | don't
OK | have | have
INS | **** | that
SUB | the | before
SUB | fundamental | no
OK | understanding | understanding
OK | of | of
SUB | ecology | apology
OK | that | that
OK | many | many
OK | farmers | farmers
OK | had | had
SUB | to | they
OK | have | have
OK | in | in
OK | order | order
OK | to | to
OK | survive | survive
OK | in | in
OK | a | a
OK | world | world
INS | **** | of
OK | that | that
INS | **** | to
OK | was | was
OK | not | not
OK | as | as
INS | **** | chem
SUB | chemically | ugly
OK | dependent | dependent
INS | **** | as
OK | as | as
OK | ours | ours
OK | is | is
SUB | current | kern
OK | industrialized | industrialized
OK | agriculture | agriculture
OK | could | could
OK | be | be
OK | successful | successful
INS | **** | ah
OK | on | on
OK | a | a
OK | parking | parking
OK | lot | lot
DEL | if | ****
DEL | you | ****
OK | brought | brought
OK | in | in
OK | soil | soil
DEL | and | ****
DEL | you | ****
OK | brought | brought
OK | in | in
OK | fertilizer | fertilizer
DEL | and | ****
SUB | you | new
SUB | brought | bride
OK | in | in
OK | water | water
OK | and | and
INS | **** | the
OK | artificially | artificially
INS | **** | yeah
INS | **** | on
OK | added | added
INS | **** | debt
OK | organic | organic
OK | matter | matter
INS | **** | uh
OK | so | so
OK | basically | basically
OK | the | the
OK | more | more
OK | you | you
OK | control | control
OK | your | your
OK | environment | environment
INS | **** | to
OK | using | using
OK | industrial | industrial
OK | technology | technology
OK | the | the
SUB | more | morgue
SUB | expensive | spencer
SUB | it | that
OK | becomes | becomes
INS | **** | ah
OK | but | but
OK | the | the
OK | less | less
OK | you | you
OK | have | have
OK | to | to
OK | worry | worry
OK | about | about
OK | understanding | understanding
INS | **** | a
SUB | ecology | college
OK | so | so
INS | **** | it's
OK | it's | it's
OK | curious | curious
OK | that | that
INS | **** | to
INS | **** | i
INS | **** | know
OK | as | as
SUB | centralization | senseless
SUB | has | nations
SUB | occurred | heard
OK | in | in
OK | ownership | ownership
OK | patterns | patterns
OK | the | the
OK | farms | farms
OK | got | got
OK | larger | larger
INS | **** | that
OK | the | the
SUB | crop | cropland
SUB | specialty | specially
OK | diminished | diminished
SUB | our | dr
SUB | dietary | turn
OK | patterns | patterns
SUB | have | of
SUB | followed | fallen
SUB | a | simpson
SUB | similar | were
OK | pattern | pattern
OK | we've | we've
OK | relied | relied
OK | on | on
OK | fewer | fewer
OK | and | and
OK | fewer | fewer
OK | crops | crops
OK | so | so
OK | now | now
INS | **** | that
INS | **** | to
OK | most | most
OK | people's | people's
SUB | diet | died
OK | is | is
OK | comprised | comprised
OK | of | of
INS | **** | a
OK | between | between
OK | thirty | thirty
OK | to | to
OK | forty | forty
OK | different | different
INS | **** | to
OK | individual | individual
OK | crops | crops
OK | so | so
OK | i | i
DEL | want | ****
DEL | to | ****
SUB | talk | talked
OK | today | today
OK | about | about
INS | **** | to
OK | what | what
OK | the | the
OK | central | central
OK | problems | problems
OK | in | in
OK | food | food
SUB | and | in
OK | agriculture | agriculture
OK | are | are
INS | **** | i
SUB | and | in
OK | these | these
OK | include | include
OK | food | food
OK | availability | availability
OK | and | and
OK | i | i
OK | think | think
INS | **** | that
OK | most | most
OK | of | of
OK | us | us
OK | understand | understand
OK | that | that
INS | **** | there
INS | **** | the
OK | the | the
OK | role | role
OK | of | of
OK | government | government
SUB | has | is
OK | often | often
OK | been | been
OK | perceived | perceived
OK | as | as
OK | one | one
OK | of | of
OK | trying | trying
OK | to | to
OK | make | make
OK | sure | sure
OK | that | that
OK | we | we
OK | have | have
DEL | a | ****
OK | productive | productive
OK | food | food
OK | supply | supply
INS | **** | ah
INS | **** | but
OK | that | that
SUB | our | are
OK | agriculture | agriculture
DEL | is | ****
SUB | as | says
OK | productive | productive
SUB | as | is
OK | it | it
INS | **** | is
INS | **** | a
OK | possibly | possibly
OK | could | could
OK | be | be
OK | so | so
OK | we | we
INS | **** | can
SUB | could | maxim
SUB | maximize | eyes
OK | our | our
OK | exports | exports
OK | to | to
OK | other | other
OK | countries | countries
OK | so | so
OK | that | that
OK | our | our
OK | balance | balance
OK | of | of
OK | trade | trade
OK | would | would
OK | be | be
DEL | helped | ****
SUB | but | helpful
SUB | also | losses
OK | so | so
OK | we | we
OK | could | could
OK | deal | deal
OK | with | with
INS | **** | wonder
SUB | undernourished | nor
SUB | and | stun
OK | impoverished | impoverished
OK | parts | parts
DEL | of | ****
OK | the | the
OK | world | world
SUB | that | they
SUB | do | did
OK | not | not
OK | have | have
OK | the | the
OK | capacity | capacity
OK | to | to
OK | grow | grow
OK | food | food
OK | for | for
OK | whatever | whatever
OK | reason | reason
OK | food | food
OK | prices | prices
OK | are | are
OK | going | going
OK | up | up
SUB | particularly | delay
OK | in | in
OK | the | the
OK | last | last
OK | decade | decade
INS | **** | the
OK | they've | they've
INS | **** | shut
OK | taken | taken
OK | up | up
OK | an | an
OK | increasing | increasing
OK | percentage | percentage
OK | of | of
OK | the | the
OK | average | average
OK | household | household
OK | income | income
INS | **** | i
SUB | meaning | mean
SUB | that | the
OK | people | people
OK | are | are
INS | **** | all
OK | looking | looking
OK | to | to
OK | buy | buy
OK | lower | lower
OK | cost | cost
OK | foods | foods
SUB | and | the
OK | lower | lower
OK | cost | cost
OK | foods | foods
OK | are | are
OK | often | often
SUB | higher | hire
SUB | calorie | calories
OK | foods | foods
SUB | they're | are
OK | often | often
OK | foods | foods
SUB | that | are
SUB | come | coming
SUB | in | ban
SUB | bulk | ball
OK | packages | packages
INS | **** | list
SUB | so | of
OK | people | people
INS | **** | a
OK | are | are
OK | more | more
OK | prone | prone
OK | to | to
INS | **** | by
INS | **** | a
INS | **** | of
INS | **** | a
SUB | buy | book
SUB | the | leave
SUB | liter | me
SUB | and | out
OK | a | a
INS | **** | leader
INS | **** | ny
SUB | half | hap
OK | bottles | bottles
SUB | of | a
OK | soda | soda
OK | than | than
OK | they | they
OK | would | would
INS | **** | the
OK | individual | individual
SUB | cans | kids
SUB | and | on
OK | that | that
INS | **** | had
OK | has | has
OK | had | had
OK | an | an
OK | influence | influence
OK | on | on
OK | patterns | patterns
OK | of | of
OK | food | food
OK | consumption | consumption
DEL | as | ****
SUB | i | to
SUB | mentioned | mention
OK | species | species
OK | dependence | dependence
SUB | has | is
OK | gone | gone
OK | down | down
SUB | we're | were
SUB | relying | lying
SUB | on | of
OK | fewer | fewer
OK | and | and
OK | fewer | fewer
OK | crops | crops
INS | **** | i'll
SUB | we're | were
OK | genetically | genetically
SUB | engineering | engineered
SUB | those | rios
OK | crops | crops
OK | more | more
OK | and | and
OK | more | more
OK | a | a
OK | very | very
OK | high | high
OK | proportion | proportion
OK | of | of
DEL | corn | ****
SUB | that's | foreign
SUB | planted | this
SUB | in | plane
OK | the | the
SUB | united | night
OK | states | states
OK | is | is
SUB | now | no
OK | genetically | genetically
OK | engineered | engineered
INS | **** | of
OK | the | the
OK | same | same
OK | goes | goes
OK | for | for
OK | the | the
OK | other | other
OK | major | major
OK | grains | grains
DEL | that | ****
OK | we | we
OK | produce | produce
OK | also | also
OK | a | a
OK | serious | serious
OK | problem | problem
DEL | that | ****
OK | we | we
OK | have | have
OK | is | is
OK | that | that
INS | **** | job
INS | **** | market
SUB | our | are
SUB | tastes | taste
OK | are | are
OK | being | being
OK | cultivated | cultivated
OK | by | by
OK | other | other
INS | **** | organization
SUB | organizations | our
SUB | particularly | critically
OK | food | food
INS | **** | processor
INS | **** | is
SUB | processors | of
OK | that | that
INS | **** | to
INS | **** | our
OK | are | are
SUB | adding | any
OK | ingredients | ingredients
OK | that | that
OK | we | we
OK | don't | don't
OK | really | really
OK | pay | pay
OK | much | much
OK | attention | attention
OK | to | to
OK | in | in
OK | terms | terms
OK | of | of
OK | fat | fat
INS | **** | furans
INS | **** | assault
OK | in | in
OK | terms | terms
OK | of | of
DEL | salt | ****
DEL | in | ****
SUB | terms | of
OK | of | of
OK | sugar | sugar
SUB | and | i
SUB | a | of
SUB | variety | roddy
SUB | of | or
SUB | artificial | official
OK | flavors | flavors
SUB | and | in
SUB | colors | collars
OK | that | that
SUB | they | to
SUB | do | heidi
SUB | very | due
SUB | careful | a
SUB | social | very
OK | surveys | surveys
DEL | to | ****
OK | understand | understand
DEL | what | ****
OK | kinds | kinds
OK | of | of
SUB | tastes | taste
OK | what | what
OK | kinds | kinds
OK | of | of
SUB | colors | callers
SUB | what | will
OK | kinds | kinds
OK | of | of
OK | flavors | flavors
SUB | people | full
OK | enjoy | enjoy
DEL | the | ****
SUB | most | them
SUB | i | out
OK | use | use
OK | the | the
OK | example | example
OK | of | of
INS | **** | the
INS | **** | s
INS | **** | elmo
INS | **** | fan
SUB | salmofan | us
OK | so | so
OK | that | that
INS | **** | same
INS | **** | in
INS | **** | a
INS | **** | step
SUB | salmon | color
SUB | is | didn't
SUB | now | thirty
SUB | colored | to
SUB | in | thirty
SUB | thirty-five | five
OK | to | to
INS | **** | thirty
SUB | thirty-six | six
OK | different | different
OK | shades | shades
INS | **** | are
INS | **** | all
OK | ranging | ranging
OK | from | from
OK | a | a
OK | really | really
INS | **** | deeper
SUB | deep | it
SUB | red | today
SUB | to | at
SUB | a | of
SUB | very | vary
SUB | light | like
OK | coral | coral
OK | so | so
OK | they | they
INS | **** | made
INS | **** | the
SUB | did | dead
OK | their | their
OK | focus | focus
OK | groups | groups
OK | and | and
OK | conducted | conducted
OK | surveys | surveys
SUB | and | have
OK | figured | figured
OK | out | out
OK | that | that
INS | **** | to
OK | most | most
OK | people | people
OK | like | like
INS | **** | that
OK | number | number
INS | **** | thirty
INS | **** | three
SUB | thirty-three | i
OK | so | so
INS | **** | that
INS | **** | dad
OK | that | that
OK | type | type
OK | of | of
OK | thinking | thinking
SUB | is | for
SUB | pervading | beating
OK | the | the
OK | food | food
OK | industry | industry
INS | **** | ah
OK | we | we
INS | **** | is
SUB | as | virus
SUB | buyers | a
SUB | tend | tender
SUB | to | spot
SUB | respond | how
OK | we | we
OK | respond | respond
INS | **** | by
OK | by | by
INS | **** | a
INS | **** | at
INS | **** | a
OK | basically | basically
INS | **** | out
OK | looking | looking
OK | for | for
OK | the | the
OK | lower | lower
OK | cost | cost
OK | foods | foods
OK | but | but
OK | also | also
OK | those | those
OK | that | that
INS | **** | to
INS | **** | i
OK | seem | seem
INS | **** | to
OK | to | to
OK | provide | provide
OK | either | either
INS | **** | a
INS | **** | ah
OK | taste | taste
OK | or | or
INS | **** | george
OK | some | some
OK | other | other
INS | **** | i
OK | aesthetic | aesthetic
OK | appeal | appeal
OK | we | we
OK | also | also
SUB | are | worker
OK | consuming | consuming
OK | more | more
OK | calories | calories
SUB | than | and
OK | we | we
OK | ever | ever
OK | have | have
DEL | before | ****
SUB | we | now
SUB | are | we're
OK | consuming | consuming
OK | on | on
OK | average | average
DEL | in | ****
SUB | the | mean
SUB | united | that
OK | states | states
OK | about | about
INS | **** | thirty
SUB | 3 | nine
SUB | 900 | hundred
OK | calories | calories
OK | per | per
OK | person | person
INS | **** | our
OK | only | only
OK | fifteen | fifteen
OK | years | years
OK | ago | ago
OK | we | we
SUB | were | are
OK | consuming | consuming
OK | about | about
INS | **** | to
INS | **** | thirty
SUB | 3 | two
SUB | 200 | hundred
OK | calories | calories
SUB | and | i'm
OK | that's | that's
OK | up | up
OK | from | from
INS | **** | ah
INS | **** | ah
OK | perhaps | perhaps
INS | **** | a
INS | **** | twenty
SUB | 2 | seven
SUB | 700 | twenty
SUB | 2 | eight
SUB | 800 | hundred
OK | calories | calories
OK | per | per
OK | person | person
SUB | and | in
OK | the | the
OK | average | average
INS | **** | a
OK | person | person
OK | with | with
OK | the | the
OK | average | average
INS | **** | wait
SUB | weight | i
SUB | say | sale
OK | a | a
INS | **** | hundred
INS | **** | and
INS | **** | sixty
INS | **** | five
SUB | 165-pound | pound
SUB | male | to
SUB | could | mail
OK | survive | survive
OK | extremely | extremely
OK | well | well
SUB | on | upon
OK | a | a
SUB | diet | dive
SUB | of | about
SUB | about | twenty
SUB | 2 | four
SUB | 400 | hundred
OK | calories | calories
OK | per | per
OK | day | day
DEL | now | ****
OK | this | this
OK | would | would
OK | vary | vary
SUB | tremendously | commanders
SUB | i | liane
SUB | know | of
OK | some | some
OK | of | of
DEL | you | ****
SUB | are | your
OK | athletes | athletes
SUB | some | awesome
OK | of | of
INS | **** | u
INS | **** | m
SUB | you | a
SUB | may | raw
SUB | run | now
OK | ten | ten
OK | miles | miles
OK | a | a
OK | day | day
OK | some | some
DEL | of | ****
OK | you | you
OK | may | may
DEL | swim | ****
DEL | four | ****
SUB | or | swing
OK | five | five
OK | miles | miles
OK | a | a
OK | day | day
SUB | for | arata
OK | those | those
OK | of | of
OK | you | you
OK | that | that
INS | **** | the
INS | **** | to
OK | exercise | exercise
OK | a | a
OK | great | great
OK | deal | deal
INS | **** | lani
INS | **** | sling
INS | **** | the
INS | **** | to
SUB | will | a
SUB | obviously | much
SUB | need | more
OK | a | a
OK | much | much
OK | higher | higher
SUB | caloric | cork
OK | intake | intake
OK | but | but
DEL | if | ****
SUB | you | that
OK | combine | combine
OK | knowledge | knowledge
OK | about | about
INS | **** | to
OK | what's | what's
OK | happened | happened
OK | to | to
OK | our | our
OK | behavior | behavior
SUB | and | in
OK | our | our
INS | **** | julie
INS | **** | century
SUB | increasingly | lie
SUB | sedentary | styles
SUB | lifestyles | ah
OK | sitting | sitting
OK | behind | behind
OK | computers | computers
OK | watching | watching
OK | video | video
OK | games | games
OK | the | the
OK | latest | latest
OK | report | report
OK | came | came
OK | out | out
INS | **** | the
SUB | only | one
OK | last | last
OK | week | week
OK | demonstrating | demonstrating
SUB | that | the
OK | kids | kids
OK | are | are
OK | now | now
SUB | spending | spinning
OK | seven | seven
OK | hours | hours
OK | a | a
OK | day | day
INS | **** | a
OK | looking | looking
INS | **** | electronic
SUB | at | of
SUB | electronic | quid
SUB | equipment | and
SUB | in | once
OK | one | one
OK | form | form
OK | or | or
OK | another | another
INS | **** | ah
OK | this | this
OK | is | is
OK | really | really
OK | quite | quite
OK | striking | striking
DEL | in | ****
OK | my | my
OK | generation | generation
OK | we | we
OK | had | had
INS | **** | that
INS | **** | we
SUB | televisions | intelligence
OK | but | but
INS | **** | saying
INS | **** | on
SUB | television | tv
OK | wasn't | wasn't
OK | that | that
OK | big | big
OK | a | a
OK | thing | thing
DEL | when | ****
DEL | i | ****
SUB | grew | riker
OK | up | up
OK | and | and
INS | **** | that
SUB | we | we've
SUB | spent | missed
SUB | a | the
OK | whole | whole
OK | lot | lot
OK | more | more
OK | time | time
OK | outdoors | outdoors
DEL | people | ****
DEL | are | ****
DEL | spending | ****
OK | time | time
OK | indoors | indoors
INS | **** | other
SUB | they're | night
SUB | not | to
OK | burning | burning
OK | up | up
OK | as | as
OK | much | much
OK | energy | energy
SUB | as | is
SUB | they | a
SUB | used | use
OK | to | to
SUB | so | ah
SUB | we're | so
SUB | all | whirl
OK | putting | putting
DEL | on | ****
SUB | weight | awake
OK | water | water
OK | consumption | consumption
INS | **** | a
OK | water | water
OK | consumption | consumption
OK | especially | especially
OK | in | in
SUB | arid | europe
SUB | parts | words
SUB | of | the
SUB | the | world
SUB | word | i
OK | irrigation | irrigation
INS | **** | not
OK | necessary | necessary
OK | for | for
OK | agriculture | agriculture
OK | this | this
OK | is | is
OK | a | a
OK | critical | critical
OK | problem | problem
INS | **** | bill
SUB | particularly | you
OK | related | related
OK | to | to
OK | climate | climate
OK | change | change
INS | **** | our
OK | which | which
INS | **** | i
OK | is | is
OK | causing | causing
OK | experts | experts
OK | to | to
OK | predict | predict
OK | that | that
INS | **** | data
OK | it's | it's
OK | going | going
OK | to | to
OK | be | be
OK | increasingly | increasingly
OK | expensive | expensive
OK | to | to
OK | move | move
OK | water | water
OK | into | into
INS | **** | dry
SUB | dryer | or
SUB | environments | ah
SUB | meaning | environment
SUB | that | meaning
OK | it's | it's
SUB | going | in
SUB | to | the
SUB | be | work
SUB | a | for
OK | requirement | requirement
SUB | to | or
SUB | ship | shipped
OK | those | those
OK | foods | foods
SUB | from | for
OK | longer | longer
OK | distances | distances
INS | **** | a
OK | demanding | demanding
OK | higher | higher
OK | energy | energy
OK | most | most
OK | of | of
OK | us | us
OK | don't | don't
OK | really | really
OK | have | have
OK | much | much
OK | knowledge | knowledge
OK | of | of
OK | the | the
OK | energy | energy
OK | it | it
OK | takes | takes
OK | to | to
OK | produce | produce
SUB | say | isaiah
OK | a | a
OK | bowl | bowl
OK | of | of
SUB | peas | peace
SUB | as | is
OK | opposed | opposed
OK | to | to
DEL | a | ****
SUB | bowl | bold
SUB | of | mail
SUB | oatmeal | ah
OK | or | or
OK | a | a
DEL | steak | ****
SUB | and | at
SUB | that's | a
SUB | quite | stake
OK | curious | curious
SUB | the | came
SUB | amount | out
OK | of | of
OK | energy | energy
INS | **** | ah
INS | **** | that
OK | obviously | obviously
OK | increases | increases
OK | with | with
INS | **** | that
OK | distance | distance
OK | from | from
INS | **** | of
OK | the | the
OK | source | source
OK | of | of
OK | production | production
OK | to | to
OK | the | the
OK | source | source
OK | of | of
OK | consumption | consumption
SUB | but | papa
OK | we | we
OK | really | really
DEL | don't | ****
SUB | pay | know
SUB | any | pena
SUB | attention | tension
SUB | to | of
OK | that | that
DEL | and | ****
OK | we | we
OK | don't | don't
OK | have | have
OK | any | any
OK | way | way
OK | of | of
DEL | measuring | ****
SUB | it | of
SUB | this | measuring
OK | by | by
OK | the | the
OK | way | way
OK | would | would
OK | be | be
OK | a | a
OK | terrific | terrific
OK | term | term
OK | paper | paper
DEL | if | ****
SUB | somebody's | somebody
OK | still | still
OK | thinking | thinking
OK | about | about
INS | **** | or
SUB | a | or
SUB | research | serge
OK | topic | topic
OK | for | for
OK | the | the
OK | course | course
DEL | just | ****
DEL | take | ****
OK | one | one
OK | food | food
INS | **** | i
OK | just | just
OK | take | take
OK | apples | apples
OK | figure | figure
OK | out | out
OK | where | where
OK | apples | apples
INS | **** | are
OK | are | are
OK | produced | produced
OK | in | in
OK | the | the
OK | world | world
INS | **** | i'll
OK | figure | figure
OK | out | out
INS | **** | that
INS | **** | ah
OK | where | where
SUB | yale | yell
OK | buys | buys
SUB | its | it
SUB | apples | samples
OK | and | and
SUB | try | for
SUB | to | that
OK | come | come
OK | up | up
OK | with | with
INS | **** | on
SUB | a | that
SUB | metric | trick
OK | for | for
OK | the | the
OK | energy | energy
SUB | involved | involvement
OK | in | in
OK | moving | moving
SUB | an | and
OK | apple | apple
INS | **** | ah
OK | from | from
OK | point | point
SUB | of | a
OK | production | production
OK | to | to
SUB | point | two
SUB | of | point
OK | consumption | consumption
OK | so | so
INS | **** | you
INS | **** | know
INS | **** | you
OK | you | you
OK | could | could
OK | imagine | imagine
OK | a | a
OK | society | society
INS | **** | at
OK | decades | decades
INS | **** | in
SUB | into | of
OK | the | the
OK | future | future
