OP | REF | HYP
OK | sometimes | sometimes
OK | my | my
OK | use | use
OK | of | of
OK | language | language
INS | **** | a
OK | can | can
OK | be | be
INS | **** | reflex
SUB | reflexive | of
SUB | somebody | some
SUB | says | basis
OK | how | how
OK | are | are
OK | you | you
DEL | and | ****
OK | i | i
DEL | say | ****
SUB | i | said
SUB | am | i'm
OK | fine | fine
OK | how | how
OK | are | are
OK | you | you
OK | but | but
OK | sometimes | sometimes
INS | **** | tom
OK | i | i
SUB | could | to
OK | say | say
OK | what | what
OK | i | i
OK | choose | choose
OK | to | to
DEL | be | ****
SUB | how | they
SUB | are | our
SUB | you | it
OK | pretty | pretty
OK | damn | damn
OK | good | good
OK | i | i
DEL | can | ****
SUB | just | his
SUB | choose | shoes
SUB | and | but
OK | machines | machines
OK | descartes | descartes
DEL | argued | ****
OK | are | are
OK | incapable | incapable
OK | of | of
OK | that | that
OK | sort | sort
OK | of | of
OK | choice | choice
OK | hence | hence
OK | we | we
OK | are | are
OK | not | not
SUB | mere | near
OK | machines | machines
OK | the | the
OK | second | second
OK | argument | argument
OK | is | is
OK | of | of
OK | course | course
OK | quite | quite
OK | famous | famous
OK | and | and
OK | this | this
OK | was | was
INS | **** | a
SUB | the | map
SUB | method | that
OK | this | this
OK | he | he
OK | came | came
OK | to | to
OK | using | using
OK | the | the
OK | method | method
OK | of | of
OK | doubt | doubt
OK | so | so
OK | he | he
OK | started | started
OK | asking | asking
SUB | himself | self
OK | the | the
OK | question | question
OK | what | what
OK | can | can
OK | i | i
OK | be | be
OK | sure | sure
OK | of | of
OK | and | and
OK | he | he
OK | said | said
OK | well | well
OK | i | i
OK | believe | believe
OK | there's | there's
OK | a | a
SUB | god | got
OK | but | but
OK | honestly | honestly
OK | i | i
OK | can't | can't
OK | be | be
OK | sure | sure
DEL | there's | ****
SUB | a | that
SUB | god | about
OK | i | i
OK | believe | believe
OK | i | i
OK | live | live
OK | in | in
OK | a | a
OK | rich | rich
OK | country | country
OK | but | but
OK | maybe | maybe
DEL | i've | ****
SUB | been | i
SUB | fooled | didn't
SUB | he | fool
SUB | even | is
SUB | said | i
OK | i | i
OK | believe | believe
DEL | i | ****
SUB | have | i've
OK | had | had
OK | friends | friends
OK | and | and
OK | family | family
OK | but | but
OK | maybe | maybe
OK | i | i
OK | am | am
OK | being | being
OK | tricked | tricked
SUB | maybe | they
SUB | an | be
OK | evil | evil
SUB | demon | being
SUB | for | and
SUB | instance | friends
OK | has | has
OK | tricked | tricked
DEL | me | ****
SUB | has | as
OK | deluded | deluded
DEL | me | ****
OK | into | into
OK | thinking | thinking
OK | i | i
SUB | have | had
OK | experiences | experiences
INS | **** | on
SUB | that | better
OK | aren't | aren't
OK | real | real
DEL | and | ****
OK | of | of
OK | course | course
OK | the | the
OK | modern | modern
OK | version | version
OK | of | of
OK | this | this
OK | is | is
OK | the | the
OK | matrix | matrix
OK | the | the
OK | idea | idea
DEL | of | ****
SUB | the | to
OK | matrix | matrix
OK | is | is
OK | explicitly | explicitly
OK | built | built
SUB | upon | on
SUB | cartesian | partition
SUB | descartes' | descartes
OK | worries | worries
OK | about | about
DEL | an | ****
SUB | evil | people
OK | demon | demon
OK | maybe | maybe
OK | everything | everything
INS | **** | turnout
SUB | you're | very
SUB | now | in
SUB | experiencing | side
OK | is | is
OK | not | not
OK | real | real
SUB | but | or
OK | rather | rather
SUB | is | as
SUB | the | a
OK | product | product
DEL | of | ****
OK | some | some
OK | other | other
OK | perhaps | perhaps
SUB | malevolent | more
SUB | creature | level
OK | descartes | descartes
SUB | similarly | similar
SUB | could | to
SUB | doubt | the
SUB | he | deli
SUB | has | as
SUB | a | body
SUB | body | is
SUB | in | body
SUB | fact | but
OK | he | he
OK | noticed | noticed
SUB | that | a
SUB | madmen | madman
OK | sometimes | sometimes
OK | believe | believe
DEL | they | ****
SUB | have | get
SUB | extra | action
SUB | limbs | dualism
SUB | or | were
OK | they | they
OK | believe | believe
OK | they're | they're
OK | of | of
OK | different | different
OK | sizes | sizes
OK | and | and
OK | shapes | shapes
SUB | than | and
SUB | they | it
OK | really | really
DEL | are | ****
DEL | and | ****
DEL | descartes | ****
SUB | said | i
OK | how | how
DEL | do | ****
SUB | i | only
SUB | know | norm
SUB | i'm | operates
SUB | not | i
SUB | crazy | mean
OK | crazy | crazy
OK | people | people
OK | don't | don't
OK | think | think
OK | they're | they're
OK | crazy | crazy
DEL | so | ****
DEL | the | ****
DEL | fact | ****
DEL | that | ****
DEL | i | ****
DEL | don't | ****
DEL | think | ****
DEL | i'm | ****
SUB | crazy | some
SUB | doesn't | effect
SUB | mean | optic
SUB | i'm | embraces
SUB | not | in
SUB | crazy | about
SUB | how | this
SUB | do | i
SUB | i | one
SUB | know | l
OK | descartes | descartes
SUB | said | set
OK | i'm | i'm
OK | not | not
OK | dreaming | dreaming
OK | right | right
OK | now | now
OK | but | but
OK | there | there
OK | is | is
OK | one | one
OK | thing | thing
OK | descartes | descartes
OK | concluded | concluded
SUB | that | of
SUB | he | the
SUB | cannot | knocked
SUB | doubt | up
OK | and | and
DEL | the | ****
DEL | answer | ****
SUB | is | dancers
SUB | he | the
SUB | cannot | not
SUB | doubt | the
OK | that | that
OK | he | he
OK | is | is
OK | himself | himself
SUB | thinking | think
OK | that | that
SUB | would | oneself
SUB | be | or
SUB | self-refuting | feud
OK | and | and
OK | so | so
OK | descartes | descartes
OK | used | used
SUB | the | a
OK | method | method
OK | of | of
OK | doubt | doubt
OK | to | to
SUB | say | state
OK | there's | there's
OK | something | something
OK | really | really
OK | different | different
OK | about | about
OK | having | having
OK | a | a
OK | body | body
SUB | that's | best
OK | always | always
OK | uncertain | uncertain
OK | from | from
OK | having | having
DEL | a | ****
SUB | mind | online
OK | and | and
OK | he | he
DEL | used | ****
SUB | this | uses
OK | argument | argument
OK | as | as
OK | a | a
OK | way | way
OK | to | to
OK | support | support
OK | dualism | dualism
OK | as | as
INS | **** | it
OK | a | a
OK | way | way
OK | to | to
OK | support | support
DEL | the | ****
OK | idea | idea
DEL | that | ****
OK | bodies | bodies
OK | and | and
OK | minds | minds
OK | are | are
OK | separate | separate
OK | and | and
OK | so | so
SUB | he | we
OK | concluded | concluded
OK | i | i
OK | knew | knew
OK | that | that
OK | i | i
OK | was | was
OK | a | a
OK | substance | substance
SUB | the | a
OK | whole | whole
OK | essence | essence
SUB | or | are
OK | nature | nature
DEL | of | ****
OK | which | which
OK | is | is
SUB | to | a
OK | think | think
OK | and | and
OK | that | that
DEL | for | ****
SUB | its | horse
OK | existence | existence
DEL | there | ****
SUB | is | there's
OK | no | no
OK | need | need
OK | of | of
DEL | any | ****
SUB | place | anyplace
OK | nor | nor
OK | does | does
DEL | it | ****
SUB | depend | the
SUB | on | pen
SUB | any | and
SUB | material | immaterial
SUB | thing | think
OK | that | that
OK | is | is
OK | to | to
OK | say | say
OK | the | the
OK | soul | soul
OK | by | by
OK | which | which
OK | i | i
OK | am | am
OK | when | when
OK | i | i
DEL | am | ****
OK | is | is
OK | entirely | entirely
INS | **** | just
SUB | distinct | think
OK | from | from
SUB | body | baht
OK | now | now
DEL | i | ****
SUB | said | a
SUB | before | settle
SUB | that | for
OK | this | this
OK | is | is
OK | common | common
OK | sense | sense
OK | and | and
DEL | i | ****
DEL | want | ****
SUB | to | one
OK | illustrate | illustrate
DEL | the | ****
OK | common | common
OK | sense | sense
DEL | nature | ****
SUB | of | major
OK | this | this
SUB | in | and
SUB | a | if
SUB | few | you
SUB | ways | wait
OK | one | one
OK | thing | thing
OK | is | is
OK | our | our
OK | dualism | dualism
OK | is | is
DEL | enmeshed | ****
SUB | in | a
SUB | our | national
OK | language | language
OK | so | so
OK | we | we
OK | have | have
OK | a | a
OK | certain | certain
DEL | mode | ****
SUB | of | motive
OK | talking | talking
OK | about | about
OK | things | things
OK | that | that
OK | we | we
DEL | own | ****
SUB | or | all
OK | things | things
OK | that | that
OK | are | are
DEL | close | ****
SUB | to | post
SUB | us | works
OK | my | my
OK | arm | arm
OK | my | my
OK | heart | heart
OK | my | my
OK | child | child
OK | my | my
OK | car | car
SUB | but | what
OK | we | we
OK | also | also
DEL | extend | ****
SUB | that | extended
OK | to | to
OK | my | my
OK | body | body
DEL | and | ****
OK | my | my
OK | brain | brain
DEL | we | ****
OK | talk | talk
OK | about | about
SUB | owning | only
SUB | our | your
SUB | brains | brain
OK | as | as
OK | if | if
OK | we're | we're
OK | somehow | somehow
OK | separate | separate
OK | from | from
DEL | them | ****
OK | our | our
OK | dualism | dualism
OK | shows | shows
OK | up | up
INS | **** | into
SUB | in | which
SUB | intuitions | he
SUB | about | spoke
OK | personal | personal
OK | identity | identity
OK | and | and
OK | what | what
OK | this | this
OK | means | means
OK | is | is
OK | that | that
OK | common | common
OK | sense | sense
OK | tells | tells
OK | us | us
OK | that | that
OK | somebody | somebody
OK | can | can
OK | be | be
OK | the | the
OK | same | same
OK | person | person
SUB | even | human
SUB | if | of
OK | their | their
OK | body | body
INS | **** | under
SUB | undergoes | goes
OK | radical | radical
SUB | and | found
SUB | profound | changes
SUB | changes | arm
OK | the | the
OK | best | best
OK | examples | examples
OK | of | of
OK | this | this
SUB | are | our
OK | fictional | fictional
OK | so | so
OK | we | we
OK | have | have
INS | **** | no
INS | **** | wonder
OK | no | no
OK | problem | problem
OK | understanding | understanding
OK | a | a
OK | movie | movie
SUB | where | we're
OK | somebody | somebody
OK | goes | goes
OK | to | to
OK | sleep | sleep
OK | as | as
OK | a | a
OK | teenager | teenager
SUB | and | in
OK | wakes | wakes
OK | up | up
SUB | as | farmer
SUB | jennifer | some
SUB | garner | all
SUB | as | person
SUB | an | now
SUB | older | medualla
SUB | person | release
SUB | now | it
OK | nobody | nobody
OK | says | says
SUB | oh | thought
OK | that's | that's
OK | a | a
OK | documentary | documentary
OK | i | i
OK | believe | believe
OK | that | that
DEL | thoroughly | ****
DEL | true | ****
SUB | but | for
SUB | at | a
SUB | the | true
OK | same | same
OK | time | time
OK | nobody | nobody
OK | no | no
OK | adult | adult
SUB | no | know
OK | teenager | teenager
OK | no | no
OK | child | child
INS | **** | of
INS | **** | a
SUB | ever | thesis
SUB | leaves | on
SUB | and | to
SUB | says | we
SUB | i'm | conception
SUB | totally | we
SUB | conceptually | can
SUB | confused | you
OK | rather | rather
OK | we | we
INS | **** | followed
INS | **** | follow
OK | follow | follow
OK | the | the
OK | story | story
OK | we | we
OK | can | can
OK | also | also
OK | follow | follow
OK | stories | stories
INS | **** | on
OK | which | which
SUB | involve | involved
OK | more | more
OK | profound | profound
SUB | transformations | transformation
OK | as | as
OK | when | when
OK | a | a
OK | man | man
OK | dies | dies
OK | and | and
OK | is | is
OK | reborn | reborn
DEL | into | ****
DEL | the | ****
DEL | body | ****
DEL | of | ****
DEL | a | ****
SUB | child | lyle
OK | now | now
OK | you | you
OK | might | might
OK | have | have
OK | different | different
OK | views | views
OK | around | around
OK | people | people
DEL | around | ****
DEL | this | ****
SUB | room | runners
SUB | will | for
SUB | have | what
OK | different | different
DEL | views | ****
DEL | as | ****
SUB | to | so
OK | whether | whether
SUB | reincarnation | we
SUB | really | information
SUB | exists | really
OK | but | but
OK | we | we
OK | can | can
OK | imagine | imagine
OK | it | it
DEL | we | ****
SUB | could | would
OK | imagine | imagine
OK | a | a
OK | person | person
SUB | dying | don
OK | and | and
DEL | then | ****
SUB | reemerging | re
SUB | in | emerging
OK | another | another
OK | body | body
OK | this | this
OK | is | is
OK | not | not
OK | hollywood | hollywood
OK | invention | invention
DEL | one | ****
SUB | of | when
SUB | the | a
OK | great | great
OK | short | short
OK | stories | stories
OK | of | of
DEL | the | ****
OK | last | last
OK | century | century
DEL | begins | ****
DEL | with | ****
DEL | a | ****
SUB | sentence | begin
OK | by | by
SUB | franz | ponds
SUB | kafka | pop
OK | as | as
SUB | gregor | greater
SUB | samsa | sam's
SUB | woke | awoke
OK | one | one
OK | morning | morning
OK | from | from
OK | uneasy | uneasy
DEL | dreams | ****
SUB | he | beauty
OK | found | found
DEL | himself | ****
DEL | transformed | ****
DEL | in | ****
DEL | his | ****
SUB | bed | self
SUB | into | and
SUB | a | wanton
SUB | gigantic | does
SUB | insect | that
OK | and | and
OK | again | again
INS | **** | hopped
SUB | kafka | in
OK | invites | invites
OK | us | us
OK | to | to
OK | imagine | imagine
OK | waking | waking
OK | up | up
OK | into | into
OK | a | a
OK | body | body
OK | of | of
OK | a | a
SUB | cockroach | copper
OK | and | and
OK | we | we
OK | can | can
OK | this | this
OK | is | is
OK | also | also
DEL | not | ****
SUB | modern | water
OK | hundreds | hundreds
OK | of | of
OK | years | years
OK | before | before
OK | the | the
OK | birth | birth
OK | of | of
OK | christ | christ
OK | homer | homer
SUB | described | describe
OK | the | the
OK | fate | fate
OK | of | of
OK | the | the
OK | companions | companions
INS | **** | a
SUB | of | vote
SUB | odysseus | busiest
OK | who | who
SUB | were | are
OK | transformed | transformed
OK | by | by
OK | a | a
DEL | witch | ****
SUB | into | wish
SUB | pigs | indicates
SUB | actually | action
SUB | that's | is
OK | not | not
OK | quite | quite
OK | right | right
OK | she | she
OK | didn't | didn't
OK | turn | turn
SUB | them | amended
SUB | into | to
SUB | pigs | take
SUB | she | it
SUB | did | is
OK | something | something
SUB | worse | works
OK | she | she
SUB | stuck | stopped
OK | them | them
OK | in | in
OK | the | the
OK | bodies | bodies
OK | of | of
SUB | pigs | cakes
OK | they | they
DEL | had | ****
DEL | the | ****
DEL | head | ****
SUB | and | added
OK | voice | voice
SUB | and | in
SUB | bristles | brussels
OK | and | and
OK | body | body
SUB | of | oops
SUB | swine | mind
OK | but | but
SUB | their | there
OK | minds | minds
OK | remained | remained
DEL | unchanged | ****
DEL | as | ****
DEL | before | ****
OK | so | so
OK | they | they
OK | were | were
DEL | penned | ****
SUB | there | candor
OK | weeping | weeping
OK | and | and
OK | we | we
OK | are | are
OK | invited | invited
OK | to | to
OK | imagine | imagine
OK | the | the
OK | fate | fate
OK | of | of
OK | again | again
OK | finding | finding
SUB | ourselves | themselves
OK | in | in
SUB | the | a
OK | bodies | bodies
OK | of | of
OK | other | other
OK | creatures | creatures
SUB | and | any
SUB | if | given
SUB | you | a
SUB | can | match
SUB | imagine | in
SUB | this | s
OK | this | this
OK | is | is
OK | because | because
OK | you | you
INS | **** | arm
SUB | are | action
SUB | imagining | in
SUB | what | white
OK | you | you
OK | are | are
SUB | as | s
SUB | separate | suffer
OK | from | from
OK | the | the
OK | body | body
DEL | that | ****
SUB | you | they
SUB | reside | human
SUB | in | side
OK | we | we
OK | allow | allow
OK | for | for
DEL | the | ****
OK | notion | notion
OK | that | that
OK | many | many
OK | people | people
OK | can | can
OK | occupy | occupy
OK | one | one
OK | body | body
OK | this | this
OK | is | is
OK | a | a
INS | **** | main
SUB | mainstay | stay
OK | of | of
OK | some | some
OK | slapstick | slapstick
OK | humor | humor
OK | including | including
DEL | the | ****
OK | classic | classic
OK | movie | movie
OK | all | all
DEL | of | ****
SUB | me | the
OK | steve | steve
OK | martin | martin
DEL | and | ****
SUB | lily | lee
SUB | tomlin | problem
OK | highly | highly
OK | recommended | recommended
OK | but | but
OK | many | many
OK | people | people
OK | think | think
OK | this | this
OK | sort | sort
OK | of | of
OK | thing | thing
OK | really | really
OK | happens | happens
OK | one | one
OK | analysis | analysis
OK | of | of
OK | multiple | multiple
OK | personality | personality
OK | disorder | disorder
OK | is | is
OK | that | that
OK | you | you
SUB | have | had
OK | many | many
OK | people | people
OK | inside | inside
OK | a | a
OK | single | single
OK | body | body
OK | fighting | fighting
OK | it | it
OK | out | out
OK | for | for
OK | control | control
OK | now | now
OK | we | we
OK | will | will
OK | discuss | discuss
OK | multiple | multiple
SUB | personality | personalities
SUB | disorder | work
SUB | towards | for
SUB | the | c.
SUB | end | n.
OK | of | of
DEL | the | ****
SUB | semester | this
SUB | and | mastered
OK | it | it
OK | turns | turns
OK | out | out
OK | things | things
OK | are | are
DEL | a | ****
OK | good | good
OK | deal | deal
OK | more | more
OK | complicated | complicated
OK | than | than
DEL | this | ****
OK | but | but
OK | still | still
OK | my | my
OK | point | point
INS | **** | is
SUB | isn't | an
OK | about | about
OK | how | how
OK | it | it
OK | really | really
OK | is | is
DEL | but | ****
OK | how | how
OK | we | we
OK | think | think
OK | about | about
DEL | it | ****
OK | common | common
OK | sense | sense
OK | tells | tells
OK | us | us
OK | you | you
OK | could | could
OK | have | have
OK | more | more
OK | than | than
OK | one | one
OK | person | person
OK | inside | inside
OK | a | a
OK | single | single
OK | body | body
SUB | this | it
OK | shows | shows
OK | up | up
OK | in | in
OK | a | a
OK | different | different
OK | context | context
OK | involving | involving
INS | **** | action
SUB | exorcisms | systems
SUB | where | we're
OK | many | many
SUB | belief | believe
OK | systems | systems
OK | allow | allow
OK | for | for
OK | the | the
OK | idea | idea
OK | that | that
OK | people's | people's
OK | behavior | behavior
INS | **** | can
SUB | particularly | the
SUB | their | there
SUB | evil | people
SUB | or | are
SUB | irrational | rational
OK | behavior | behavior
OK | could | could
OK | be | be
OK | because | because
OK | something | something
OK | else | else
OK | has | has
OK | taken | taken
OK | over | over
SUB | their | they're
OK | bodies | bodies
OK | finally | finally
INS | **** | ah
OK | most | most
OK | people | people
OK | around | around
OK | the | the
OK | world | world
SUB | all | or
OK | religions | religions
OK | and | and
OK | most | most
OK | people | people
OK | in | in
OK | most | most
OK | countries | countries
OK | at | at
OK | most | most
OK | times | times
OK | believe | believe
OK | that | that
OK | people | people
OK | can | can
OK | survive | survive
DEL | the | ****
SUB | destruction | structures
SUB | of | there
SUB | their | bodies
SUB | bodies | tom
OK | now | now
OK | cultures | cultures
OK | differ | differ
OK | according | according
OK | to | to
OK | the | the
SUB | fate | fake
OK | of | of
OK | the | the
OK | body | body
OK | some | some
OK | cultures | cultures
DEL | have | ****
SUB | the | happen
OK | body | body
OK | going | going
OK | to | to
SUB | sorry | hector
SUB | the | side
SUB | fate | of
SUB | of | a
OK | the | the
OK | soul | soul
OK | some | some
OK | cultures | cultures
OK | have | have
OK | you | you
OK | going | going
SUB | to | ahead
SUB | heaven | than
OK | or | or
OK | descending | descending
OK | to | to
OK | hell | hell
OK | others | others
OK | have | have
OK | you | you
SUB | occupying | occupy
OK | another | another
OK | body | body
INS | **** | i'm
OK | still | still
OK | others | others
OK | have | have
