OP | REF | HYP
OK | the | the
OK | puzzle | puzzle
DEL | we're | ****
DEL | going | ****
SUB | to | will
OK | be | be
OK | looking | looking
OK | at | at
OK | today | today
DEL | we're | ****
DEL | going | ****
DEL | to | ****
DEL | look | ****
SUB | at | well
SUB | a | that
OK | few | few
SUB | questions | correct
OK | first | first
DEL | we're | ****
DEL | going | ****
SUB | to | let's
OK | talk | talk
OK | from | from
DEL | first | ****
SUB | a | forces
OK | theoretical | theoretical
DEL | point | ****
SUB | of | pointed
SUB | view | you
OK | and | and
OK | then | then
DEL | an | ****
OK | empirical | empirical
DEL | point | ****
SUB | of | poignant
SUB | view | you
OK | about | about
OK | how | how
OK | males | males
OK | and | and
OK | females | females
OK | are | are
OK | different | different
OK | then | then
DEL | we're | ****
DEL | going | ****
SUB | to | let's
OK | talk | talk
OK | about | about
OK | sexual | sexual
INS | **** | attractive
SUB | attractiveness | mess
OK | some | some
OK | research | research
INS | **** | of
SUB | about | a
OK | what | what
OK | people | people
OK | find | find
OK | to | to
OK | be | be
OK | sexually | sexually
OK | attractive | attractive
OK | and | and
DEL | then | ****
SUB | we'll | all
SUB | talk | top
SUB | a | of
SUB | very | that
OK | little | little
DEL | bit | ****
DEL | at | ****
SUB | the | that
SUB | end | and
SUB | about | a
SUB | the | but
OK | origins | origins
OK | of | of
OK | sexual | sexual
OK | preference | preference
OK | why | why
OK | some | some
OK | people | people
SUB | are | worst
SUB | straight | great
OK | others | others
OK | gay | gay
OK | others | others
OK | bisexual | bisexual
DEL | and | ****
OK | others | others
OK | harder | harder
OK | to | to
INS | **** | classified
SUB | classify | on
OK | now | now
OK | of | of
OK | all | all
OK | the | the
OK | topics | topics
SUB | i'm | on
OK | presenting | presenting
DEL | sex | ****
SUB | is | sexes
OK | one | one
OK | of | of
OK | the | the
OK | sort | sort
OK | of | of
SUB | dicey | stacy
SUB | ones | want
OK | from | from
OK | an | an
OK | emotional | emotional
OK | point | point
OK | of | of
OK | view | view
OK | these | these
OK | are | are
OK | difficult | difficult
SUB | issues | issue
OK | because | because
OK | sex | sex
OK | is | is
OK | by | by
OK | definition | definition
OK | an | an
OK | intimate | intimate
OK | part | part
OK | of | of
OK | our | our
OK | lives | lives
OK | and | and
INS | **** | then
OK | it | it
OK | matters | matters
OK | a | a
OK | lot | lot
SUB | moreover | moral
SUB | sex | work
SUB | is | sexes
OK | fraught | fraught
SUB | with | will
OK | moral | moral
SUB | implications | implication
OK | and | and
SUB | since | says
OK | i'm | i'm
OK | talking | talking
OK | about | about
OK | this | this
OK | from | from
OK | at | at
OK | least | least
DEL | at | ****
OK | the | the
OK | beginning | beginning
OK | from | from
INS | **** | a
INS | **** | dar
INS | **** | with
OK | a | a
SUB | darwinian | an
OK | evolutionary | evolutionary
OK | perspective | perspective
INS | **** | on
INS | **** | a
SUB | i'm | mobile
SUB | obliged | like
OK | to | to
OK | start | start
SUB | off | up
OK | by | by
OK | dealing | dealing
OK | with | with
OK | some | some
OK | of | of
OK | the | the
OK | moral | moral
OK | consequences | consequences
OK | and | and
OK | moral | moral
OK | implications | implications
OK | so | so
OK | for | for
OK | instance | instance
OK | many | many
INS | **** | a
INS | **** | biology
SUB | biologists | us
OK | all | all
INS | **** | biology
SUB | biologists | us
OK | i | i
OK | would | would
OK | say | say
OK | will | will
SUB | have | of
OK | argued | argued
INS | **** | that
INS | **** | on
OK | that | that
OK | sexual | sexual
OK | behavior | behavior
OK | sexual | sexual
OK | action | action
OK | sexual | sexual
OK | desire | desire
SUB | is | this
SUB | to | is
OK | some | some
OK | extent | extent
OK | a | a
OK | biological | biological
OK | adaptation | adaptation
OK | existing | existing
OK | to | to
OK | spread | spread
SUB | our | are
OK | genes | genes
OK | from | from
OK | that | that
OK | perspective | perspective
INS | **** | and
INS | **** | non
SUB | then | crow
SUB | non-procreative | creative
OK | sex | sex
OK | including | including
INS | **** | on
OK | gay | gay
OK | sex | sex
OK | sex | sex
OK | with | with
OK | birth | birth
OK | control | control
OK | sex | sex
INS | **** | bright
INS | **** | most
SUB | by | men
SUB | post-menopausal | also
OK | women | women
INS | **** | i'm
OK | does | does
OK | not | not
SUB | serve | sure
OK | this | this
OK | reproductive | reproductive
OK | goal | goal
OK | and | and
OK | in | in
OK | some | some
OK | sense | sense
SUB | perhaps | wraps
OK | is | is
OK | unnatural | unnatural
OK | and | and
OK | one | one
OK | might | might
INS | **** | are
SUB | argue | you
OK | then | then
OK | does | does
OK | this | this
OK | mean | mean
OK | it's | it's
OK | wrong | wrong
SUB | we'll | will
OK | also | also
OK | be | be
OK | talking | talking
SUB | about | but
OK | sex | sex
DEL | differences | ****
OK | differences | differences
OK | between | between
OK | men | men
OK | and | and
OK | women | women
OK | for | for
OK | instance | instance
INS | **** | yeah
INS | **** | non
OK | in | in
OK | how | how
OK | much | much
OK | you | you
OK | want | want
OK | anonymous | anonymous
OK | sexual | sexual
OK | encounters | encounters
OK | differences | differences
OK | between | between
OK | men | men
OK | and | and
OK | women | women
OK | in | in
OK | social | social
OK | intelligence | intelligence
OK | in | in
OK | aggression | aggression
DEL | and | ****
OK | empathy | empathy
OK | and | and
OK | regardless | regardless
OK | of | of
OK | what | what
OK | you | you
OK | think | think
OK | about | about
OK | these | these
OK | differences | differences
SUB | whether | would
OK | you | you
OK | think | think
OK | they're | they're
OK | right | right
OK | or | or
OK | wrong | wrong
DEL | or | ****
SUB | it | are
OK | doesn't | doesn't
OK | matter | matter
SUB | you'll | you
SUB | ask | asked
SUB | the | a
OK | question | question
OK | to | to
OK | what | what
OK | extent | extent
OK | are | are
DEL | they | ****
SUB | mutable | amiable
OK | that | that
OK | is | is
DEL | if | ****
OK | they | they
OK | exist | exist
INS | **** | to
SUB | through | darwin
SUB | darwinian | you
OK | natural | natural
OK | selection | selection
OK | to | to
OK | what | what
OK | extent | extent
INS | **** | calm
OK | can | can
OK | we | we
OK | ever | ever
OK | get | get
OK | rid | rid
OK | of | of
DEL | them | ****
DEL | and | ****
OK | i | i
DEL | want | ****
SUB | to | wanna
OK | address | address
OK | those | those
OK | two | two
OK | issues | issues
DEL | the | ****
OK | issues | issues
OK | of | of
OK | morality | morality
INS | **** | in
INS | **** | inevitable
SUB | and | witty
SUB | inevitability | on
OK | from | from
OK | the | the
OK | very | very
OK | start | start
OK | and | and
OK | i | i
DEL | want | ****
SUB | to | wanna
OK | start | start
OK | off | off
OK | with | with
INS | **** | bomb
INS | **** | look
OK | for | for
OK | each | each
OK | of | of
OK | them | them
OK | have | have
OK | a | a
SUB | quote | quarrel
OK | by | by
OK | a | a
OK | prominent | prominent
OK | evolutionary | evolutionary
INS | **** | dz
SUB | scholar | stalin
OK | so | so
OK | the | the
OK | first | first
OK | one | one
DEL | is | ****
OK | by | by
OK | steve | steve
SUB | pinker | thinker
SUB | in | and
OK | how | how
OK | the | the
OK | mind | mind
OK | works | works
SUB | and | in
SUB | he | their
SUB | writes | rights
OK | nature | nature
OK | does | does
OK | not | not
OK | dictate | dictate
OK | what | what
OK | we | we
OK | should | should
OK | accept | accept
SUB | or | the
OK | how | how
DEL | we | ****
SUB | should | which
OK | live | live
OK | our | our
OK | lives | lives
OK | well | well
OK | into | into
INS | **** | micro
SUB | my | pro
SUB | procreating | kuwaiti
OK | years | years
OK | i | i
SUB | am | and
OK | so | so
OK | far | far
OK | voluntarily | voluntarily
INS | **** | trial
SUB | childless | us
OK | having | having
INS | **** | swan
SUB | squandered | rd
OK | my | my
OK | biological | biological
OK | resources | resources
OK | reading | reading
OK | and | and
OK | writing | writing
OK | doing | doing
OK | research | research
OK | helping | helping
SUB | friends | of
SUB | and | france's
OK | students | students
OK | and | and
OK | jogging | jogging
OK | in | in
OK | circles | circles
OK | ignoring | ignoring
OK | the | the
OK | solemn | solemn
SUB | imperative | dared
OK | to | to
OK | spread | spread
OK | my | my
OK | genes | genes
INS | **** | why
INS | **** | don't
SUB | by | we
SUB | darwinian | in
OK | standards | standards
OK | i | i
OK | am | am
DEL | a | ****
OK | horrible | horrible
OK | mistake | mistake
OK | a | a
OK | pathetic | pathetic
OK | loser | loser
OK | but | but
DEL | i | ****
SUB | am | i'm
OK | happy | happy
DEL | to | ****
DEL | be | ****
OK | that | that
OK | way | way
DEL | and | ****
SUB | if | of
OK | my | my
OK | genes | genes
OK | don't | don't
OK | like | like
OK | it | it
OK | they | they
OK | can | can
OK | go | go
OK | jump | jump
OK | in | in
OK | the | the
OK | lake | lake
INS | **** | he
SUB | pinker's | this
OK | point | point
OK | i | i
OK | think | think
OK | is | is
OK | a | a
OK | reasonable | reasonable
OK | one | one
INS | **** | ah
OK | it | it
OK | is | is
OK | true | true
OK | that | that
OK | certain | certain
OK | things | things
OK | we | we
OK | do | do
OK | exist | exist
OK | to | to
OK | serve | serve
OK | the | the
OK | dictates | dictates
OK | of | of
OK | natural | natural
OK | selection | selection
OK | but | but
OK | that | that
OK | doesn't | doesn't
OK | make | make
OK | them | them
OK | right | right
INS | **** | how
SUB | if | did
OK | you | you
OK | think | think
OK | that | that
OK | something | something
OK | is | is
OK | only | only
OK | right | right
OK | if | if
OK | it | it
OK | leads | leads
OK | to | to
OK | the | the
OK | generation | generation
OK | of | of
OK | more | more
OK | genes | genes
OK | if | if
OK | it | it
OK | leads | leads
OK | to | to
OK | reproduction | reproduction
SUB | then | can
SUB | you're | you
OK | not | not
SUB | going | that
SUB | to | i
OK | think | think
OK | very | very
OK | much | much
OK | about | about
OK | birth | birth
OK | control | control
SUB | you're | you
OK | not | not
DEL | going | ****
SUB | to | a
SUB | think | thing
OK | very | very
OK | much | much
OK | about | about
OK | any | any
OK | sort | sort
OK | of | of
SUB | non-procreative | non
SUB | sex | crow
SUB | on | created
SUB | the | sex
SUB | other | another
SUB | hand | and
OK | if | if
OK | you're | you're
OK | moreover | moreover
OK | if | if
OK | you | you
OK | think | think
OK | something's | something's
OK | wrong | wrong
OK | if | if
INS | **** | it's
INS | **** | to
INS | **** | it
OK | it's | it's
OK | unnatural | unnatural
INS | **** | you
SUB | you're | not
SUB | going | that
SUB | to | i
OK | think | think
OK | much | much
OK | about | about
OK | flying | flying
DEL | in | ****
OK | a | a
OK | plane | plane
OK | or | or
INS | **** | refer
INS | **** | to
SUB | refrigerating | raiding
OK | food | food
OK | or | or
OK | surviving | surviving
DEL | a | ****
OK | severe | severe
OK | infection | infection
OK | more | more
OK | generally | generally
OK | our | our
OK | bodies | bodies
OK | and | and
OK | brains | brains
OK | have | have
OK | evolved | evolved
DEL | for | ****
OK | reproductive | reproductive
OK | success | success
SUB | but | that
OK | we | we
OK | can | can
OK | use | use
OK | these | these
OK | brains | brains
DEL | to | ****
OK | choose | choose
SUB | our | around
SUB | own | destiny
SUB | destinies | is
OK | nothing | nothing
OK | moral | moral
OK | necessarily | necessarily
SUB | follows | follow
OK | from | from
DEL | the | ****
DEL | facts | ****
SUB | of | factor
OK | biology | biology
OK | that's | that's
DEL | all | ****
DEL | i'm | ****
SUB | going | on
SUB | to | essay
SUB | say | about
SUB | about | more
SUB | morality | out
OK | but | but
OK | i | i
OK | want | want
OK | you | you
OK | to | to
OK | keep | keep
DEL | it | ****
OK | in | in
OK | mind | mind
OK | when | when
OK | we | we
SUB | discuss | discussed
OK | different | different
OK | claims | claims
SUB | about | were
OK | what's | what's
SUB | evolved | of
SUB | and | all
OK | what | what
OK | hasn't | hasn't
OK | what | what
INS | **** | ability
INS | **** | never
INS | **** | the
SUB | about | billie
SUB | inevitability | i'm
OK | here | here
OK | i | i
DEL | want | ****
SUB | to | wanna
SUB | turn | turned
OK | to | to
OK | richard | richard
OK | dawkins | dawkins
OK | richard | richard
OK | dawkins | dawkins
DEL | writes | ****
DEL | if | ****
SUB | a | rights
SUB | child | average
SUB | has | violence
OK | had | had
OK | bad | bad
OK | teaching | teaching
OK | in | in
OK | mathematics | mathematics
DEL | it | ****
DEL | is | ****
SUB | accepted | the
SUB | that | disease
SUB | a | the
OK | resulting | resulting
OK | deficiency | deficiency
OK | can | can
OK | be | be
SUB | remedied | remedy
OK | by | by
SUB | extra-good | actually
SUB | teaching | good
SUB | in | teaching
SUB | the | and
OK | following | following
OK | year | year
SUB | but | would
OK | any | any
OK | suggestion | suggestion
SUB | that | of
SUB | the | a
SUB | child's | trials
SUB | deficiency | efficiency
SUB | might | may
OK | have | have
OK | a | a
OK | genetic | genetic
OK | origin | origin
OK | is | is
OK | likely | likely
OK | to | to
OK | be | be
OK | greeted | greeted
OK | with | with
OK | something | something
OK | approaching | approaching
DEL | despair | ****
DEL | if | ****
SUB | it's | this
SUB | in | there
SUB | the | did
OK | genes | genes
SUB | it | is
SUB | is | it
SUB | determined | conduct
OK | and | and
OK | nothing | nothing
OK | can | can
OK | be | be
OK | done | done
OK | about | about
OK | it | it
OK | this | this
OK | is | is
OK | pernicious | pernicious
OK | nonsense | nonsense
OK | on | on
OK | an | an
OK | almost | almost
OK | astrological | astrological
OK | scale | scale
OK | genetic | genetic
OK | causes | causes
DEL | and | ****
OK | environmental | environmental
OK | causes | causes
OK | are | are
DEL | in | ****
OK | principle | principle
OK | no | no
OK | different | different
OK | from | from
OK | each | each
OK | other | other
OK | some | some
OK | may | may
OK | be | be
SUB | harder | hard
OK | to | to
OK | reverse | reverse
OK | others | others
OK | may | may
OK | be | be
OK | easy | easy
SUB | what | why
OK | did | did
INS | **** | genes
INS | **** | wedded
OK | genes | genes
OK | do | do
OK | to | to
OK | deserve | deserve
OK | their | their
OK | sinister | sinister
INS | **** | juggernaut
SUB | juggernaut-like | like
OK | reputation | reputation
OK | why | why
OK | are | are
OK | genes | genes
OK | thought | thought
OK | to | to
OK | be | be
OK | so | so
OK | much | much
OK | more | more
OK | fixed | fixed
OK | and | and
OK | inescapable | inescapable
DEL | in | ****
DEL | their | ****
SUB | effects | winner
SUB | than | effect
OK | television | television
OK | nuns | nuns
OK | or | or
OK | books | books
OK | i | i
OK | like | like
OK | the | the
OK | nuns | nuns
DEL | and | ****
SUB | the | pomp
SUB | point | and
SUB | here | only
SUB | is | areas
OK | what | what
OK | causes | causes
OK | something | something
OK | is | is
OK | logically | logically
OK | separate | separate
OK | from | from
OK | what | what
OK | can | can
OK | reverse | reverse
OK | it | it
SUB | and | an
OK | you | you
DEL | can | ****
OK | think | think
OK | of | of
OK | clear | clear
OK | cases | cases
SUB | where | we're
OK | something | something
OK | is | is
OK | plainly | plainly
SUB | genetic | jeanette
SUB | but | what
OK | is | is
OK | fairly | fairly
OK | easily | easily
OK | reversed | reversed
DEL | and | ****
SUB | where | or
OK | something | something
OK | is | is
OK | cultural | cultural
SUB | and | in
OK | is | is
OK | very | very
OK | difficult | difficult
OK | to | to
OK | reverse | reverse
OK | here's | here's
OK | an | an
OK | example | example
OK | my | my
INS | **** | ive
SUB | eyesight | side
OK | is | is
OK | quite | quite
SUB | poor | for
OK | the | the
OK | reason | reason
OK | why | why
OK | my | my
SUB | eyesight | eyes
SUB | is | face
SUB | quite | blake
SUB | poor | for
OK | is | is
OK | not | not
INS | **** | to
SUB | due | to
OK | to | to
INS | **** | pay
SUB | the | g
SUB | patriarchy | artie
OK | television | television
OK | culture | culture
SUB | or | are
OK | the | the
OK | man | man
OK | rather | rather
OK | my | my
INS | **** | i
SUB | eyesight | said
OK | is | is
OK | quite | quite
DEL | poor | ****
SUB | due | war
SUB | to | you
SUB | the | look
SUB | crappy | happy
OK | genes | genes
OK | mom | mom
OK | and | and
OK | dad | dad
DEL | gave | ****
DEL | me | ****
DEL | it | ****
SUB | is | david
OK | genetically | genetically
OK | determined | determined
SUB | if | of
OK | anything | anything
SUB | is | as
OK | it | it
OK | is | is
OK | also | also
SUB | fairly | clearly
OK | easy | easy
DEL | to | ****
SUB | fix | effects
SUB | there | thirties
SUB | are | mush
SUB | these | genes
SUB | machines | how
SUB | where | would
SUB | they | you
OK | put | put
SUB | panes | genes
OK | of | of
DEL | glass | ****
DEL | in | ****
SUB | front | last
SUB | of | cried
OK | your | your
OK | eyes | eyes
OK | and | and
DEL | help | ****
SUB | you | helping
OK | to | to
OK | see | see
SUB | better | that
OK | more | more
OK | advanced | advanced
OK | machines | machines
OK | known | known
OK | as | as
OK | contact | contact
OK | lenses | lenses
OK | actually | actually
OK | stick | stick
DEL | the | ****
SUB | thing | dipping
OK | into | into
OK | your | your
OK | eyes | eyes
OK | and | and
OK | at | at
OK | the | the
OK | cost | cost
OK | of | of
OK | occasional | occasional
OK | infections | infections
INS | **** | you
INS | **** | are
INS | **** | to
OK | you | you
SUB | come | become
OK | to | to
OK | see | see
INS | **** | that
INS | **** | it
SUB | better | is
SUB | it's | why
SUB | biologically | logically
SUB | caused | cost
OK | but | but
OK | fairly | fairly
OK | easy | easy
DEL | to | ****
SUB | fix | defects
OK | on | on
OK | the | the
OK | other | other
SUB | hand | hands
OK | take | take
OK | an | an
OK | example | example
OK | of | of
SUB | society's | science
OK | treatment | treatment
OK | of | of
SUB | the | those
SUB | obese | weeks
OK | it | it
OK | turns | turns
OK | out | out
OK | when | when
OK | we | we
OK | and | and
SUB | we'll | we
SUB | get | will
SUB | to | get
SUB | this | us
OK | a | a
OK | little | little
DEL | bit | ****
SUB | when | that
SUB | we | without
SUB | talk | what
SUB | about | sexual
SUB | sexual | attractive
SUB | attractiveness | yes
SUB | how | health
SUB | thin | in
OK | somebody | somebody
SUB | is | years
OK | or | or
OK | how | how
SUB | fat | bad
OK | they | they
OK | are | are
OK | what | what
OK | you | you
OK | think | think
OK | of | of
OK | that | that
OK | is | is
OK | actually | actually
OK | not | not
INS | **** | typically
SUB | particularly | hard
SUB | hard-wired | why
SUB | it | the
OK | varies | varies
OK | a | a
OK | lot | lot
OK | from | from
OK | culture | culture
OK | to | to
OK | culture | culture
OK | but | but
OK | once | once
DEL | it's | ****
SUB | in | is
SUB | a | enough
OK | culture | culture
OK | it | it
OK | is | is
OK | almost | almost
OK | impossible | impossible
OK | to | to
SUB | shake | dz
OK | so | so
OK | the | the
OK | point | point
OK | there | there
OK | is | is
OK | just | just
OK | that | that
OK | genetic | genetic
OK | does | does
OK | not | not
OK | mean | mean
OK | inevitable | inevitable
OK | and | and
OK | cultural | cultural
OK | does | does
OK | not | not
OK | mean | mean
OK | easy | easy
DEL | to | ****
SUB | fix | defects
OK | okay | okay
SUB | that's | best
OK | general | general
INS | **** | backed
SUB | background | up
OK | let's | let's
OK | start | start
OK | with | with
OK | basic | basic
OK | sex | sex
DEL | ed | ****
SUB | what's | that
SUB | the | was
SUB | difference | it
SUB | between | differently
OK | males | males
OK | and | and
OK | females | females
OK | well | well
OK | don't | don't
OK | even | even
OK | think | think
OK | penis | penis
SUB | and | under
SUB | vagina | john
SUB | there | out
SUB | are | there's
OK | a | a
OK | lot | lot
OK | of | of
OK | animals | animals
OK | that | that
SUB | have | had
OK | neither | neither
OK | one | one
OK | and | and
INS | **** | it
SUB | the | it
SUB | difference | was
OK | actually | actually
OK | runs | runs
OK | deeper | deeper
OK | by | by
