OP | REF | HYP
OK | and | and
OK | three | three
OK | seconds | seconds
INS | **** | oh
OK | as | as
SUB | gleick | like
OK | says | says
DEL | this | ****
DEL | is | ****
OK | not | not
OK | much | much
OK | even | even
SUB | if | at
OK | the | the
OK | four | four
OK | minutes | minutes
INS | **** | is
INS | **** | the
SUB | excludes | explodes
OK | time | time
SUB | spent | then
OK | flirting | flirting
OK | dancing | dancing
INS | **** | i'm
SUB | ogling | doing
OK | cruising | cruising
SUB | the | double
SUB | boulevard | apart
SUB | toning | toni
OK | up | up
OK | in | in
SUB | gyms | jams
SUB | toning | tony
OK | up | up
SUB | in | and
OK | beauty | beauty
SUB | parlors | bars
OK | rehearsing | rehearsing
OK | pick | pick
OK | up | up
INS | **** | winds
SUB | lines | shower
SUB | showering | and
SUB | thinking | king
OK | about | about
OK | sex | sex
OK | reading | reading
OK | about | about
OK | sex | sex
INS | **** | brutally
INS | **** | pornographic
SUB | doodling | late
SUB | pornographically | i
OK | looking | looking
OK | at | at
OK | erotic | erotic
INS | **** | mag
SUB | magazines | teens
OK | renting | renting
OK | videos | videos
OK | dreaming | dreaming
OK | of | of
OK | sex | sex
OK | looking | looking
OK | at | at
OK | fashion | fashion
OK | magazines | magazines
OK | cleaning | cleaning
OK | up | up
OK | after | after
OK | sex | sex
OK | coping | coping
OK | with | with
OK | the | the
OK | consequences | consequences
OK | of | of
OK | sex | sex
OK | building | building
OK | towers | towers
OK | or | or
OK | otherwise | otherwise
INS | **** | were
SUB | repressing | pressing
OK | transferring | transferring
OK | and | and
INS | **** | so
INS | **** | blow
SUB | sublimating | mating
SUB | and | ed
OK | i | i
OK | like | like
OK | this | this
OK | passage | passage
OK | because | because
OK | it | it
OK | illustrates | illustrates
OK | two | two
OK | points | points
DEL | two | ****
SUB | important | one
SUB | points | point
OK | one | one
OK | is | is
OK | we | we
OK | don't | don't
OK | actually | actually
INS | **** | is
OK | spend | spend
OK | that | that
OK | much | much
OK | time | time
OK | on | on
SUB | sex | set
OK | in | in
OK | fact | fact
SUB | the | a
OK | four | four
OK | minutes | minutes
SUB | and | in
OK | three | three
OK | seconds | seconds
DEL | is | ****
SUB | an | news
SUB | interesting | resting
OK | number | number
OK | because | because
INS | **** | when
INS | **** | you
INS | **** | and
OK | when | when
OK | you | you
OK | do | do
SUB | times | time
OK | studies | studies
DEL | on | ****
OK | how | how
OK | much | much
OK | americans | americans
SUB | spend | ben
OK | filling | filling
OK | out | out
INS | **** | we're
SUB | tax-related | late
SUB | forms | informs
OK | for | for
INS | **** | it
SUB | the | i
SUB | irs | arrest
OK | it's | it's
OK | four | four
OK | minutes | minutes
SUB | and | in
OK | a | a
OK | few | few
INS | **** | zack
SUB | seconds | wrong
OK | but | but
OK | the | the
OK | passage | passage
OK | also | also
OK | points | points
SUB | out | at
OK | that | that
OK | regardless | regardless
OK | of | of
OK | the | the
OK | brute | brute
OK | time | time
OK | we | we
OK | spend | spend
OK | on | on
OK | it | it
OK | it | it
OK | is | is
INS | **** | six
INS | **** | if
SUB | extraordinarily | ordinarily
OK | important | important
SUB | everything | on
SUB | in | everything
SUB | life | unlike
OK | follows | follows
OK | from | from
DEL | it | ****
OK | marriage | marriage
OK | family | family
OK | children | children
OK | much | much
OK | of | of
OK | aggression | aggression
OK | much | much
OK | of | of
OK | competition | competition
OK | much | much
OK | of | of
OK | art | art
OK | and | and
OK | music | music
OK | and | and
OK | creative | creative
OK | pursuits | pursuits
OK | much | much
OK | of | of
OK | everything | everything
OK | follows | follows
OK | from | from
SUB | it | that
OK | if | if
OK | we | we
OK | were | were
DEL | a | ****
OK | creature | creature
OK | without | without
SUB | sex | sacks
OK | everything | everything
OK | would | would
OK | be | be
OK | different | different
OK | and | and
SUB | what's | was
OK | interesting | interesting
OK | is | is
OK | there | there
OK | are | are
OK | creatures | creatures
OK | without | without
OK | sex | sex
OK | there | there
OK | are | are
OK | creatures | creatures
OK | that | that
SUB | reproduce | reproduced
OK | by | by
OK | cloning | cloning
OK | and | and
OK | in | in
OK | fact | fact
OK | this | this
OK | basic | basic
OK | fact | fact
OK | about | about
OK | people | people
OK | that | that
OK | we | we
OK | fall | fall
OK | roughly | roughly
INS | **** | in
SUB | into | the
OK | males | males
OK | and | and
OK | females | females
OK | is | is
SUB | an | a
OK | evolutionary | evolutionary
SUB | mystery | nest
OK | it's | it's
OK | not | not
OK | clear | clear
OK | why | why
OK | animals | animals
OK | that | that
OK | are | are
OK | somewhat | somewhat
INS | **** | lard
SUB | large | from
SUB | have | a
SUB | two | pub
SUB | sexes | while
SUB | from | logical
SUB | a | darwin
SUB | biological | the
SUB | darwinian | in
OK | perspective | perspective
INS | **** | adding
SUB | having | to
SUB | two | sex
SUB | sexes | is
OK | is | is
OK | bizarre | bizarre
SUB | because | his
OK | each | each
OK | time | time
OK | you | you
OK | have | have
OK | an | an
OK | offspring | offspring
OK | you | you
OK | toss | toss
OK | away | away
DEL | half | ****
SUB | your | happy
SUB | genes | jeans
OK | my | my
OK | children | children
OK | only | only
DEL | have | ****
DEL | each | ****
DEL | of | ****
SUB | them | adaptation
OK | have | have
OK | half | half
INS | **** | maybe
SUB | my | in
SUB | dna | may
OK | if | if
OK | i | i
SUB | were | was
OK | to | to
OK | clone | clone
OK | they | they
OK | would | would
OK | have | have
OK | all | all
OK | of | of
OK | it | it
OK | and | and
OK | so | so
OK | it's | it's
OK | a | a
OK | puzzle | puzzle
SUB | how | have
OK | sex | sex
OK | ever | ever
SUB | evolved | fall
OK | this | this
OK | is | is
OK | not | not
OK | a | a
OK | course | course
OK | in | in
OK | evolutionary | evolutionary
OK | biology | biology
OK | and | and
OK | that's | that's
OK | not | not
OK | the | the
OK | puzzle | puzzle
DEL | we're | ****
DEL | going | ****
SUB | to | will
OK | be | be
OK | looking | looking
OK | at | at
OK | today | today
DEL | we're | ****
DEL | going | ****
DEL | to | ****
SUB | look | well
SUB | at | that
SUB | a | if
SUB | few | your
SUB | questions | question
OK | first | first
DEL | we're | ****
DEL | going | ****
SUB | to | let's
OK | talk | talk
OK | from | from
DEL | first | ****
SUB | a | forces
OK | theoretical | theoretical
DEL | point | ****
SUB | of | pointed
OK | view | view
OK | and | and
OK | then | then
DEL | an | ****
DEL | empirical | ****
SUB | point | durable
SUB | of | poignant
SUB | view | you
OK | about | about
OK | how | how
OK | males | males
OK | and | and
OK | females | females
OK | are | are
OK | different | different
OK | then | then
DEL | we're | ****
DEL | going | ****
SUB | to | let's
OK | talk | talk
OK | about | about
OK | sexual | sexual
INS | **** | attractive
SUB | attractiveness | mess
OK | some | some
OK | research | research
INS | **** | of
SUB | about | a
OK | what | what
OK | people | people
OK | find | find
OK | to | to
OK | be | be
OK | sexually | sexually
OK | attractive | attractive
OK | and | and
DEL | then | ****
DEL | we'll | ****
SUB | talk | also
OK | a | a
OK | very | very
DEL | little | ****
DEL | bit | ****
DEL | at | ****
SUB | the | well
SUB | end | that
SUB | about | dan
SUB | the | but
OK | origins | origins
OK | of | of
OK | sexual | sexual
OK | preference | preference
OK | why | why
OK | some | some
OK | people | people
SUB | are | worst
SUB | straight | great
OK | others | others
SUB | gay | day
OK | others | others
SUB | bisexual | by
SUB | and | sexual
OK | others | others
OK | harder | harder
OK | to | to
INS | **** | classified
SUB | classify | mom
OK | now | now
OK | of | of
OK | all | all
OK | the | the
OK | topics | topics
SUB | i'm | on
OK | presenting | presenting
OK | sex | sex
OK | is | is
OK | one | one
OK | of | of
OK | the | the
OK | sort | sort
OK | of | of
INS | **** | the
SUB | dicey | icy
SUB | ones | winds
OK | from | from
OK | an | an
OK | emotional | emotional
OK | point | point
OK | of | of
OK | view | view
OK | these | these
OK | are | are
OK | difficult | difficult
SUB | issues | issue
OK | because | because
OK | sex | sex
OK | is | is
OK | by | by
OK | definition | definition
OK | an | an
OK | intimate | intimate
OK | part | part
OK | of | of
OK | our | our
OK | lives | lives
OK | and | and
INS | **** | then
OK | it | it
OK | matters | matters
OK | a | a
OK | lot | lot
OK | moreover | moreover
DEL | sex | ****
SUB | is | sexist
OK | fraught | fraught
SUB | with | will
OK | moral | moral
SUB | implications | implication
OK | and | and
SUB | since | says
OK | i'm | i'm
OK | talking | talking
OK | about | about
OK | this | this
OK | from | from
OK | at | at
OK | least | least
DEL | at | ****
OK | the | the
OK | beginning | beginning
OK | from | from
OK | a | a
INS | **** | dar
SUB | darwinian | within
OK | evolutionary | evolutionary
OK | perspective | perspective
INS | **** | mom
OK | i'm | i'm
OK | obliged | obliged
OK | to | to
DEL | start | ****
SUB | off | struck
OK | by | by
OK | dealing | dealing
OK | with | with
OK | some | some
OK | of | of
OK | the | the
OK | moral | moral
OK | consequences | consequences
OK | and | and
OK | moral | moral
OK | implications | implications
OK | so | so
OK | for | for
OK | instance | instance
OK | many | many
INS | **** | a
INS | **** | biology
SUB | biologists | us
OK | all | all
INS | **** | biology
SUB | biologists | is
OK | i | i
OK | would | would
OK | say | say
INS | **** | what
INS | **** | are
SUB | will | you
SUB | have | that
SUB | argued | on
OK | that | that
OK | sexual | sexual
OK | behavior | behavior
OK | sexual | sexual
OK | action | action
OK | sexual | sexual
OK | desire | desire
SUB | is | this
SUB | to | is
OK | some | some
OK | extent | extent
OK | a | a
OK | biological | biological
OK | adaptation | adaptation
OK | existing | existing
OK | to | to
OK | spread | spread
OK | our | our
OK | genes | genes
OK | from | from
OK | that | that
OK | perspective | perspective
INS | **** | than
INS | **** | non
SUB | then | crow
SUB | non-procreative | creative
OK | sex | sex
OK | including | including
INS | **** | on
OK | gay | gay
OK | sex | sex
OK | sex | sex
OK | with | with
OK | birth | birth
OK | control | control
OK | sex | sex
INS | **** | bright
INS | **** | post
SUB | by | menopause
SUB | post-menopausal | for
OK | women | women
INS | **** | i'm
OK | does | does
OK | not | not
SUB | serve | sir
OK | this | this
OK | reproductive | reproductive
OK | goal | goal
OK | and | and
OK | in | in
OK | some | some
OK | sense | sense
SUB | perhaps | wraps
OK | is | is
OK | unnatural | unnatural
OK | and | and
OK | one | one
OK | might | might
INS | **** | are
SUB | argue | you
OK | then | then
OK | does | does
OK | this | this
OK | mean | mean
OK | it's | it's
OK | wrong | wrong
OK | we'll | we'll
OK | also | also
OK | be | be
OK | talking | talking
OK | about | about
OK | sex | sex
DEL | differences | ****
OK | differences | differences
OK | between | between
OK | men | men
OK | and | and
OK | women | women
OK | for | for
OK | instance | instance
INS | **** | yeah
INS | **** | non
SUB | in | and
OK | how | how
OK | much | much
OK | you | you
OK | want | want
OK | anonymous | anonymous
OK | sexual | sexual
OK | encounters | encounters
OK | differences | differences
OK | between | between
OK | men | men
OK | and | and
OK | women | women
OK | in | in
OK | social | social
OK | intelligence | intelligence
OK | in | in
OK | aggression | aggression
DEL | and | ****
OK | empathy | empathy
OK | and | and
OK | regardless | regardless
OK | of | of
OK | what | what
OK | you | you
OK | think | think
OK | about | about
OK | these | these
INS | **** | the
INS | **** | defense
SUB | differences | says
SUB | whether | when
OK | you | you
OK | think | think
OK | they're | they're
OK | right | right
OK | or | or
OK | wrong | wrong
DEL | or | ****
SUB | it | are
OK | doesn't | doesn't
OK | matter | matter
SUB | you'll | you
SUB | ask | asked
SUB | the | a
OK | question | question
OK | to | to
OK | what | what
OK | extent | extent
OK | are | are
DEL | they | ****
SUB | mutable | amiable
OK | that | that
OK | is | is
DEL | if | ****
OK | they | they
OK | exist | exist
INS | **** | you
INS | **** | are
SUB | through | we
SUB | darwinian | a
OK | natural | natural
OK | selection | selection
OK | to | to
OK | what | what
OK | extent | extent
INS | **** | calm
OK | can | can
OK | we | we
OK | ever | ever
OK | get | get
OK | rid | rid
OK | of | of
DEL | them | ****
DEL | and | ****
OK | i | i
DEL | want | ****
SUB | to | wanna
OK | address | address
OK | those | those
OK | two | two
OK | issues | issues
DEL | the | ****
OK | issues | issues
OK | of | of
OK | morality | morality
INS | **** | in
INS | **** | enacted
SUB | and | ability
SUB | inevitability | bomb
OK | from | from
OK | the | the
OK | very | very
OK | start | start
OK | and | and
OK | i | i
DEL | want | ****
SUB | to | wanna
OK | start | start
OK | off | off
OK | with | with
INS | **** | bomb
INS | **** | look
OK | for | for
OK | each | each
OK | of | of
OK | them | them
OK | have | have
OK | a | a
SUB | quote | quarrel
OK | by | by
OK | a | a
OK | prominent | prominent
OK | evolutionary | evolutionary
INS | **** | it's
SUB | scholar | scholars
SUB | so | of
OK | the | the
OK | first | first
OK | one | one
DEL | is | ****
OK | by | by
OK | steve | steve
SUB | pinker | thinker
SUB | in | and
OK | how | how
OK | the | the
OK | mind | mind
OK | works | works
SUB | and | in
SUB | he | the
SUB | writes | rights
OK | nature | nature
OK | does | does
OK | not | not
OK | dictate | dictate
OK | what | what
OK | we | we
OK | should | should
OK | accept | accept
SUB | or | the
OK | how | how
DEL | we | ****
SUB | should | which
OK | live | live
OK | our | our
OK | lives | lives
OK | well | well
OK | into | into
INS | **** | micro
SUB | my | pro
SUB | procreating | kuwaiti
OK | years | years
OK | i | i
OK | am | am
OK | so | so
OK | far | far
OK | voluntarily | voluntarily
INS | **** | trial
SUB | childless | us
OK | having | having
INS | **** | swan
SUB | squandered | earn
OK | my | my
OK | biological | biological
OK | resources | resources
OK | reading | reading
OK | and | and
OK | writing | writing
OK | doing | doing
OK | research | research
OK | helping | helping
INS | **** | of
OK | friends | friends
OK | and | and
OK | students | students
OK | and | and
OK | jogging | jogging
OK | in | in
OK | circles | circles
OK | ignoring | ignoring
OK | the | the
OK | solemn | solemn
SUB | imperative | dared
OK | to | to
OK | spread | spread
OK | my | my
SUB | genes | jeans
OK | by | by
INS | **** | their
INS | **** | way
SUB | darwinian | in
OK | standards | standards
OK | i | i
OK | am | am
DEL | a | ****
OK | horrible | horrible
OK | mistake | mistake
OK | a | a
OK | pathetic | pathetic
OK | loser | loser
OK | but | but
DEL | i | ****
SUB | am | i'm
OK | happy | happy
OK | to | to
OK | be | be
OK | that | that
OK | way | way
DEL | and | ****
SUB | if | of
OK | my | my
OK | genes | genes
OK | don't | don't
OK | like | like
OK | it | it
OK | they | they
OK | can | can
OK | go | go
OK | jump | jump
OK | in | in
OK | the | the
OK | lake | lake
INS | **** | if
SUB | pinker's | this
OK | point | point
OK | i | i
OK | think | think
OK | is | is
OK | a | a
OK | reasonable | reasonable
OK | one | one
INS | **** | ah
OK | it | it
OK | is | is
OK | true | true
OK | that | that
OK | certain | certain
OK | things | things
OK | we | we
OK | do | do
OK | exist | exist
OK | to | to
OK | serve | serve
OK | the | the
OK | dictates | dictates
OK | of | of
OK | natural | natural
OK | selection | selection
OK | but | but
OK | that | that
OK | doesn't | doesn't
OK | make | make
OK | them | them
OK | right | right
INS | **** | ah
OK | if | if
OK | you | you
OK | think | think
OK | that | that
OK | something | something
OK | is | is
OK | only | only
OK | right | right
OK | if | if
OK | it | it
SUB | leads | needs
SUB | to | a
SUB | the | new
OK | generation | generation
OK | of | of
OK | more | more
SUB | genes | jeans
OK | if | if
OK | it | it
OK | leads | leads
OK | to | to
OK | reproduction | reproduction
SUB | then | can
SUB | you're | you
OK | not | not
SUB | going | that
SUB | to | i
OK | think | think
OK | very | very
OK | much | much
OK | about | about
OK | birth | birth
OK | control | control
SUB | you're | ah
SUB | not | you
SUB | going | not
OK | to | to
SUB | think | nothing
OK | very | very
OK | much | much
OK | about | about
OK | any | any
OK | sort | sort
OK | of | of
INS | **** | non
INS | **** | crow
SUB | non-procreative | created
SUB | sex | sacks
OK | on | on
OK | the | the
OK | other | other
OK | hand | hand
OK | if | if
OK | you're | you're
OK | moreover | moreover
OK | if | if
OK | you | you
OK | think | think
OK | something's | something's
OK | wrong | wrong
OK | if | if
INS | **** | it's
INS | **** | to
INS | **** | it
OK | it's | it's
OK | unnatural | unnatural
INS | **** | you
SUB | you're | not
SUB | going | that
SUB | to | i
OK | think | think
OK | much | much
OK | about | about
OK | flying | flying
DEL | in | ****
OK | a | a
OK | plane | plane
OK | or | or
INS | **** | refer
INS | **** | to
SUB | refrigerating | raiding
OK | food | food
OK | or | or
OK | surviving | surviving
DEL | a | ****
OK | severe | severe
OK | infection | infection
INS | **** | you
SUB | more | are
OK | generally | generally
OK | our | our
OK | bodies | bodies
OK | and | and
OK | brains | brains
OK | have | have
OK | evolved | evolved
DEL | for | ****
OK | reproductive | reproductive
OK | success | success
SUB | but | that
OK | we | we
OK | can | can
OK | use | use
OK | these | these
OK | brains | brains
SUB | to | shoes
SUB | choose | are
SUB | our | own
SUB | own | destiny
SUB | destinies | is
OK | nothing | nothing
OK | moral | moral
OK | necessarily | necessarily
OK | follows | follows
DEL | from | ****
OK | the | the
OK | facts | facts
OK | of | of
OK | biology | biology
OK | that's | that's
DEL | all | ****
DEL | i'm | ****
SUB | going | almost
SUB | to | a
SUB | say | boat
SUB | about | more
SUB | morality | hour
OK | but | but
OK | i | i
OK | want | want
OK | you | you
OK | to | to
OK | keep | keep
DEL | it | ****
OK | in | in
OK | mind | mind
OK | when | when
OK | we | we
SUB | discuss | discussed
OK | different | different
OK | claims | claims
SUB | about | were
OK | what's | what's
SUB | evolved | of
SUB | and | all
OK | what | what
OK | hasn't | hasn't
OK | what | what
OK | about | about
INS | **** | inhabited
INS | **** | villages
SUB | inevitability | i'm
OK | here | here
OK | i | i
DEL | want | ****
SUB | to | wanna
SUB | turn | turned
OK | to | to
OK | richard | richard
SUB | dawkins | docked
OK | richard | richard
DEL | dawkins | ****
SUB | writes | audience
SUB | if | race
SUB | a | the
SUB | child | trial
SUB | has | us
OK | had | had
OK | bad | bad
OK | teaching | teaching
OK | in | in
OK | mathematics | mathematics
DEL | it | ****
SUB | is | and
SUB | accepted | the
SUB | that | six
SUB | a | the
OK | resulting | resulting
OK | deficiency | deficiency
OK | can | can
OK | be | be
SUB | remedied | remedy
OK | by | by
INS | **** | extra
SUB | extra-good | good
OK | teaching | teaching
OK | in | in
OK | the | the
OK | following | following
OK | year | year
OK | but | but
OK | any | any
OK | suggestion | suggestion
SUB | that | of
SUB | the | a
SUB | child's | trials
SUB | deficiency | efficiency
SUB | might | may
OK | have | have
OK | a | a
OK | genetic | genetic
OK | origin | origin
OK | is | is
OK | likely | likely
OK | to | to
OK | be | be
OK | greeted | greeted
OK | with | with
OK | something | something
OK | approaching | approaching
DEL | despair | ****
DEL | if | ****
SUB | it's | this
SUB | in | there
SUB | the | cindy
OK | genes | genes
SUB | it | is
SUB | is | it
SUB | determined | contents
OK | and | and
OK | nothing | nothing
OK | can | can
OK | be | be
OK | done | done
OK | about | about
OK | it | it
OK | this | this
OK | is | is
SUB | pernicious | furnishes
OK | nonsense | nonsense
OK | on | on
OK | an | an
OK | almost | almost
SUB | astrological | pathological
OK | scale | scale
OK | genetic | genetic
OK | causes | causes
DEL | and | ****
OK | environmental | environmental
DEL | causes | ****
SUB | are | cause
SUB | in | or
SUB | principle | principal
OK | no | no
SUB | different | difference
OK | from | from
OK | each | each
OK | other | other
OK | some | some
OK | may | may
OK | be | be
SUB | harder | hard
OK | to | to
INS | **** | the
OK | reverse | reverse
OK | others | others
OK | may | may
OK | be | be
OK | easy | easy
INS | **** | one
INS | **** | in
INS | **** | jeans
OK | what | what
INS | **** | it
SUB | did | used
SUB | genes | to
SUB | do | it
OK | to | to
OK | deserve | deserve
OK | their | their
OK | sinister | sinister
INS | **** | drug
INS | **** | or
INS | **** | not
SUB | juggernaut-like | like
OK | reputation | reputation
OK | why | why
DEL | are | ****
SUB | genes | hurricane
OK | thought | thought
OK | to | to
OK | be | be
OK | so | so
OK | much | much
OK | more | more
DEL | fixed | ****
SUB | and | dixon
SUB | inescapable | in
SUB | in | this
SUB | their | capable
SUB | effects | winner
SUB | than | facts
OK | television | television
OK | nuns | nuns
SUB | or | are
OK | books | books
OK | i | i
OK | like | like
OK | the | the
OK | nuns | nuns
SUB | and | pomp
SUB | the | and
SUB | point | it
SUB | here | only
SUB | is | areas
OK | what | what
OK | causes | causes
OK | something | something
OK | is | is
OK | logically | logically
OK | separate | separate
OK | from | from
OK | what | what
OK | can | can
OK | reverse | reverse
OK | it | it
SUB | and | anne
OK | you | you
DEL | can | ****
OK | think | think
OK | of | of
OK | clear | clear
OK | cases | cases
SUB | where | we're
OK | something | something
OK | is | is
OK | plainly | plainly
SUB | genetic | jeanette
SUB | but | what
OK | is | is
OK | fairly | fairly
OK | easily | easily
OK | reversed | reversed
DEL | and | ****
SUB | where | or
OK | something | something
OK | is | is
OK | cultural | cultural
OK | and | and
OK | is | is
OK | very | very
OK | difficult | difficult
OK | to | to
OK | reverse | reverse
OK | here's | here's
OK | an | an
OK | example | example
SUB | my | by
SUB | eyesight | side
OK | is | is
OK | quite | quite
SUB | poor | pour
OK | the | the
OK | reason | reason
OK | why | why
OK | my | my
SUB | eyesight | sight
OK | is | is
SUB | quite | played
SUB | poor | for
OK | is | is
OK | not | not
INS | **** | do
SUB | due | tuna
SUB | to | page
OK | the | the
SUB | patriarchy | artie
OK | television | television
OK | culture | culture
SUB | or | are
OK | the | the
OK | man | man
OK | rather | rather
OK | my | my
INS | **** | i
SUB | eyesight | said
OK | is | is
OK | quite | quite
DEL | poor | ****
SUB | due | war
SUB | to | you
SUB | the | look
SUB | crappy | happy
SUB | genes | jeans
OK | mom | mom
OK | and | and
OK | dad | dad
OK | gave | gave
DEL | me | ****
DEL | it | ****
SUB | is | his
OK | genetically | genetically
OK | determined | determined
OK | if | if
OK | anything | anything
OK | is | is
OK | it | it
OK | is | is
OK | also | also
OK | fairly | fairly
OK | easy | easy
DEL | to | ****
SUB | fix | defects
SUB | there | thirties
SUB | are | mush
SUB | these | jeanne
SUB | machines | how
OK | where | where
SUB | they | to
OK | put | put
SUB | panes | pains
OK | of | of
OK | glass | glass
DEL | in | ****
DEL | front | ****
SUB | of | cried
OK | your | your
OK | eyes | eyes
OK | and | and
DEL | help | ****
SUB | you | helping
OK | to | to
OK | see | see
SUB | better | that
OK | more | more
DEL | advanced | ****
DEL | machines | ****
SUB | known | defense
SUB | as | machine
SUB | contact | jonas
SUB | lenses | consequences
OK | actually | actually
OK | stick | stick
DEL | the | ****
SUB | thing | dipping
OK | into | into
OK | your | your
OK | eyes | eyes
OK | and | and
OK | at | at
OK | the | the
OK | cost | cost
OK | of | of
OK | occasional | occasional
OK | infections | infections
INS | **** | you
INS | **** | are
INS | **** | too
OK | you | you
SUB | come | become
OK | to | to
OK | see | see
INS | **** | that
INS | **** | it
SUB | better | is
SUB | it's | why
SUB | biologically | logically
SUB | caused | cops
OK | but | but
OK | fairly | fairly
OK | easy | easy
DEL | to | ****
SUB | fix | defects
OK | on | on
OK | the | the
OK | other | other
OK | hand | hand
SUB | take | stake
SUB | an | in
OK | example | example
OK | of | of
SUB | society's | science
OK | treatment | treatment
OK | of | of
SUB | the | those
SUB | obese | weeks
OK | it | it
OK | turns | turns
OK | out | out
OK | when | when
OK | we | we
OK | and | and
SUB | we'll | we
SUB | get | will
SUB | to | get
SUB | this | us
OK | a | a
OK | little | little
DEL | bit | ****
DEL | when | ****
SUB | we | that
SUB | talk | without
SUB | about | that
OK | sexual | sexual
SUB | attractiveness | practice
SUB | how | healthy
SUB | thin | and
OK | somebody | somebody
OK | is | is
OK | or | or
OK | how | how
SUB | fat | bad
OK | they | they
OK | are | are
OK | what | what
OK | you | you
OK | think | think
OK | of | of
OK | that | that
OK | is | is
OK | actually | actually
OK | not | not
INS | **** | critically
SUB | particularly | hard
SUB | hard-wired | wired
SUB | it | the
OK | varies | varies
OK | a | a
OK | lot | lot
OK | from | from
OK | culture | culture
OK | to | to
OK | culture | culture
DEL | but | ****
DEL | once | ****
DEL | it's | ****
SUB | in | the
SUB | a | ones
SUB | culture | is
SUB | it | inappropriate
OK | is | is
OK | almost | almost
OK | impossible | impossible
OK | to | to
SUB | shake | shh
OK | so | so
OK | the | the
OK | point | point
OK | there | there
OK | is | is
OK | just | just
OK | that | that
OK | genetic | genetic
OK | does | does
OK | not | not
OK | mean | mean
OK | inevitable | inevitable
OK | and | and
OK | cultural | cultural
OK | does | does
OK | not | not
OK | mean | mean
OK | easy | easy
DEL | to | ****
SUB | fix | defects
OK | okay | okay
SUB | that's | that
OK | general | general
INS | **** | backed
SUB | background | up
OK | let's | let's
OK | start | start
OK | with | with
OK | basic | basic
OK | sex | sex
SUB | ed | that
SUB | what's | was
SUB | the | it
SUB | difference | your
SUB | between | country
OK | males | males
OK | and | and
OK | females | females
OK | well | well
OK | don't | don't
OK | even | even
OK | think | think
OK | penis | penis
SUB | and | under
SUB | vagina | john
SUB | there | ah
SUB | are | there's
OK | a | a
OK | lot | lot
