OP | REF | HYP
OK | a | a
OK | celebrity | celebrity
SUB | recognized | recognize
OK | on | on
OK | the | the
OK | street | street
SUB | and | it's
SUB | throughout | road
SUB | his | is
SUB | life | like
OK | he | he
OK | was | was
OK | a | a
SUB | man | maddox
SUB | of | fort
SUB | extraordinary | mary
OK | energy | energy
INS | **** | about
SUB | and | activity
SUB | productivity | ah
OK | in | in
OK | part | part
OK | because | because
OK | he | he
OK | was | was
DEL | a | ****
OK | very | very
OK | serious | serious
OK | cocaine | cocaine
SUB | addict | addicts
OK | but | but
OK | also | also
OK | just | just
OK | in | in
OK | general | general
DEL | he | ****
SUB | was | reduces
SUB | just | a
SUB | a | high
SUB | high-energy | energy
OK | sort | sort
OK | of | of
OK | person | person
OK | he | he
OK | was | was
SUB | up | out
OK | for | for
OK | the | the
OK | nobel | nobel
OK | prize | prize
OK | in | in
OK | medicine | medicine
OK | and | and
OK | in | in
OK | literature | literature
OK | didn't | didn't
OK | get | get
OK | either | either
OK | one | one
DEL | of | ****
DEL | them | ****
OK | didn't | didn't
OK | get | get
OK | the | the
OK | prize | prize
OK | in | in
OK | medicine | medicine
SUB | because | has
OK | albert | albert
OK | einstein | einstein
OK | everybody | everybody
SUB | loves | was
OK | albert | albert
OK | einstein | einstein
INS | **** | while
SUB | well | the
SUB | albert | mine's
SUB | einstein | been
OK | really | really
INS | **** | road
OK | wrote | wrote
OK | a | a
OK | letter | letter
DEL | because | ****
DEL | they | ****
SUB | asked | day
SUB | for | after
OK | opinions | opinions
OK | of | of
OK | other | other
OK | nobel | nobel
DEL | prizes | ****
DEL | he | ****
SUB | wrote | prize
SUB | a | we're
OK | letter | letter
OK | saying | saying
OK | don't | don't
SUB | give | get
OK | the | the
SUB | prize | price
SUB | to | of
OK | freud | freud
OK | he | he
OK | doesn't | doesn't
OK | deserve | deserve
OK | a | a
OK | nobel | nobel
OK | prize | prize
DEL | he's | ****
DEL | just | ****
SUB | a | seizures
OK | psychologist | psychologist
DEL | well | ****
OK | yeah | yeah
OK | okay | okay
INS | **** | ah
OK | while | while
INS | **** | his
SUB | he's | own
SUB | almost | waltz
OK | universally | universally
INS | **** | a
SUB | acclaimed | claim
OK | as | as
OK | a | a
INS | **** | profound
SUB | profoundly | in
SUB | important | board
OK | intellectual | intellectual
OK | figure | figure
OK | he's | he's
OK | also | also
OK | the | the
OK | object | object
OK | of | of
OK | considerable | considerable
OK | dislike | dislike
INS | **** | ah
OK | this | this
OK | is | is
OK | in | in
OK | part | part
OK | because | because
OK | of | of
OK | his | his
OK | character | character
OK | he | he
OK | was | was
OK | not | not
OK | a | a
OK | very | very
OK | nice | nice
OK | man | man
OK | in | in
OK | many | many
OK | ways | ways
OK | he | he
OK | was | was
OK | deeply | deeply
OK | ambitious | ambitious
OK | to | to
OK | the | the
OK | cause | cause
OK | of | of
OK | promoting | promoting
SUB | psychoanalysis | cycle
SUB | to | analysis
OK | the | the
SUB | cause | because
OK | of | of
OK | presenting | presenting
OK | his | his
OK | view | view
OK | and | and
OK | defending | defending
OK | it | it
INS | **** | ah
SUB | and | then
OK | he | he
OK | was | was
INS | **** | some
OK | often | often
OK | dishonest | dishonest
SUB | extremely | freely
OK | brutal | brutal
SUB | to | too
SUB | his | was
OK | friends | friends
OK | and | and
INS | **** | i
INS | **** | know
OK | terrible | terrible
OK | to | to
OK | his | his
OK | enemies | enemies
SUB | he | it
OK | was | was
OK | an | an
OK | interesting | interesting
SUB | character | carrot
OK | my | my
OK | favorite | favorite
OK | freud | freud
SUB | story | lori
OK | was | was
OK | as | as
OK | he | he
OK | was | was
SUB | leaving | levy
OK | europe | europe
INS | **** | you're
SUB | during | in
SUB | the | a
OK | rise | rise
OK | of | of
OK | the | the
OK | nazis | nazis
OK | as | as
OK | he | he
OK | was | was
OK | ready | ready
OK | to | to
OK | go | go
OK | to | to
INS | **** | go
SUB | england | demon
OK | from | from
INS | **** | mom
OK | i | i
OK | think | think
OK | either | either
OK | germany | germany
OK | or | or
OK | austria | austria
INS | **** | ah
OK | he | he
OK | had | had
OK | to | to
OK | sign | sign
OK | a | a
OK | letter | letter
OK | from | from
INS | **** | that
OK | the | the
INS | **** | stock
INS | **** | will
INS | **** | to
SUB | gestapo | stop
SUB | gestapo | a
SUB | agents | wage
SUB | intercepted | a
SUB | him | intercepted
OK | and | and
OK | demanded | demanded
OK | he | he
SUB | sign | signed
OK | a | a
OK | letter | letter
OK | saying | saying
OK | that | that
OK | at | at
OK | no | no
OK | point | point
SUB | had | in
SUB | he | the
OK | been | been
OK | threatened | threatened
OK | or | or
OK | harassed | harassed
OK | by | by
OK | the | the
SUB | gestapo | stop
OK | so | so
OK | he | he
OK | signs | signs
OK | the | the
OK | letter | letter
DEL | and | ****
SUB | then | in
SUB | he | any
SUB | writes | rates
OK | underneath | underneath
SUB | it | that
SUB | the | because
SUB | gestapo | stop
SUB | has | o.'s
OK | not | not
INS | **** | armenian
SUB | harmed | anyway
SUB | me | that
SUB | in | i
SUB | any | highly
SUB | way | recommend
SUB | in | it
SUB | fact | to
SUB | i | stop
SUB | highly | with
SUB | recommend | everybody
SUB | the | it's
SUB | gestapo | a
SUB | to | it's
SUB | everybody | a
OK | it's | it's
OK | he | he
OK | had | had
OK | a | a
OK | certain | certain
OK | aggression | aggression
OK | to | to
OK | him | him
INS | **** | ah
SUB | he | it
OK | was | was
OK | also | also
OK | he's | he's
OK | also | also
OK | disliked | disliked
OK | often | often
OK | hated | hated
OK | because | because
OK | of | of
OK | his | his
OK | views | views
OK | he | he
OK | was | was
OK | seen | seen
OK | as | as
OK | a | a
OK | sexual | sexual
OK | renegade | renegade
DEL | out | ****
DEL | to | ****
SUB | destroy | for
OK | the | the
OK | conception | conception
INS | **** | of
OK | of | of
OK | people | people
OK | as | as
OK | good | good
DEL | and | ****
SUB | rational | an
SUB | and | ration
OK | pure | pure
OK | beings | beings
INS | **** | amen
SUB | and | one
SUB | when | and
SUB | the | that's
SUB | nazis | his
OK | rose | rose
OK | to | to
OK | power | power
OK | in | in
OK | the | the
INS | **** | nineteen
SUB | 1930s | thirties
OK | he | he
OK | was | was
OK | identified | identified
OK | as | as
OK | a | a
SUB | jew | shoe
OK | who | who
OK | was | was
OK | devoted | devoted
OK | to | to
INS | **** | just
SUB | destroying | drawing
OK | the | the
OK | most | most
OK | sacred | sacred
OK | notions | notions
DEL | of | ****
SUB | christianity | candidate
OK | and | and
SUB | to | in
OK | many | many
SUB | to | aches
OK | some | some
OK | extent | extent
INS | **** | tom
OK | many | many
OK | people | people
OK | see | see
SUB | him | in
OK | this | this
OK | way | way
OK | and | and
SUB | to | uh
OK | some | some
OK | extent | extent
INS | **** | on
OK | this | this
OK | accusation | accusation
OK | has | has
OK | some | some
OK | truth | truth
OK | to | to
OK | it | it
INS | **** | mom
OK | freud | freud
OK | made | made
OK | claims | claims
INS | **** | of
SUB | about | boat
OK | people | people
OK | that | that
OK | many | many
OK | of | of
OK | us | us
OK | maybe | maybe
OK | most | most
OK | of | of
OK | us | us
OK | would | would
OK | rather | rather
OK | not | not
SUB | know | now
OK | well | well
OK | okay | okay
OK | what | what
SUB | did | are
SUB | he | the
SUB | say | sec
OK | well | well
OK | if | if
OK | you | you
OK | ask | ask
OK | somebody | somebody
OK | who | who
OK | doesn't | doesn't
OK | like | like
OK | freud | freud
OK | what | what
OK | he | he
OK | said | said
DEL | they'll | ****
DEL | describe | ****
DEL | some | ****
DEL | of | ****
DEL | the | ****
DEL | stupider | ****
DEL | things | ****
DEL | he | ****
SUB | said | gold
OK | and | and
OK | in | in
OK | fact | fact
OK | freud | freud
OK | said | said
OK | a | a
OK | lot | lot
OK | of | of
OK | things | things
OK | some | some
OK | of | of
OK | which | which
INS | **** | bomb
SUB | were | we're
OK | not | not
OK | very | very
OK | rational | rational
OK | for | for
OK | instance | instance
INS | **** | a
INS | **** | bomb
OK | he's | he's
OK | well | well
OK | known | known
OK | for | for
OK | his | his
OK | account | account
DEL | of | ****
SUB | phallic | ballot
OK | symbols | symbols
OK | arguing | arguing
OK | certain | certain
OK | architectural | architectural
OK | monuments | monuments
INS | **** | our
INS | **** | car
INS | **** | bout
SUB | are | sub
SUB | subconsciously | consciously
OK | developed | developed
OK | as | as
INS | **** | you
SUB | penile | know
OK | representations | representations
INS | **** | bomb
OK | and | and
OK | related | related
OK | to | to
OK | this | this
OK | he | he
OK | developed | developed
SUB | the | a
OK | notorious | notorious
OK | theory | theory
OK | of | of
OK | penis | penis
OK | envy | envy
DEL | and | ****
OK | penis | penis
OK | envy | envy
INS | **** | isn't
INS | **** | isn't
SUB | is | that
OK | an | an
OK | account | account
OK | of | of
SUB | a | the
SUB | developmental | development
SUB | state | okay
OK | that | that
DEL | every | ****
SUB | one | everyone
OK | of | of
OK | you | you
SUB | who | was
SUB | is | the
SUB | female | layout
OK | has | has
OK | gone | gone
OK | through | through
OK | according | according
OK | to | to
OK | freud | freud
OK | and | and
DEL | the | ****
DEL | idea | ****
SUB | is | ideas
OK | that | that
OK | you | you
OK | discovered | discovered
OK | at | at
OK | some | some
OK | point | point
DEL | in | ****
SUB | your | about
SUB | development | lament
SUB | that | the
SUB | you | lack
SUB | lacked | of
SUB | a | peanuts
SUB | penis | tom
OK | this | this
OK | is | is
OK | not | not
OK | this | this
OK | is | is
OK | a | a
OK | catastrophe | catastrophe
OK | and | and
OK | so | so
OK | each | each
OK | of | of
OK | you | you
INS | **** | in
SUB | inferred | for
OK | at | at
OK | that | that
OK | point | point
SUB | that | the
SUB | you | u.
OK | had | had
OK | been | been
INS | **** | cast
SUB | castrated | faded
OK | you | you
SUB | had | at
OK | once | once
DEL | had | ****
SUB | a | tom
SUB | penis | happiness
OK | but | but
OK | somebody | somebody
OK | had | had
OK | taken | taken
OK | it | it
OK | from | from
OK | you | you
INS | **** | wow
OK | you | you
OK | then | then
OK | turn | turn
OK | to | to
OK | your | your
OK | father | father
OK | and | and
SUB | love | blow
OK | your | your
OK | father | father
OK | because | because
OK | your | your
OK | father | father
OK | has | has
OK | a | a
OK | penis | penis
OK | so | so
DEL | he's | ****
DEL | a | ****
SUB | sort | uses
SUB | of | are
OK | penis | penis
OK | substitute | substitute
INS | **** | comp
OK | you | you
OK | reject | reject
OK | your | your
OK | mother | mother
DEL | who's | ****
SUB | equally | julio
OK | unworthy | unworthy
SUB | due | to
SUB | to | do
OK | her | her
OK | penis | penis
SUB | lack | slack
OK | and | and
OK | that | that
OK | shapes | shapes
OK | your | your
DEL | psychosexual | ****
SUB | development | psycho
SUB | now | sexual
SUB | if | development
SUB | that's | about
SUB | the | that
OK | sort | sort
OK | of | of
OK | thing | thing
OK | you | you
OK | know | know
OK | about | about
OK | freud | freud
DEL | you | ****
SUB | are | you're
OK | not | not
DEL | going | ****
SUB | to | gonna
OK | have | have
DEL | a | ****
OK | very | very
OK | high | high
OK | opinion | opinion
DEL | of | ****
OK | him | him
OK | or | or
OK | of | of
OK | his | his
OK | work | work
OK | but | but
OK | at | at
OK | the | the
OK | core | core
OK | of | of
INS | **** | freud
SUB | freud's | sect
SUB | declamation | nation
OK | the | the
OK | more | more
OK | interesting | interesting
OK | ideas | ideas
OK | is | is
INS | **** | this
INS | **** | as
OK | a | a
OK | set | set
OK | of | of
SUB | claims | planes
OK | of | of
SUB | a | the
OK | man's | man's
OK | intellectual | intellectual
SUB | importance | important
OK | and | and
OK | the | the
OK | two | two
OK | main | main
OK | ones | ones
OK | are | are
SUB | this | that's
OK | the | the
OK | two | two
OK | main | main
OK | ones | ones
OK | involve | involve
DEL | the | ****
OK | existence | existence
OK | of | of
OK | an | an
OK | unconscious | unconscious
OK | unconscious | unconscious
OK | motivation | motivation
OK | and | and
OK | the | the
OK | notion | notion
OK | of | of
OK | unconscious | unconscious
OK | dynamics | dynamics
SUB | or | sir
OK | unconscious | unconscious
DEL | conflict | ****
OK | which | which
SUB | lead | leads
SUB | to | man
SUB | mental | to
OK | illnesses | illnesses
OK | dreams | dreams
SUB | slips | slopes
OK | of | of
OK | the | the
SUB | tongue | tom
OK | and | and
DEL | so | ****
SUB | on | sell
OK | the | the
OK | first | first
OK | idea | idea
OK | the | the
OK | idea | idea
OK | of | of
OK | unconscious | unconscious
OK | motivation | motivation
INS | **** | tom
OK | involves | involves
OK | rejecting | rejecting
OK | the | the
OK | claim | claim
SUB | that | but
OK | you | you
OK | know | know
OK | what | what
OK | you're | you're
OK | doing | doing
OK | so | so
OK | suppose | suppose
OK | you | you
OK | fall | fall
OK | in | in
OK | love | love
DEL | with | ****
DEL | somebody | ****
DEL | and | ****
DEL | you | ****
SUB | decide | right
SUB | you | a
SUB | want | news
SUB | to | item
SUB | marry | one
SUB | them | american
OK | and | and
SUB | then | as
OK | somebody | somebody
OK | was | was
OK | asked | asked
OK | to | to
OK | ask | ask
OK | you | you
SUB | why | walk
SUB | and | then
OK | you'd | you'd
OK | say | say
OK | something | something
OK | like | like
OK | well | well
OK | i'm | i'm
OK | ready | ready
OK | to | to
OK | get | get
OK | married | married
SUB | this | a
OK | stage | stage
OK | of | of
OK | my | my
OK | life | life
OK | i | i
OK | really | really
OK | love | love
DEL | the | ****
DEL | person | ****
DEL | the | ****
DEL | person | ****
DEL | is | ****
DEL | smart | ****
SUB | and | martin
OK | attractive | attractive
DEL | i | ****
SUB | want | but
SUB | to | one
OK | have | have
OK | kids | kids
OK | whatever | whatever
SUB | and | then
OK | maybe | maybe
OK | this | this
OK | is | is
OK | true | true
OK | but | but
OK | a | a
INS | **** | freud
SUB | freudian | in
OK | might | might
OK | say | say
DEL | that | ****
SUB | even | the
SUB | if | event
OK | this | this
OK | is | is
OK | your | your
OK | honest | honest
DEL | answer | ****
OK | you're | you're
OK | not | not
DEL | lying | ****
SUB | to | won
OK | anybody | anybody
OK | else | else
OK | still | still
INS | **** | tom
OK | there | there
OK | are | are
OK | desires | desires
OK | and | and
SUB | motivations | motivation
SUB | that | said
OK | govern | govern
OK | your | your
OK | behavior | behavior
SUB | that | but
OK | you | you
OK | may | may
OK | not | not
OK | be | be
OK | aware | aware
SUB | of | ah
OK | so | so
OK | in | in
OK | fact | fact
OK | you | you
OK | might | might
DEL | want | ****
SUB | to | wanna
OK | marry | marry
OK | john | john
INS | **** | tom
OK | because | because
OK | he | he
OK | reminds | reminds
OK | you | you
OK | of | of
OK | your | your
SUB | father | fall
OK | or | or
OK | because | because
OK | you | you
DEL | want | ****
SUB | to | wanna
OK | get | get
DEL | back | ****
SUB | at | that
OK | somebody | somebody
SUB | for | per
SUB | betraying | be
SUB | you | trained
SUB | if | on
OK | somebody | somebody
OK | was | was
SUB | to | just
OK | tell | tell
OK | you | you
OK | this | this
SUB | you'd | it's
SUB | say | a
OK | that's | that's
INS | **** | a
OK | total | total
OK | nonsense | nonsense
OK | but | but
OK | that | that
SUB | wouldn't | would
SUB | deter | teach
SUB | a | her
SUB | freudian | forty
SUB | the | and
SUB | freudian | affording
OK | would | would
OK | say | say
OK | that | that
OK | these | these
OK | processes | processes
OK | are | are
SUB | unconscious | armed
OK | so | so
DEL | of | ****
OK | course | course
OK | you | you
OK | just | just
OK | don't | don't
OK | know | know
OK | what's | what's
OK | happening | happening
OK | so | so
OK | the | the
OK | radical | radical
OK | idea | idea
SUB | here | year
OK | is | is
OK | you | you
OK | might | might
OK | not | not
OK | know | know
SUB | what | why
OK | why | why
OK | you | you
OK | do | do
OK | what | what
OK | you | you
SUB | do | did
OK | and | and
OK | this | this
OK | is | is
OK | something | something
OK | we | we
OK | accept | accept
SUB | for | the
OK | things | things
SUB | like | that
OK | visual | visual
OK | perception | perception
OK | we | we
DEL | accept | ****
SUB | that | except
OK | you | you
OK | look | look
OK | around | around
OK | the | the
OK | world | world
OK | and | and
OK | you | you
OK | get | get
OK | sensations | sensations
SUB | and | in
OK | you | you
OK | figure | figure
SUB | out | here's
SUB | there | a
SUB | is | here's
OK | a | a
DEL | car | ****
SUB | there | card
OK | is | is
OK | a | a
OK | tree | tree
DEL | there | ****
SUB | is | theirs
OK | a | a
DEL | person | ****
DEL | and | ****
SUB | you're | new
SUB | just | to
SUB | unconscious | some
SUB | of | conscious
SUB | how | about
OK | this | this
OK | happens | happens
OK | but | but
OK | it's | it's
INS | **** | a
OK | unpleasant | unpleasant
OK | and | and
OK | kind | kind
OK | of | of
OK | frightening | frightening
DEL | that | ****
OK | this | this
OK | could | could
OK | happen | happen
SUB | that | it
OK | this | this
INS | **** | good
SUB | could | oh
SUB | apply | why
SUB | to | did
OK | things | things
OK | like | like
OK | why | why
SUB | you're | you
OK | now | now
OK | studying | studying
OK | at | at
OK | yale | yale
OK | why | why
OK | you | you
OK | feel | feel
OK | the | the
OK | way | way
OK | you | you
OK | do | do
DEL | towards | ****
DEL | your | ****
DEL | friends | ****
DEL | towards | ****
DEL | your | ****
OK | family | family
OK | now | now
OK | the | the
OK | marriage | marriage
SUB | case | cases
SUB | is | six
SUB | extreme | three
OK | but | but
OK | freud | freud
OK | gives | gives
OK | a | a
OK | lot | lot
OK | of | of
OK | simpler | simpler
OK | examples | examples
SUB | where | with
SUB | this | a
OK | sort | sort
OK | of | of
OK | unconscious | unconscious
OK | motivation | motivation
OK | might | might
OK | play | play
OK | a | a
OK | role | role
OK | so | so
OK | have | have
OK | you | you
OK | ever | ever
SUB | liked | like
OK | somebody | somebody
OK | or | or
SUB | disliked | dislike
OK | them | them
OK | and | and
INS | **** | not
OK | not | not
SUB | known | know
OK | why | why
SUB | have | and
SUB | you | he
OK | ever | ever
OK | found | found
OK | yourself | yourself
OK | in | in
OK | a | a
OK | situation | situation
OK | where | where
INS | **** | you're
OK | you're | you're
OK | doing | doing
OK | something | something
OK | or | or
OK | you're | you're
OK | arguing | arguing
OK | for | for
OK | something | something
OK | or | or
OK | making | making
OK | a | a
OK | decision | decision
OK | for | for
OK | reasons | reasons
OK | that | that
OK | you | you
OK | can't | can't
SUB | fully | holy
OK | articulate | articulate
OK | have | have
OK | you | you
OK | ever | ever
INS | **** | for
SUB | forgotten | god
OK | somebody's | somebody's
OK | name | name
OK | at | at
OK | exactly | exactly
OK | the | the
OK | wrong | wrong
OK | time | time
OK | have | have
OK | you | you
OK | ever | ever
SUB | called | call
SUB | out | up
OK | the | the
OK | wrong | wrong
OK | name | name
OK | in | in
OK | the | the
SUB | throes | throats
OK | of | of
OK | passion | passion
OK | this | this
OK | is | is
OK | all | all
OK | the | the
INS | **** | freud
SUB | freudian | ian
OK | unconscious | unconscious
OK | the | the
DEL | idea | ****
SUB | is | ideas
OK | that | that
OK | we | we
OK | do | do
OK | these | these
OK | things | things
OK | these | these
OK | things | things
OK | are | are
DEL | explained | ****
DEL | in | ****
SUB | terms | it's
SUB | of | plain
SUB | cognitive | cobb
OK | systems | systems
OK | that | that
SUB | we're | were
OK | not | not
OK | aware | aware
OK | of | of
OK | now | now
OK | all | all
OK | of | of
OK | this | this
OK | would | would
OK | be | be
OK | fine | fine
OK | if | if
SUB | your | you're
OK | unconscious | unconscious
OK | was | was
OK | a | a
OK | reasonable | reasonable
OK | rational | rational
OK | computer | computer
OK | if | if
SUB | your | you
OK | unconscious | unconscious
OK | was | was
OK | really | really
OK | smart | smart
OK | and | and
OK | looking | looking
OK | out | out
OK | for | for
OK | your | your
OK | best | best
OK | interest | interest
OK | but | but
OK | according | according
OK | to | to
OK | freud | freud
OK | that's | that's
OK | not | not
OK | the | the
OK | way | way
DEL | it | ****
SUB | works | awards
OK | according | according
OK | to | to
OK | freud | freud
OK | there | there
OK | are | are
OK | three | three
OK | distinct | distinct
INS | **** | roses
SUB | processes | is
OK | going | going
OK | on | on
DEL | in | ****
SUB | your | here
SUB | head | at
OK | and | and
OK | these | these
DEL | are | ****
SUB | in | aren't
OK | violent | violent
OK | internal | internal
SUB | conflict | on
OK | and | and
OK | the | the
OK | way | way
OK | you | you
OK | act | act
SUB | and | in
SUB | the | a
OK | way | way
OK | you | you
OK | think | think
DEL | are | ****
OK | products | products
OK | not | not
OK | of | of
OK | a | a
INS | **** | c.
INS | **** | you
INS | **** | were
SUB | singular | a
OK | rational | rational
OK | being | being
OK | but | but
OK | of | of
OK | a | a
OK | set | set
OK | of | of
OK | conflicting | conflicting
OK | creatures | creatures
OK | and | and
DEL | these | ****
SUB | three | is
SUB | parts | remarks
OK | are | are
DEL | the | ****
SUB | id | they
OK | the | the
OK | ego | ego
OK | and | and
INS | **** | a
SUB | the | super
SUB | superego | ego
OK | and | and
OK | they | they
OK | emerge | emerge
INS | **** | develop
SUB | developmentally | mentally
SUB | the | they
SUB | id | did
OK | according | according
OK | to | to
OK | freud | freud
DEL | is | ****
OK | present | present
OK | at | at
OK | birth | birth
