OP | REF | HYP
SUB | recognized | recognize
OK | on | on
OK | the | the
OK | street | street
DEL | and | ****
SUB | throughout | it's
SUB | his | road
SUB | life | is
SUB | he | likely
OK | was | was
OK | a | a
OK | man | man
OK | of | of
INS | **** | its
INS | **** | fort
SUB | extraordinary | mary
OK | energy | energy
INS | **** | about
SUB | and | activity
SUB | productivity | calm
OK | in | in
OK | part | part
OK | because | because
OK | he | he
OK | was | was
DEL | a | ****
OK | very | very
OK | serious | serious
OK | cocaine | cocaine
SUB | addict | addicts
OK | but | but
OK | also | also
OK | just | just
OK | in | in
OK | general | general
SUB | he | emerge
SUB | was | as
SUB | just | a
SUB | a | high
SUB | high-energy | energy
OK | sort | sort
OK | of | of
OK | person | person
OK | he | he
OK | was | was
SUB | up | out
OK | for | for
OK | the | the
OK | nobel | nobel
OK | prize | prize
OK | in | in
OK | medicine | medicine
OK | and | and
OK | in | in
OK | literature | literature
OK | didn't | didn't
OK | get | get
OK | either | either
OK | one | one
OK | of | of
DEL | them | ****
OK | didn't | didn't
OK | get | get
OK | the | the
OK | prize | prize
OK | in | in
OK | medicine | medicine
SUB | because | as
OK | albert | albert
OK | einstein | einstein
OK | everybody | everybody
SUB | loves | was
OK | albert | albert
OK | einstein | einstein
INS | **** | while
SUB | well | the
SUB | albert | minds
SUB | einstein | been
OK | really | really
INS | **** | road
OK | wrote | wrote
OK | a | a
OK | letter | letter
DEL | because | ****
DEL | they | ****
SUB | asked | say
SUB | for | after
OK | opinions | opinions
OK | of | of
OK | other | other
OK | nobel | nobel
DEL | prizes | ****
DEL | he | ****
SUB | wrote | prize
SUB | a | we're
OK | letter | letter
OK | saying | saying
OK | don't | don't
SUB | give | get
OK | the | the
DEL | prize | ****
SUB | to | price
OK | freud | freud
OK | he | he
OK | doesn't | doesn't
OK | deserve | deserve
OK | a | a
OK | nobel | nobel
OK | prize | prize
SUB | he's | each
SUB | just | is
OK | a | a
OK | psychologist | psychologist
SUB | well | the
SUB | yeah | acts
OK | okay | okay
INS | **** | ah
OK | while | while
OK | he's | he's
OK | almost | almost
OK | universally | universally
INS | **** | a
SUB | acclaimed | claims
OK | as | as
OK | a | a
INS | **** | profound
SUB | profoundly | in
SUB | important | board
OK | intellectual | intellectual
OK | figure | figure
SUB | he's | is
OK | also | also
OK | the | the
OK | object | object
OK | of | of
OK | considerable | considerable
OK | dislike | dislike
INS | **** | mom
OK | this | this
OK | is | is
OK | in | in
OK | part | part
OK | because | because
OK | of | of
OK | his | his
OK | character | character
OK | he | he
OK | was | was
OK | not | not
OK | a | a
OK | very | very
OK | nice | nice
OK | man | man
OK | in | in
OK | many | many
OK | ways | ways
OK | he | he
OK | was | was
OK | deeply | deeply
OK | ambitious | ambitious
OK | to | to
OK | the | the
OK | cause | cause
OK | of | of
OK | promoting | promoting
OK | psychoanalysis | psychoanalysis
DEL | to | ****
OK | the | the
SUB | cause | because
SUB | of | present
SUB | presenting | in
OK | his | his
OK | view | view
SUB | and | in
OK | defending | defending
OK | it | it
INS | **** | on
OK | and | and
OK | he | he
OK | was | was
INS | **** | some
OK | often | often
OK | dishonest | dishonest
SUB | extremely | freely
OK | brutal | brutal
SUB | to | too
SUB | his | was
OK | friends | friends
OK | and | and
INS | **** | i
INS | **** | know
OK | terrible | terrible
OK | to | to
OK | his | his
OK | enemies | enemies
DEL | he | ****
SUB | was | it
SUB | an | wasn't
OK | interesting | interesting
SUB | character | carrot
OK | my | my
OK | favorite | favorite
SUB | freud | freuds
SUB | story | laurie
OK | was | was
OK | as | as
OK | he | he
OK | was | was
SUB | leaving | levy
OK | europe | europe
INS | **** | you're
SUB | during | in
SUB | the | a
OK | rise | rise
OK | of | of
OK | the | the
OK | nazis | nazis
OK | as | as
OK | he | he
OK | was | was
OK | ready | ready
OK | to | to
OK | go | go
OK | to | to
INS | **** | voting
SUB | england | when
OK | from | from
SUB | i | mom
SUB | think | id
OK | either | either
OK | germany | germany
OK | or | or
OK | austria | austria
OK | he | he
OK | had | had
OK | to | to
OK | sign | sign
OK | a | a
OK | letter | letter
OK | from | from
OK | the | the
INS | **** | to
INS | **** | stop
INS | **** | focus
INS | **** | stop
SUB | gestapo | will
SUB | gestapo | each
SUB | agents | and
SUB | intercepted | a
SUB | him | intercepted
OK | and | and
OK | demanded | demanded
OK | he | he
SUB | sign | signed
OK | a | a
OK | letter | letter
OK | saying | saying
OK | that | that
OK | at | at
OK | no | no
OK | point | point
SUB | had | in
SUB | he | the
OK | been | been
OK | threatened | threatened
OK | or | or
OK | harassed | harassed
OK | by | by
OK | the | the
SUB | gestapo | stop
OK | so | so
OK | he | he
OK | signs | signs
OK | the | the
OK | letter | letter
SUB | and | in
SUB | then | any
SUB | he | rates
SUB | writes | under
SUB | underneath | need
SUB | it | that
SUB | the | because
SUB | gestapo | stop
SUB | has | goes
OK | not | not
DEL | harmed | ****
DEL | me | ****
DEL | in | ****
DEL | any | ****
DEL | way | ****
SUB | in | armenian
SUB | fact | anyway
SUB | i | that
OK | highly | highly
SUB | recommend | recommended
SUB | the | to
SUB | gestapo | stop
SUB | to | with
OK | everybody | everybody
INS | **** | is
SUB | it's | this
OK | he | he
OK | had | had
OK | a | a
OK | certain | certain
OK | aggression | aggression
OK | to | to
OK | him | him
INS | **** | ah
SUB | he | it
OK | was | was
OK | also | also
SUB | he's | is
OK | also | also
OK | disliked | disliked
OK | often | often
OK | hated | hated
OK | because | because
OK | of | of
OK | his | his
OK | views | views
OK | he | he
OK | was | was
OK | seen | seen
OK | as | as
OK | a | a
OK | sexual | sexual
OK | renegade | renegade
DEL | out | ****
DEL | to | ****
SUB | destroy | freud
OK | the | the
OK | conception | conception
INS | **** | of
OK | of | of
OK | people | people
OK | as | as
OK | good | good
DEL | and | ****
SUB | rational | an
SUB | and | ration
OK | pure | pure
OK | beings | beings
SUB | and | amen
OK | when | when
INS | **** | and
SUB | the | that's
SUB | nazis | these
OK | rose | rose
OK | to | to
OK | power | power
SUB | in | the
SUB | the | nineteen
SUB | 1930s | thirties
OK | he | he
OK | was | was
OK | identified | identified
OK | as | as
OK | a | a
SUB | jew | to
OK | who | who
OK | was | was
OK | devoted | devoted
OK | to | to
INS | **** | just
SUB | destroying | drawing
OK | the | the
OK | most | most
OK | sacred | sacred
OK | notions | notions
DEL | of | ****
SUB | christianity | candidate
OK | and | and
SUB | to | in
OK | many | many
SUB | to | aches
OK | some | some
OK | extent | extent
INS | **** | pomp
OK | many | many
OK | people | people
OK | see | see
SUB | him | in
OK | this | this
OK | way | way
OK | and | and
SUB | to | a
OK | some | some
OK | extent | extent
INS | **** | on
OK | this | this
OK | accusation | accusation
SUB | has | have
OK | some | some
OK | truth | truth
OK | to | to
OK | it | it
INS | **** | mom
OK | freud | freud
OK | made | made
OK | claims | claims
OK | about | about
OK | people | people
OK | that | that
OK | many | many
OK | of | of
OK | us | us
OK | maybe | maybe
OK | most | most
OK | of | of
OK | us | us
OK | would | would
OK | rather | rather
OK | not | not
SUB | know | now
OK | well | well
OK | okay | okay
OK | what | what
SUB | did | in
SUB | he | the
SUB | say | sec
OK | well | well
OK | if | if
OK | you | you
SUB | ask | as
OK | somebody | somebody
OK | who | who
OK | doesn't | doesn't
OK | like | like
OK | freud | freud
OK | what | what
OK | he | he
OK | said | said
DEL | they'll | ****
DEL | describe | ****
DEL | some | ****
DEL | of | ****
DEL | the | ****
DEL | stupider | ****
DEL | things | ****
SUB | he | gold
SUB | said | mom
OK | and | and
OK | in | in
OK | fact | fact
OK | freud | freud
OK | said | said
INS | **** | are
OK | a | a
OK | lot | lot
OK | of | of
OK | things | things
OK | some | some
OK | of | of
OK | which | which
INS | **** | mom
SUB | were | we're
OK | not | not
OK | very | very
OK | rational | rational
OK | for | for
OK | instance | instance
INS | **** | on
OK | he's | he's
OK | well | well
OK | known | known
OK | for | for
OK | his | his
OK | account | account
DEL | of | ****
OK | phallic | phallic
OK | symbols | symbols
OK | arguing | arguing
OK | certain | certain
OK | architectural | architectural
OK | monuments | monuments
INS | **** | are
OK | are | are
INS | **** | about
INS | **** | sub
SUB | subconsciously | consciously
OK | developed | developed
OK | as | as
INS | **** | you
SUB | penile | know
OK | representations | representations
SUB | and | bomb
SUB | related | unrelated
OK | to | to
OK | this | this
OK | he | he
SUB | developed | development
SUB | the | for
SUB | notorious | each
OK | theory | theory
DEL | of | ****
OK | penis | penis
OK | envy | envy
DEL | and | ****
OK | penis | penis
OK | envy | envy
INS | **** | isn't
INS | **** | isn't
SUB | is | that
OK | an | an
OK | account | account
OK | of | of
SUB | a | the
SUB | developmental | development
SUB | state | they
OK | that | that
DEL | every | ****
SUB | one | everyone
OK | of | of
OK | you | you
SUB | who | list
SUB | is | the
SUB | female | layout
OK | has | has
OK | gone | gone
OK | through | through
OK | according | according
OK | to | to
OK | freud | freud
OK | and | and
DEL | the | ****
DEL | idea | ****
SUB | is | ideas
OK | that | that
OK | you | you
OK | discovered | discovered
OK | at | at
OK | some | some
OK | point | point
DEL | in | ****
SUB | your | you
OK | development | development
DEL | that | ****
SUB | you | the
OK | lacked | lacked
OK | a | a
OK | penis | penis
INS | **** | mom
OK | this | this
OK | is | is
OK | not | not
OK | this | this
OK | is | is
OK | a | a
OK | catastrophe | catastrophe
OK | and | and
OK | so | so
OK | each | each
OK | of | of
OK | you | you
INS | **** | in
SUB | inferred | for
OK | at | at
OK | that | that
OK | point | point
SUB | that | they
OK | you | you
OK | had | had
OK | been | been
INS | **** | cast
SUB | castrated | faded
OK | you | you
OK | had | had
OK | once | once
DEL | had | ****
SUB | a | tom
SUB | penis | happiness
SUB | but | the
OK | somebody | somebody
OK | had | had
OK | taken | taken
OK | it | it
OK | from | from
OK | you | you
OK | you | you
OK | then | then
OK | turn | turn
OK | to | to
OK | your | your
OK | father | father
OK | and | and
OK | love | love
OK | your | your
OK | father | father
OK | because | because
OK | your | your
OK | father | father
OK | has | has
OK | a | a
OK | penis | penis
OK | so | so
DEL | he's | ****
DEL | a | ****
SUB | sort | uses
SUB | of | are
OK | penis | penis
OK | substitute | substitute
INS | **** | come
OK | you | you
OK | reject | reject
OK | your | your
OK | mother | mother
DEL | who's | ****
SUB | equally | julio
OK | unworthy | unworthy
DEL | due | ****
SUB | to | do
SUB | her | dover
OK | penis | penis
OK | lack | lack
OK | and | and
OK | that | that
OK | shapes | shapes
OK | your | your
OK | psychosexual | psychosexual
OK | development | development
DEL | now | ****
DEL | if | ****
SUB | that's | about
SUB | the | that
OK | sort | sort
OK | of | of
OK | thing | thing
OK | you | you
OK | know | know
OK | about | about
OK | freud | freud
DEL | you | ****
SUB | are | your
OK | not | not
DEL | going | ****
SUB | to | them
OK | have | have
DEL | a | ****
OK | very | very
OK | high | high
OK | opinion | opinion
DEL | of | ****
OK | him | him
DEL | or | ****
SUB | of | oral
SUB | his | does
OK | work | work
OK | but | but
OK | at | at
OK | the | the
OK | core | core
OK | of | of
SUB | freud's | freuds
SUB | declamation | explanation
OK | the | the
INS | **** | maureen
SUB | more | to
SUB | interesting | resting
OK | ideas | ideas
OK | is | is
INS | **** | this
SUB | a | as
SUB | set | a
SUB | of | setup
OK | claims | claims
OK | of | of
SUB | a | the
OK | man's | man's
OK | intellectual | intellectual
SUB | importance | important
OK | and | and
OK | the | the
OK | two | two
OK | main | main
OK | ones | ones
OK | are | are
SUB | this | that's
OK | the | the
OK | two | two
OK | main | main
OK | ones | ones
OK | involve | involve
DEL | the | ****
OK | existence | existence
OK | of | of
OK | an | an
OK | unconscious | unconscious
OK | unconscious | unconscious
OK | motivation | motivation
OK | and | and
OK | the | the
OK | notion | notion
OK | of | of
OK | unconscious | unconscious
OK | dynamics | dynamics
SUB | or | for
OK | unconscious | unconscious
DEL | conflict | ****
OK | which | which
OK | lead | lead
OK | to | to
OK | mental | mental
OK | illnesses | illnesses
OK | dreams | dreams
SUB | slips | focus
OK | of | of
OK | the | the
SUB | tongue | tom
OK | and | and
DEL | so | ****
SUB | on | sell
OK | the | the
OK | first | first
INS | **** | id
SUB | idea | at
OK | the | the
SUB | idea | id
OK | of | of
OK | unconscious | unconscious
OK | motivation | motivation
INS | **** | mom
OK | involves | involves
OK | rejecting | rejecting
OK | the | the
OK | claim | claim
SUB | that | but
OK | you | you
OK | know | know
OK | what | what
OK | you're | you're
OK | doing | doing
OK | so | so
SUB | suppose | supports
OK | you | you
OK | fall | fall
OK | in | in
OK | love | love
DEL | with | ****
SUB | somebody | right
OK | and | and
DEL | you | ****
DEL | decide | ****
DEL | you | ****
SUB | want | use
SUB | to | id
SUB | marry | one
SUB | them | american
OK | and | and
SUB | then | as
OK | somebody | somebody
OK | was | was
OK | asked | asked
OK | to | to
OK | ask | ask
OK | you | you
SUB | why | walk
SUB | and | then
OK | you'd | you'd
OK | say | say
OK | something | something
OK | like | like
OK | well | well
OK | i'm | i'm
OK | ready | ready
OK | to | to
OK | get | get
OK | married | married
SUB | this | a
OK | stage | stage
OK | of | of
OK | my | my
OK | life | life
OK | i | i
OK | really | really
OK | love | love
DEL | the | ****
DEL | person | ****
DEL | the | ****
DEL | person | ****
DEL | is | ****
DEL | smart | ****
SUB | and | martin
OK | attractive | attractive
DEL | i | ****
SUB | want | at
SUB | to | one
OK | have | have
OK | kids | kids
OK | whatever | whatever
SUB | and | then
OK | maybe | maybe
OK | this | this
OK | is | is
OK | true | true
OK | but | but
OK | a | a
INS | **** | freud
SUB | freudian | in
OK | might | might
OK | say | say
DEL | that | ****
SUB | even | the
SUB | if | that
OK | this | this
OK | is | is
OK | your | your
OK | honest | honest
DEL | answer | ****
SUB | you're | you
OK | not | not
DEL | lying | ****
SUB | to | want
OK | anybody | anybody
OK | else | else
OK | still | still
INS | **** | on
OK | there | there
OK | are | are
OK | desires | desires
OK | and | and
DEL | motivations | ****
SUB | that | motivation
SUB | govern | said
SUB | your | governor
OK | behavior | behavior
SUB | that | but
OK | you | you
OK | may | may
OK | not | not
OK | be | be
OK | aware | aware
OK | of | of
INS | **** | mom
OK | so | so
OK | in | in
OK | fact | fact
OK | you | you
OK | might | might
SUB | want | wanna
SUB | to | mary
SUB | marry | john
SUB | john | tom
OK | because | because
OK | he | he
OK | reminds | reminds
OK | you | you
OK | of | of
OK | your | your
SUB | father | fall
OK | or | or
OK | because | because
OK | you | you
DEL | want | ****
SUB | to | wanna
OK | get | get
DEL | back | ****
SUB | at | that
OK | somebody | somebody
OK | for | for
SUB | betraying | be
SUB | you | trained
SUB | if | on
OK | somebody | somebody
OK | was | was
SUB | to | just
SUB | tell | kill
OK | you | you
OK | this | this
SUB | you'd | it's
SUB | say | a
SUB | that's | best
OK | total | total
OK | nonsense | nonsense
OK | but | but
OK | that | that
INS | **** | would
SUB | wouldn't | teach
SUB | deter | her
SUB | a | or
SUB | freudian | forty
SUB | the | and
SUB | freudian | affording
OK | would | would
OK | say | say
OK | that | that
OK | these | these
OK | processes | processes
OK | are | are
SUB | unconscious | on
OK | so | so
DEL | of | ****
OK | course | course
OK | you | you
OK | just | just
OK | don't | don't
OK | know | know
OK | what's | what's
OK | happening | happening
OK | so | so
OK | the | the
OK | radical | radical
OK | idea | idea
SUB | here | year
OK | is | is
OK | you | you
OK | might | might
OK | not | not
OK | know | know
SUB | what | why
OK | why | why
OK | you | you
SUB | do | to
OK | what | what
OK | you | you
SUB | do | get
OK | and | and
OK | this | this
OK | is | is
OK | something | something
OK | we | we
OK | accept | accept
SUB | for | the
OK | things | things
SUB | like | that
OK | visual | visual
OK | perception | perception
OK | we | we
SUB | accept | except
SUB | that | a
OK | you | you
OK | look | look
OK | around | around
OK | the | the
OK | world | world
OK | and | and
OK | you | you
OK | get | get
OK | sensations | sensations
SUB | and | in
OK | you | you
OK | figure | figure
SUB | out | here's
SUB | there | a
SUB | is | here's
OK | a | a
DEL | car | ****
SUB | there | card
OK | is | is
DEL | a | ****
SUB | tree | that
SUB | there | free
SUB | is | this
OK | a | a
DEL | person | ****
DEL | and | ****
SUB | you're | new
SUB | just | does
OK | unconscious | unconscious
DEL | of | ****
SUB | how | about
OK | this | this
OK | happens | happens
OK | but | but
OK | it's | it's
OK | unpleasant | unpleasant
OK | and | and
OK | kind | kind
OK | of | of
OK | frightening | frightening
DEL | that | ****
OK | this | this
OK | could | could
OK | happen | happen
SUB | that | it
OK | this | this
INS | **** | good
SUB | could | up
SUB | apply | why
SUB | to | did
OK | things | things
OK | like | like
OK | why | why
SUB | you're | you
OK | now | now
OK | studying | studying
SUB | at | it
OK | yale | yale
OK | why | why
OK | you | you
OK | feel | feel
OK | the | the
OK | way | way
OK | you | you
DEL | do | ****
DEL | towards | ****
DEL | your | ****
DEL | friends | ****
DEL | towards | ****
DEL | your | ****
SUB | family | to
OK | now | now
OK | the | the
OK | marriage | marriage
SUB | case | cases
SUB | is | six
SUB | extreme | free
OK | but | but
OK | freud | freud
OK | gives | gives
OK | a | a
OK | lot | lot
OK | of | of
OK | simpler | simpler
OK | examples | examples
SUB | where | with
SUB | this | a
OK | sort | sort
OK | of | of
OK | unconscious | unconscious
OK | motivation | motivation
OK | might | might
OK | play | play
OK | a | a
OK | role | role
OK | so | so
OK | have | have
OK | you | you
OK | ever | ever
SUB | liked | like
OK | somebody | somebody
OK | or | or
DEL | disliked | ****
SUB | them | dislike
OK | and | and
OK | not | not
SUB | known | not
SUB | why | know
SUB | have | why
SUB | you | id
OK | ever | ever
OK | found | found
OK | yourself | yourself
OK | in | in
OK | a | a
OK | situation | situation
OK | where | where
INS | **** | you're
OK | you're | you're
OK | doing | doing
OK | something | something
OK | or | or
OK | you're | you're
OK | arguing | arguing
OK | for | for
OK | something | something
OK | or | or
OK | making | making
OK | a | a
OK | decision | decision
OK | for | for
OK | reasons | reasons
OK | that | that
OK | you | you
OK | can't | can't
SUB | fully | holy
OK | articulate | articulate
OK | have | have
OK | you | you
OK | ever | ever
INS | **** | for
SUB | forgotten | god
OK | somebody's | somebody's
OK | name | name
OK | at | at
OK | exactly | exactly
OK | the | the
OK | wrong | wrong
OK | time | time
OK | have | have
OK | you | you
OK | ever | ever
SUB | called | call
SUB | out | up
OK | the | the
OK | wrong | wrong
OK | name | name
OK | in | in
OK | the | the
SUB | throes | throats
OK | of | of
OK | passion | passion
OK | this | this
OK | is | is
OK | all | all
OK | the | the
INS | **** | freud
INS | **** | be
SUB | freudian | an
OK | unconscious | unconscious
OK | the | the
DEL | idea | ****
SUB | is | ideas
OK | that | that
OK | we | we
OK | do | do
OK | these | these
OK | things | things
OK | these | these
OK | things | things
OK | are | are
SUB | explained | its
SUB | in | plain
SUB | terms | cobb
SUB | of | and
SUB | cognitive | of
OK | systems | systems
OK | that | that
SUB | we're | were
OK | not | not
OK | aware | aware
SUB | of | out
OK | now | now
OK | all | all
OK | of | of
OK | this | this
OK | would | would
OK | be | be
OK | fine | fine
OK | if | if
SUB | your | you're
OK | unconscious | unconscious
OK | was | was
OK | a | a
OK | reasonable | reasonable
OK | rational | rational
OK | computer | computer
OK | if | if
SUB | your | you
OK | unconscious | unconscious
OK | was | was
OK | really | really
OK | smart | smart
OK | and | and
OK | looking | looking
SUB | out | at
OK | for | for
OK | your | your
OK | best | best
OK | interest | interest
SUB | but | what
OK | according | according
OK | to | to
OK | freud | freud
OK | that's | that's
OK | not | not
OK | the | the
OK | way | way
SUB | it | a
SUB | works | worse
OK | according | according
OK | to | to
OK | freud | freud
OK | there | there
OK | are | are
OK | three | three
OK | distinct | distinct
INS | **** | roses
SUB | processes | is
OK | going | going
OK | on | on
DEL | in | ****
SUB | your | here
SUB | head | at
OK | and | and
OK | these | these
DEL | are | ****
SUB | in | aren't
OK | violent | violent
OK | internal | internal
SUB | conflict | on
OK | and | and
DEL | the | ****
SUB | way | away
OK | you | you
OK | act | act
SUB | and | in
SUB | the | a
OK | way | way
OK | you | you
OK | think | think
DEL | are | ****
OK | products | products
OK | not | not
OK | of | of
INS | **** | the
INS | **** | c.
SUB | a | you
SUB | singular | were
OK | rational | rational
OK | being | being
OK | but | but
OK | of | of
OK | a | a
OK | set | set
OK | of | of
OK | conflicting | conflicting
OK | creatures | creatures
OK | and | and
DEL | these | ****
SUB | three | is
SUB | parts | remarks
OK | are | are
SUB | the | that
SUB | id | it
OK | the | the
OK | ego | ego
OK | and | and
INS | **** | a
SUB | the | super
SUB | superego | ego
OK | and | and
SUB | they | a
OK | emerge | emerge
INS | **** | development
INS | **** | all
SUB | developmentally | a
SUB | the | they
SUB | id | did
OK | according | according
OK | to | to
OK | freud | freud
DEL | is | ****
OK | present | present
OK | at | at
OK | birth | birth
OK | it's | it's
OK | the | the
INS | **** | at
SUB | animal | now
OK | part | part
OK | of | of
DEL | the | ****
OK | self | self
OK | it | it
