OP | REF | HYP
OK | look | look
SUB | and | an
SUB | i'll | all
OK | introduce | introduce
DEL | him | ****
OK | to | to
OK | you | you
INS | **** | i
INS | **** | when
INS | **** | he
OK | when | when
OK | he's | he's
OK | available | available
INS | **** | so
OK | this | this
OK | is | is
INS | **** | that
INS | **** | does
SUB | the | that
OK | goal | goal
INS | **** | out
OK | for | for
OK | my | my
OK | first | first
OK | lecture | lecture
OK | today | today
OK | to | to
OK | try | try
OK | to | to
OK | answer | answer
OK | these | these
OK | questions | questions
INS | **** | and
INS | **** | got
INS | **** | in
INS | **** | a
OK | you | you
OK | might | might
OK | have | have
SUB | already | ari
SUB | noticed | notice
OK | that | that
OK | i'm | i'm
OK | using | using
OK | the | the
OK | classes | classes
INS | **** | the
SUB | v2 | to
OK | server | server
INS | **** | i
OK | so | so
OK | the | the
INS | **** | cell
SUB | syllabus | abyss
OK | is | is
OK | there | there
DEL | i'm | ****
SUB | going | accompanied
SUB | to | over
SUB | go | the
SUB | over | cell
SUB | the | of
SUB | syllabus | us
OK | a | a
OK | little | little
OK | bit | bit
OK | later | later
OK | but | but
SUB | the | so
SUB | syllabus | this
OK | is | is
OK | available | available
INS | **** | on
SUB | online | line
OK | the | the
OK | first | first
INS | **** | that
OK | reading | reading
OK | is | is
OK | available | available
OK | online | online
OK | and | and
SUB | i'll | all
OK | talk | talk
OK | more | more
OK | about | about
OK | the | the
OK | readings | readings
INS | **** | and
OK | when | when
OK | i | i
OK | get | get
OK | to | to
OK | that | that
INS | **** | up
SUB | portion | course
OK | of | of
SUB | the | a
OK | lecture | lecture
OK | here | here
INS | **** | and
OK | i'm | i'm
INS | **** | been
SUB | going | opposed
OK | to | to
INS | **** | a
SUB | post | power
SUB | powerpoints | points
OK | for | for
OK | all | all
OK | the | the
OK | lectures | lectures
INS | **** | hopeful
INS | **** | we
SUB | hopefully | found
OK | at | at
OK | least | least
OK | the | the
OK | day | day
OK | before | before
INS | **** | i
OK | the | the
OK | lecture | lecture
OK | takes | takes
OK | place | place
DEL | so | ****
SUB | i | why
OK | posted | posted
OK | this | this
OK | last | last
OK | night | night
OK | some | some
INS | **** | as
OK | students | students
SUB | find | bind
OK | that | that
OK | they | they
INS | **** | come
OK | benefit | benefit
OK | from | from
OK | printing | printing
OK | out | out
OK | the | the
INS | **** | power
SUB | powerpoints | points
SUB | and | than
OK | they | they
OK | can | can
OK | just | just
OK | take | take
OK | their | their
OK | notes | notes
OK | along | along
OK | with | with
OK | the | the
OK | slides | slides
DEL | as | ****
DEL | i | ****
OK | go | go
OK | and | and
OK | that's | that's
OK | one | one
OK | way | way
OK | to | to
OK | do | do
OK | it | it
INS | **** | but
INS | **** | ah
OK | but | but
OK | feel | feel
OK | free | free
OK | to | to
OK | do | do
OK | it | it
INS | **** | how
OK | whatever | whatever
SUB | way | we
SUB | works | worked
SUB | for | are
OK | you | you
SUB | but | with
OK | those | those
OK | should | should
OK | be | be
OK | available | available
DEL | the | ****
OK | questions | questions
OK | i | i
DEL | want | ****
SUB | to | wanted
SUB | try | tried
SUB | to | a
OK | answer | answer
OK | today | today
OK | are | are
OK | what | what
OK | is | is
OK | biomedical | biomedical
OK | engineering | engineering
SUB | so | cell
OK | why | why
OK | would | would
OK | you | you
OK | be | be
OK | interested | interested
OK | in | in
OK | spending | spending
INS | **** | s
OK | a | a
SUB | semester | master
OK | learning | learning
OK | about | about
OK | this | this
INS | **** | set
OK | subject | subject
OK | i'll | i'll
OK | talk | talk
OK | about | about
OK | who | who
OK | will | will
OK | benefit | benefit
OK | from | from
OK | the | the
OK | course | course
OK | and | and
INS | **** | i
OK | a | a
OK | little | little
OK | bit | bit
OK | about | about
SUB | sort | that's
SUB | of | or
OK | the | the
INS | **** | detail
INS | **** | a
SUB | detailed | a
OK | subject | subject
OK | matter | matter
OK | that | that
SUB | we'll | will
OK | cover | cover
OK | in | in
OK | the | the
OK | course | course
OK | of | of
OK | this | this
INS | **** | acid
INS | **** | master
INS | **** | so
SUB | semester | the
OK | to | to
OK | answer | answer
OK | the | the
OK | question | question
OK | what | what
OK | is | is
OK | biomedical | biomedical
OK | engineering | engineering
DEL | we're | ****
DEL | going | ****
SUB | to | were
SUB | spend | good
OK | time | time
OK | on | on
OK | that | that
OK | today | today
OK | and | and
SUB | we'll | will
OK | spend | spend
OK | time | time
OK | on | on
OK | thursday | thursday
DEL | and | ****
SUB | i | on
SUB | want | a
SUB | to | one
SUB | approach | or
SUB | it | protein
OK | from | from
OK | a | a
OK | couple | couple
OK | of | of
OK | different | different
OK | angles | angles
OK | one | one
OK | is | is
OK | by | by
OK | just | just
OK | showing | showing
OK | you | you
OK | a | a
OK | series | series
OK | of | of
INS | **** | cheers
SUB | pictures | i
OK | which | which
OK | you | you
OK | might | might
INS | **** | not
OK | recognize | recognize
OK | and | and
OK | talk | talk
OK | about | about
OK | why | why
OK | this | this
OK | is | is
DEL | an | ****
SUB | example | a
SUB | of | digs
OK | biomedical | biomedical
OK | engineering | engineering
INS | **** | so
OK | this | this
OK | is | is
OK | one | one
OK | picture | picture
OK | that | that
OK | probably | probably
INS | **** | you
INS | **** | all
INS | **** | got
OK | you | you
OK | all | all
OK | know | know
OK | what | what
OK | it | it
OK | is | is
OK | when | when
OK | you | you
OK | see | see
OK | it | it
SUB | it's | the
SUB | a | its
SUB | familiar | unfamiliar
OK | looking | looking
INS | **** | at
OK | image | image
INS | **** | its
SUB | it's | sat
OK | something | something
OK | that | that
OK | probably | probably
OK | we | we
OK | all | all
OK | have | have
OK | some | some
OK | personal | personal
OK | experience | experience
OK | with | with
OK | right | right
OK | this | this
OK | is | is
OK | a | a
OK | chest | chest
INS | **** | x.
INS | **** | ray
SUB | x-ray | ah
OK | that | that
OK | would | would
OK | be | be
OK | taken | taken
OK | in | in
INS | **** | on
OK | your | your
SUB | doctor's | doctors
OK | office | office
OK | for | for
OK | example | example
INS | **** | or
OK | or | or
SUB | a | radio
SUB | radiologist's | adjust
SUB | office | opposite
OK | and | and
OK | it | it
OK | is | is
INS | **** | a
INS | **** | a
OK | a | a
OK | good | good
OK | example | example
OK | of | of
OK | biomedical | biomedical
OK | engineering | engineering
SUB | and | in
OK | that | that
OK | it | it
DEL | takes | ****
DEL | a | ****
OK | physical | physical
SUB | principle | principal
OK | that | that
OK | is | is
OK | how | how
OK | do | do
INS | **** | x
SUB | x-rays | rays
OK | interact | interact
OK | with | with
OK | the | the
OK | tissues | tissues
OK | of | of
OK | your | your
OK | body | body
SUB | and | any
SUB | it | news
SUB | uses | is
OK | that | that
OK | physics | physics
OK | that | that
OK | physical | physical
SUB | principle | principal
OK | to | to
OK | develop | develop
OK | a | a
OK | picture | picture
OK | of | of
OK | what's | what's
OK | inside | inside
OK | your | your
OK | body | body
DEL | so | ****
OK | to | to
OK | look | look
OK | inside | inside
OK | and | and
OK | see | see
OK | things | things
OK | that | that
OK | you | you
OK | couldn't | couldn't
OK | see | see
INS | **** | i
OK | without | without
OK | this | this
INS | **** | that
OK | device | device
OK | and | and
INS | **** | i
SUB | you'll | don't
OK | recognize | recognize
OK | some | some
OK | of | of
OK | the | the
OK | parts | parts
OK | of | of
OK | the | the
OK | image | image
OK | you | you
OK | can | can
OK | see | see
OK | the | the
INS | **** | rib
SUB | ribcage | cage
OK | here | here
OK | the | the
OK | bones | bones
DEL | you | ****
SUB | can | the
SUB | see | concede
OK | the | the
OK | heart | heart
OK | is | is
OK | this | this
OK | large | large
INS | **** | about
OK | bright | bright
INS | **** | the
OK | object | object
OK | down | down
INS | **** | here
OK | here | here
INS | **** | i'm
OK | if | if
OK | your | your
INS | **** | a
OK | have | have
OK | good | good
INS | **** | i
SUB | eyesight | site
OK | from | from
OK | the | the
OK | distance | distance
SUB | that | the
SUB | you're | year
SUB | at | advocacy
SUB | you | the
SUB | can | vessels
SUB | see | leading
SUB | the | out
SUB | vessels | of
SUB | leading | the
OK | out | out
OK | of | of
OK | the | the
OK | heart | heart
SUB | and | in
OK | into | into
OK | the | the
OK | lungs | lungs
SUB | and | of
OK | the | the
OK | lungs | lungs
OK | are | are
OK | these | these
INS | **** | about
OK | darker | darker
OK | spaces | spaces
INS | **** | i
OK | within | within
INS | **** | that
INS | **** | rib
INS | **** | cage
SUB | the | and
SUB | ribcage | and
OK | physicians | physicians
OK | over | over
OK | the | the
OK | years | years
OK | of | of
OK | having | having
OK | this | this
OK | instrument | instrument
OK | have | have
OK | learned | learned
OK | how | how
OK | to | to
OK | be | be
SUB | very | varies
SUB | sophisticated | kate
OK | about | about
OK | looking | looking
OK | at | at
OK | these | these
OK | pictures | pictures
OK | and | and
INS | **** | a
INS | **** | diagnosed
SUB | diagnosing | saying
OK | when | when
OK | something | something
OK | is | is
OK | wrong | wrong
OK | inside | inside
OK | the | the
SUB | chest | chance
OK | for | for
OK | example | example
OK | so | so
OK | this | this
OK | is | is
OK | an | an
OK | example | example
OK | of | of
OK | biomedical | biomedical
OK | engineering | engineering
OK | one | one
OK | that | that
OK | is | is
OK | well | well
OK | integrated | integrated
OK | into | into
SUB | our | art
OK | society | society
OK | to | to
OK | the | the
OK | point | point
OK | that | that
OK | we've | we've
OK | probably | probably
OK | all | all
OK | got | got
OK | a | a
OK | picture | picture
OK | like | like
OK | this | this
OK | somewhere | somewhere
INS | **** | a
OK | in | in
OK | our | our
OK | past | past
OK | and | and
INS | **** | a
OK | where | where
OK | we | we
OK | understand | understand
OK | the | the
OK | physical | physical
OK | principles | principles
OK | that | that
OK | allow | allow
OK | us | us
INS | **** | to
OK | to | to
OK | use | use
OK | it | it
OK | we've | we've
OK | gotten | gotten
OK | over | over
OK | the | the
OK | last | last
OK | two | two
OK | decades | decades
OK | in | in
OK | particular | particular
OK | very | very
OK | sophisticated | sophisticated
OK | about | about
OK | taking | taking
OK | pictures | pictures
OK | inside | inside
OK | the | the
OK | body | body
OK | allowing | allowing
OK | doctors | doctors
OK | to | to
OK | look | look
OK | inside | inside
OK | the | the
OK | body | body
OK | and | and
OK | predict | predict
OK | things | things
OK | about | about
OK | our | our
OK | internal | internal
OK | physiology | physiology
INS | **** | ah
OK | that | that
OK | they | they
OK | couldn't | couldn't
SUB | predict | project
SUB | just | i
SUB | by | despite
OK | looking | looking
OK | at | at
SUB | us | s
SUB | or | are
OK | putting | putting
OK | their | their
OK | hands | hands
OK | on | on
OK | us | us
INS | **** | and
OK | this | this
OK | image | image
OK | on | on
OK | the | the
OK | top | top
OK | here | here
OK | is | is
OK | another | another
OK | example | example
INS | **** | of
INS | **** | a
OK | of | of
OK | an | an
OK | imaging | imaging
OK | technique | technique
OK | this | this
OK | is | is
OK | a | a
INS | **** | plaza
INS | **** | try
INS | **** | mission
INS | **** | tom
SUB | positron | a
SUB | emission | graph
SUB | tomograph | p.
SUB | or | t.
SUB | pet | t.
OK | image | image
OK | and | and
SUB | it's | is
OK | taken | taken
OK | by | by
OK | using | using
INS | **** | radio
INS | **** | new
SUB | radionuclides | clients
OK | and | and
INS | **** | inject
SUB | injecting | in
OK | them | them
OK | into | into
SUB | you | use
SUB | so | a
OK | radioactive | radioactive
OK | chemicals | chemicals
OK | that | that
OK | interact | interact
OK | with | with
OK | tissues | tissues
OK | in | in
OK | your | your
OK | body | body
DEL | in | ****
OK | a | a
OK | specific | specific
OK | way | way
OK | and | and
OK | you | you
OK | can | can
INS | **** | see
OK | where | where
OK | those | those
OK | radioactive | radioactive
OK | chemicals | chemicals
OK | go | go
SUB | it | at
OK | allows | allows
OK | us | us
OK | to | to
OK | look | look
OK | not | not
OK | just | just
SUB | at | that
OK | the | the
OK | anatomy | anatomy
OK | of | of
OK | what's | what's
OK | going | going
OK | on | on
OK | inside | inside
OK | your | your
OK | body | body
OK | like | like
OK | an | an
OK | x-ray | x-ray
OK | does | does
DEL | but | ****
OK | to | to
OK | look | look
OK | at | at
OK | the | the
OK | chemistry | chemistry
OK | the | the
OK | biochemistry | biochemistry
OK | of | of
OK | what's | what's
OK | happening | happening
OK | inside | inside
OK | a | a
OK | particular | particular
OK | organ | organ
OK | or | or
OK | tissue | tissue
OK | in | in
OK | your | your
OK | body | body
OK | in | in
OK | this | this
OK | case | case
OK | these | these
OK | are | are
OK | pictures | pictures
OK | of | of
OK | the | the
OK | brain | brain
OK | and | and
INS | **** | a
OK | this | this
SUB | has | is
SUB | been | ben
SUB | an | and
OK | exceptionally | exceptionally
OK | important | important
OK | technique | technique
OK | in | in
OK | understanding | understanding
SUB | how | hollow
OK | molecules | molecules
OK | like | like
INS | **** | neuro
INS | **** | transmitter
SUB | neurotransmitters | is
SUB | affect | effect
OK | disease | disease
OK | and | and
OK | how | how
OK | they | they
OK | change | change
OK | in | in
OK | certain | certain
OK | disease | disease
OK | states | states
INS | **** | and
SUB | in | out
OK | people | people
OK | and | and
INS | **** | what
SUB | we'll | will
OK | talk | talk
OK | about | about
OK | this | this
SUB | as | is
OK | another | another
OK | example | example
DEL | of | ****
OK | biomedical | biomedical
OK | engineering | engineering
DEL | this | ****
OK | advanced | advanced
DEL | method | ****
SUB | is | methods
OK | for | for
OK | imaging | imaging
OK | inside | inside
OK | the | the
OK | body | body
SUB | well | all
OK | this | this
INS | **** | out
SUB | third | that
OK | picture | picture
OK | you | you
SUB | can't | can
OK | probably | probably
OK | see | see
OK | too | too
OK | much | much
OK | about | about
SUB | but | the
SUB | you | u.
SUB | probably | by
OK | recognize | recognize
OK | what | what
OK | it | it
OK | is | is
DEL | right | ****
OK | where | where
OK | was | was
OK | this | this
OK | picture | picture
OK | taken | taken
DEL | what | ****
OK | kind | kind
OK | of | of
OK | a | a
OK | space | space
OK | was | was
SUB | it | a
OK | taken | taken
OK | in | in
DEL | student | ****
DEL | inaudible | ****
DEL | professor | ****
DEL | mark | ****
SUB | saltzman | bob
OK | somebody | somebody
OK | said | said
INS | **** | o
SUB | or | r
SUB | or | are
OK | operating | operating
OK | room | room
OK | and | and
OK | that's | that's
OK | right | right
OK | this | this
OK | is | is
OK | a | a
OK | picture | picture
INS | **** | in
OK | in | in
OK | an | an
OK | operating | operating
OK | room | room
SUB | and | an
OK | operating | operating
OK | rooms | rooms
OK | if | if
OK | you | you
SUB | went | win
OK | into | into
OK | any | any
OK | operating | operating
OK | room | room
OK | around | around
OK | the | the
OK | country | country
INS | **** | he
INS | **** | was
SUB | you | a
SUB | would | lot
SUB | see | six
SUB | lots | a
SUB | of | ab
OK | examples | examples
OK | of | of
OK | instruments | instruments
OK | that | that
OK | are | are
OK | used | used
OK | to | to
OK | help | help
INS | **** | of
OK | surgeons | surgeons
INS | **** | by
INS | **** | that
INS | **** | and
INS | **** | is
INS | **** | the
INS | **** | zee
INS | **** | allah
INS | **** | just
SUB | anesthesiologists | i
OK | to | to
OK | keep | keep
OK | the | the
OK | patient | patient
OK | alive | alive
OK | and | and
OK | healthy | healthy
OK | during | during
OK | the | the
OK | course | course
OK | of | of
SUB | a | the
OK | surgery | surgery
INS | **** | and
OK | this | this
OK | particular | particular
OK | one | one
INS | **** | had
OK | down | down
OK | here | here
OK | this | this
OK | portion | portion
OK | here | here
OK | is | is
OK | a | a
INS | **** | heart
SUB | heart/lung | lung
OK | machine | machine
OK | and | and
OK | this | this
OK | is | is
OK | a | a
OK | machine | machine
OK | that | that
OK | can | can
OK | take | take
OK | over | over
OK | the | the
OK | function | function
OK | of | of
DEL | a | ****
SUB | patient's | patients
OK | heart | heart
OK | and | and
OK | lungs | lungs
OK | during | during
OK | the | the
OK | period | period
OK | when | when
OK | they're | they're
OK | undergoing | undergoing
OK | open | open
OK | heart | heart
OK | surgery | surgery
OK | for | for
OK | example | example
DEL | if | ****
OK | they're | they're
OK | having | having
OK | a | a
INS | **** | corner
SUB | coronary | a
OK | artery | artery
OK | bypass | bypass
OK | or | or
OK | they're | they're
OK | having | having
OK | a | a
OK | heart | heart
OK | transplant | transplant
OK | then | then
OK | there's | there's
OK | some | some
OK | period | period
OK | at | at
OK | which | which
SUB | their | there
OK | normal | normal
OK | heart | heart
INS | **** | there
SUB | their | are
SUB | heart | hard
SUB | is | to
SUB | stopped | stop
OK | and | and
OK | this | this
OK | machine | machine
OK | assumes | assumes
OK | the | the
OK | functions | functions
OK | of | of
OK | their | their
OK | heart | heart
OK | and | and
OK | this | this
OK | is | is
DEL | i | ****
SUB | think | and
SUB | an | the
OK | obvious | obvious
OK | example | example
OK | of | of
OK | biomedical | biomedical
OK | engineering | engineering
OK | building | building
DEL | a | ****
OK | machine | machine
OK | that | that
OK | can | can
OK | replace | replace
OK | the | the
OK | function | function
OK | of | of
OK | one | one
OK | of | of
OK | your | your
OK | organs | organs
OK | even | even
OK | temporarily | temporarily
OK | for | for
OK | example | example
INS | **** | a
OK | during | during
OK | an | an
OK | operation | operation
OK | this | this
OK | is | is
OK | another | another
OK | familiar | familiar
OK | picture | picture
INS | **** | ai
INS | **** | a
INS | **** | i.
SUB | i | a.
OK | purposely | purposely
OK | picked | picked
OK | one | one
OK | that | that
SUB | looked | looks
OK | sort | sort
OK | of | of
OK | old | old
OK | fashioned | fashioned
OK | compared | compared
OK | to | to
OK | the | the
OK | usual | usual
OK | way | way
OK | you | you
OK | see | see
OK | this | this
OK | which | which
OK | might | might
OK | be | be
OK | on | on
OK | the | the
OK | nightly | nightly
OK | news | news
DEL | you | ****
DEL | see | ****
SUB | a | use
SUB | bleep | leap
OK | going | going
OK | across | across
OK | the | the
OK | screen | screen
OK | to | to
OK | indicate | indicate
OK | that | that
SUB | they've | they
OK | got | got
OK | their | their
OK | finger | finger
OK | on | on
OK | the | the
OK | pulse | pulse
OK | of | of
OK | what's | what's
OK | happening | happening
OK | or | or
OK | you | you
OK | see | see
OK | it | it
SUB | in | that
OK | tv | tv
OK | shows | shows
OK | like | like
INS | **** | e.
INS | **** | r.
SUB | er | i
OK | you | you
OK | see | see
OK | these | these
OK | images | images
OK | on | on
OK | computer | computer
OK | screens | screens
OK | all | all
OK | the | the
OK | time | time
OK | it's | it's
OK | an | an
OK | example | example
OK | of | of
INS | **** | the
SUB | an | k.
SUB | ekg | g.
SUB | or | e.
SUB | ecg | c.
SUB | an | g
SUB | electrocardiograph | electric
SUB | it's | hardy
OK | a | a
INS | **** | graph
INS | **** | it
INS | **** | said
OK | machine | machine
OK | that | that
OK | also | also
OK | looks | looks
OK | inside | inside
OK | your | your
OK | body | body
SUB | but | that
OK | looks | looks
OK | inside | inside
INS | **** | in
INS | **** | a
OK | in | in
OK | a | a
OK | different | different
OK | kind | kind
OK | of | of
OK | way | way
OK | rather | rather
OK | than | than
OK | by | by
OK | forming | forming
SUB | an | in
SUB | image | a
SUB | or | major
OK | a | a
OK | picture | picture
DEL | you | ****
SUB | put | ah
SUB | electrodes | electron
SUB | on | some
OK | the | the
OK | surface | surface
OK | of | of
OK | the | the
OK | body | body
OK | and | and
OK | measure | measure
OK | the | the
OK | electrical | electrical
OK | potential | potential
OK | as | as
OK | a | a
OK | function | function
OK | of | of
OK | position | position
OK | on | on
OK | the | the
OK | body | body
OK | it | it
OK | turns | turns
OK | out | out
INS | **** | that
OK | the | the
OK | electrical | electrical
OK | potential | potential
OK | or | or
OK | electricity | electricity
OK | that | that
OK | you | you
OK | can | can
OK | measure | measure
OK | on | on
OK | the | the
OK | surface | surface
OK | of | of
OK | the | the
OK | body | body
DEL | reflects | ****
OK | things | things
OK | that | that
OK | are | are
OK | happening | happening
SUB | deeper | for
OK | inside | inside
OK | like | like
OK | the | the
OK | beating | beating
OK | of | of
OK | your | your
OK | heart | heart
INS | **** | and
OK | if | if
OK | you | you
OK | put | put
DEL | the | ****
SUB | electrodes | electorate
OK | in | in
OK | the | the
OK | right | right
OK | position | position
OK | and | and
OK | you | you
OK | measure | measure
OK | in | in
OK | the | the
OK | right | right
OK | way | way
DEL | you | ****
OK | can | can
OK | detect | detect
OK | the | the
OK | electrical | electrical
OK | activity | activity
OK | of | of
OK | the | the
OK | heart | heart
OK | and | and
OK | record | record
OK | it | it
OK | on | on
OK | a | a
SUB | strip | stripper
SUB | recorder | quarter
OK | like | like
OK | this | this
OK | one | one
INS | **** | ship
INS | **** | is
OK | shown | shown
OK | here | here
OK | or | or
OK | display | display
OK | it | it
OK | on | on
OK | a | a
OK | computer | computer
INS | **** | and
OK | so | so
OK | this | this
DEL | is | ****
OK | another | another
OK | example | example
INS | **** | love
OK | of | of
OK | biomedical | biomedical
OK | engineering | engineering
OK | where | where
OK | you | you
OK | can | can
OK | look | look
DEL | at | ****
DEL | the | ****
OK | function | function
OK | of | of
OK | a | a
OK | heart | heart
OK | in | in
INS | **** | a
OK | a | a
OK | living | living
OK | person | person
SUB | and | a
SUB | a | and
SUB | physician | ad
SUB | who | position
SUB | is | whose
SUB | experienced | experience
SUB | at | that
OK | looking | looking
OK | at | at
INS | **** | a
SUB | these | is
OK | and | and
OK | a | a
OK | machine | machine
OK | that | that
OK | works | works
OK | well | well
INS | **** | i've
OK | with | with
OK | those | those
OK | two | two
OK | things | things
OK | you | you
OK | can | can
SUB | diagnose | diagnosed
OK | a | a
OK | lot | lot
OK | of | of
OK | things | things
OK | that | that
OK | are | are
OK | happening | happening
OK | inside | inside
DEL | of | ****
OK | a | a
OK | heart | heart
DEL | and | ****
SUB | we'll | double
OK | talk | talk
OK | about | about
OK | that | that
OK | about | about
OK | halfway | halfway
OK | through | through
OK | the | the
SUB | course | corps
OK | this | this
INS | **** | ad
OK | picture | picture
OK | might | might
OK | be | be
OK | less | less
INS | **** | a
OK | familiar | familiar
OK | to | to
OK | you | you
OK | but | but
OK | you | you
OK | probably | probably
OK | all | all
OK | know | know
OK | that | that
OK | we | we
OK | have | have
OK | developed | developed
OK | over | over
OK | the | the
OK | last | last
SUB | 100 | hundred
OK | years | years
OK | or | or
OK | so | so
OK | the | the
OK | ability | ability
OK | to | to
OK | take | take
OK | cells | cells
OK | out | out
OK | of | of
OK | a | a
OK | person | person
OK | or | or
OK | cells | cells
DEL | out | ****
SUB | of | atom
OK | an | an
OK | animal | animal
DEL | and | ****
OK | keep | keep
OK | those | those
OK | isolated | isolated
OK | cells | cells
INS | **** | to
SUB | alive | live
OK | in | in
OK | culture | culture
OK | for | for
OK | extended | extended
OK | periods | periods
OK | of | of
OK | time | time
INS | **** | so
OK | this | this
OK | technology | technology
OK | is | is
OK | called | called
OK | cell | cell
OK | culture | culture
OK | technology | technology
DEL | we're | ****
DEL | going | ****
SUB | to | reduce
OK | spend | spend
OK | quite | quite
SUB | of | a
OK | bit | bit
OK | of | of
OK | time | time
OK | talking | talking
OK | about | about
OK | it | it
OK | during | during
OK | the | the
OK | third | third
OK | week | week
OK | of | of
OK | the | the
OK | course | course
INS | **** | and
INS | **** | the
INS | **** | out
OK | by | by
OK | taking | taking
OK | cells | cells
OK | from | from
OK | the | the
OK | skin | skin
OK | for | for
OK | example | example
OK | or | or
OK | cells | cells
OK | from | from
OK | your | your
OK | blood | blood
OK | or | or
OK | cells | cells
OK | from | from
OK | the | the
OK | bone | bone
OK | marrow | marrow
DEL | and | ****
DEL | keeping | ****
SUB | them | bingham
OK | alive | alive
SUB | in | and
OK | culture | culture
SUB | we've | we
OK | been | been
OK | able | able
OK | to | to
OK | study | study
OK | how | how
OK | human | human
OK | cells | cells
OK | work | work
OK | and | and
OK | learn | learn
OK | a | a
OK | lot | lot
OK | about | about
OK | the | the
OK | functioning | functioning
OK | of | of
OK | human | human
OK | organism | organism
OK | we've | we've
OK | also | also
OK | learned | learned
OK | how | how
OK | to | to
OK | not | not
OK | only | only
OK | keep | keep
OK | cells | cells
SUB | alive | allied
SUB | but | been
OK | in | in
OK | certain | certain
OK | cases | cases
OK | make | make
OK | them | them
INS | **** | rapid
SUB | replicate | k
OK | outside | outside
OK | the | the
OK | body | body
OK | so | so
OK | maybe | maybe
OK | you | you
OK | could | could
OK | take | take
OK | a | a
OK | few | few
OK | skin | skin
OK | cells | cells
OK | and | and
OK | keep | keep
OK | them | them
OK | in | in
OK | culture | culture
OK | in | in
OK | the | the
OK | right | right
OK | way | way
OK | and | and
INS | **** | wrap
INS | **** | what
SUB | replicate | kate
OK | them | them
OK | so | so
OK | that | that
OK | you | you
OK | get | get
OK | many | many
OK | millions | millions
INS | **** | of
INS | **** | themselves
INS | **** | after
INS | **** | kicked
INS | **** | out
OK | of | of
OK | skin | skin
